outer,batch,Q,gamma,R,best_norm,eta_CIM,eta_CPM,Sigma_CPM,wall_time
370,1,2,0.04074,3875,1.7536700874718837e+63,0.2256135448604177,0.0020378498590076146,5.230975083366992e+64,196.29
