outer,batch,Q,gamma,R,best_norm,eta_CIM,eta_CPM,Sigma_CPM,wall_time
165,4,1,0.04315,281,9.92786469298312e+112,0.03268673510531707,0.03268673510531707,2.80208857057411e+112,15.77
