BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
1,2,0.06124,1.4307819644425633e+145,9.345499857425648e+146,50,2.6936223203497835,0.005259740785914111,8.746374563827325e+147,423.09
