BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
70,2,0.05920,1.4865615080287284e+41,3.76069420617677e+41,19,1.2518766946908637,0.7929283553861686,0.0,417.88
