BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
4,2,0.06161,2.900954153187247e+140,1.301364157205082e+142,50,7.252418119041315,0.002869554686624109,9.422023561026444e+142,453.06
