BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
50,2,0.06353,1.4484117848635444e+69,1.6226494659653736e+70,49,0.6867388572992249,0.0007740089095763299,1.8900881553393628e+71,416.39
