BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
34,2,0.06153,7.751394475723086e+94,5.781959708952872e+95,46,1.7366836945907926,0.0016404727635137245,1.684274386891087e+96,404.11
