BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
59,2,0.06442,7.60743984124248e+53,4.2217794422294975e+55,49,0.23785721422743186,0.10216430894252984,5.100512499818835e+56,421.87
