BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
40,2,0.06227,1.0001760347546018e+85,1.4298449124336818e+86,48,3.258637914817187,0.00948493124828157,1.4487673038648901e+87,422.13
