BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
44,2,0.06277,5.649916754336359e+77,9.634115392466816e+79,50,11.1419608708668,0.003414405256683037,1.383592879719711e+81,402.5
