BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
9,2,0.06211,7.707494729153764e+132,2.6988931419554333e+134,44,17.15033796979575,0.002780956495595376,5.750890110545775e+134,398.18
