BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
55,2,0.06404,5.658715009464206e+60,1.6789082820583525e+62,50,1.095084136194328,0.002177632368847149,2.375406787297887e+63,406.95
