BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
52,2,0.06366,1.3307327705329094e+64,1.3636456161945138e+67,45,6.77492892754072,0.007683230152506998,2.1367807311868152e+68,423.16
