BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
51,2,0.06366,7.167388398006737e+66,5.05644031159231e+68,50,1.0703341035625922,0.0001199755435605796,3.6870836452703076e+69,418.4
