BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
5,2,0.06174,6.14476590479447e+138,2.4861608691812522e+140,48,4.817053301918855,0.03080997683655361,2.682330377364259e+141,413.96
