BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
38,2,0.06202,2.3130462304143094e+88,2.2426643972528719e+89,49,3.0561873613745973,0.004462330017610829,6.541897419172894e+90,423.8
