BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
32,2,0.06128,3.821120572734709e+97,9.858070299956008e+98,48,6.9162446540148075,0.005586604367380783,6.156978677569113e+99,406.1
