BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
33,2,0.06141,3.811580378518784e+95,2.8559137259283296e+97,49,1.1297567718560833,0.0029135195152119194,4.8396886812965304e+98,392.84
