BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
58,2,0.06429,2.3877055470210577e+55,1.612767896824279e+57,49,0.7606470703619531,0.005467031996516411,2.009861343590351e+58,436.53
