BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,BRI_time
11,2,0.06236,1.3879777951842006e+129,1.3265626387178811e+131,49,16.271314582895105,0.01806051863327375,1.9186695328575916e+132,419.65
