number,value,datetime_start,datetime_complete,duration,params_dt,params_mu,params_noise,params_r,params_steps,state
0,6.687839640372586e-05,2025-08-19 06:08:43.305011,2025-08-19 06:08:49.384547,0 days 00:00:06.079536,0.057367271178514,0.7543721864909011,0.003067724111124191,0.21518751930149727,600,COMPLETE
1,9.519336367575548e-05,2025-08-19 06:08:49.384839,2025-08-19 06:08:54.908019,0 days 00:00:05.523180,0.0496907351895372,0.4220564843696432,0.002276549970601309,0.599546775863811,1000,COMPLETE
2,6.90068363104281e-05,2025-08-19 06:08:54.908247,2025-08-19 06:08:57.674115,0 days 00:00:02.765868,0.01747721767488191,0.21879083789397852,0.04331793478431226,0.5784299378446437,500,COMPLETE
3,0.00012451083751102905,2025-08-19 06:08:57.674314,2025-08-19 06:09:02.631276,0 days 00:00:04.956962,0.0374071087695861,0.6421780637175398,0.0048916367902280666,0.130792701810223,900,COMPLETE
4,0.0002849097348134486,2025-08-19 06:09:02.631473,2025-08-19 06:09:06.466824,0 days 00:00:03.835351,0.04315594198202047,0.5801372579029446,0.21832271760561864,0.3589443606314524,700,COMPLETE
5,9.947028748049338e-05,2025-08-19 06:09:06.467059,2025-08-19 06:09:09.232790,0 days 00:00:02.765731,0.04469556185216998,0.5443488623026311,0.008336072688692592,0.17223296619140976,500,COMPLETE
6,9.77463913979737e-05,2025-08-19 06:09:09.233021,2025-08-19 06:09:13.080557,0 days 00:00:03.847536,0.011481195425676032,0.47776628424759987,0.042516266355839244,0.4262263490653077,700,COMPLETE
7,8.471297389934748e-05,2025-08-19 06:09:13.080773,2025-08-19 06:09:15.838950,0 days 00:00:02.758177,0.02717681298645254,0.6282343547955395,0.0026108561609179126,0.5309103213494695,500,COMPLETE
8,0.00023512641803749603,2025-08-19 06:09:15.839178,2025-08-19 06:09:19.693665,0 days 00:00:03.854487,0.01656554986267844,0.28818217399991364,0.019474251352537112,0.4123777666380023,700,COMPLETE
9,0.00014226325123837847,2025-08-19 06:09:19.693880,2025-08-19 06:09:23.532078,0 days 00:00:03.838198,0.020660627378568518,0.7360506021349025,0.004475075623544451,0.43787096434141387,700,COMPLETE
10,0.00018298887010485427,2025-08-19 06:09:23.532287,2025-08-19 06:09:27.940567,0 days 00:00:04.408280,0.055786220784558645,0.5121559764957455,0.20728084980657902,0.43068652524196865,800,COMPLETE
11,5.679283170261028e-05,2025-08-19 06:09:27.940790,2025-08-19 06:09:31.799349,0 days 00:00:03.858559,0.01465733040080268,0.05165699506829219,0.0020375949060383557,0.42146942079215766,700,COMPLETE
12,0.00011048224614930054,2025-08-19 06:09:31.799550,2025-08-19 06:09:34.004355,0 days 00:00:02.204805,0.05905180966045817,0.5080830416254177,0.29751962768955836,0.3979305180257408,400,COMPLETE
13,0.0001402855154801843,2025-08-19 06:09:34.004569,2025-08-19 06:09:37.305484,0 days 00:00:03.300915,0.03333924594033508,0.6700428626450305,0.144997728052676,0.39093842750628194,600,COMPLETE
14,0.00014308892174005747,2025-08-19 06:09:37.305685,2025-08-19 06:09:41.382671,0 days 00:00:04.076986,0.033233733453730055,0.30279910653358594,0.0717916568795152,0.29492547240351025,700,COMPLETE
