number,value,datetime_start,datetime_complete,duration,params_dt,params_mu,params_noise,params_r,params_steps,state
0,2.9385297176969926e-05,2025-08-17 21:09:17.675266,2025-08-17 21:09:24.332903,0 days 00:00:06.657637,0.04077255383752519,0.4267752667036618,0.00013012219086093826,0.1428404132711293,700,COMPLETE
1,7.107683813004095e-05,2025-08-17 21:09:24.333361,2025-08-17 21:09:26.577116,0 days 00:00:02.243755,0.0175341171419723,0.27451338272708253,0.0013201929547900762,0.5273753994534132,400,COMPLETE
2,5.7633481002043665e-05,2025-08-17 21:09:26.577337,2025-08-17 21:09:31.543787,0 days 00:00:04.966450,0.044105090219287046,0.14596408935037208,0.05735973077945142,0.4087982835633113,900,COMPLETE
3,1.9689663290802956e-05,2025-08-17 21:09:31.544045,2025-08-17 21:09:33.807350,0 days 00:00:02.263305,0.0563194164560942,0.07161565502285035,0.0066082742621963834,0.4136422095381612,400,COMPLETE
4,0.00012360123877175244,2025-08-17 21:09:33.807531,2025-08-17 21:09:37.182508,0 days 00:00:03.374977,0.04011794215728707,0.3849780262504161,0.05188371366299577,0.3293030926364139,600,COMPLETE
5,0.0003882162438424151,2025-08-17 21:09:37.182684,2025-08-17 21:09:42.160900,0 days 00:00:04.978216,0.020199174428586826,0.7253967617041738,0.0004475662158798657,0.2540455924642176,900,COMPLETE
6,0.0002740986036697158,2025-08-17 21:09:42.161145,2025-08-17 21:09:47.692836,0 days 00:00:05.531691,0.028800211099101622,0.5999000762410048,0.02817872158892741,0.4786365230444607,1000,COMPLETE
7,0.00036383314878598634,2025-08-17 21:09:47.693060,2025-08-17 21:09:51.605453,0 days 00:00:03.912393,0.014849748314473114,0.7670531783776112,0.034498926860714034,0.3376293128279526,700,COMPLETE
8,5.138244440300978e-05,2025-08-17 21:09:51.605697,2025-08-17 21:09:53.884862,0 days 00:00:02.279165,0.0111805756528726,0.17149225539188612,0.000445405832078601,0.16826413976136,400,COMPLETE
9,0.00019396441381960947,2025-08-17 21:09:53.885044,2025-08-17 21:09:56.657410,0 days 00:00:02.772366,0.01641007708774343,0.3829416873835045,0.0028276900663741287,0.5652602152006679,500,COMPLETE
10,0.0001368410641002528,2025-08-17 21:09:56.657614,2025-08-17 21:09:59.426862,0 days 00:00:02.769248,0.018285090991943115,0.724581168236237,0.0026999062325942626,0.3653942249808472,500,COMPLETE
11,0.0003200692424596899,2025-08-17 21:09:59.427079,2025-08-17 21:10:01.649783,0 days 00:00:02.222704,0.03728744559402557,0.44224129754255903,0.017101297159276743,0.48562815967846973,400,COMPLETE
12,0.0006103658803169668,2025-08-17 21:10:01.650007,2025-08-17 21:10:07.173080,0 days 00:00:05.523073,0.010763053079472966,0.669577056845964,0.12068447601680117,0.5906635034993146,1000,COMPLETE
13,4.929649486818767e-05,2025-08-17 21:10:07.173300,2025-08-17 21:10:11.090677,0 days 00:00:03.917377,0.010727746536151531,0.6640531210857068,0.0001794765520356415,0.5092984577811644,700,COMPLETE
