outer,batch,Q,gamma,R,best_norm,eta_CIM,eta_CPM,Sigma_CPM,wall_time
400,3,1,0.04807,410,4.7618119064947453e+61,0.2118880436495674,0.2118880436495674,8.0229482567390595e+62,24.9
