number,value,datetime_start,datetime_complete,duration,params_dt,params_mu,params_noise,params_r,params_steps,state
0,0.00013520490296386065,2025-08-19 07:30:48.720739,2025-08-19 07:30:54.227022,0 days 00:00:05.506283,0.060650275242528716,0.7141717049901577,0.00016237311620991533,0.1267196224559085,500,COMPLETE
1,0.0008493304905906828,2025-08-19 07:30:54.227324,2025-08-19 07:30:56.429424,0 days 00:00:02.202100,0.04194345700885933,0.16590312338795699,0.15836866939468505,0.5051054278600403,400,COMPLETE
2,0.00040539094439181534,2025-08-19 07:30:56.429633,2025-08-19 07:30:58.626683,0 days 00:00:02.197050,0.03938489287592529,0.5689919763859225,0.017548105892938134,0.49878730065002536,400,COMPLETE
3,0.0005838673111803884,2025-08-19 07:30:58.626919,2025-08-19 07:31:02.470452,0 days 00:00:03.843533,0.04944293869634492,0.4327918789371601,0.002127103022213215,0.13620392035014864,700,COMPLETE
4,0.000115595395562484,2025-08-19 07:31:02.470681,2025-08-19 07:31:05.204955,0 days 00:00:02.734274,0.06991357191198752,0.19529622509491207,0.2447423011640726,0.5828801931105358,500,COMPLETE
5,0.0002960989614676223,2025-08-19 07:31:05.205188,2025-08-19 07:31:10.674334,0 days 00:00:05.469146,0.0636703962249856,0.5586259506481221,0.0186699723469309,0.4240362997343736,1000,COMPLETE
6,0.0009653401184956951,2025-08-19 07:31:10.674571,2025-08-19 07:31:16.115076,0 days 00:00:05.440505,0.05088305480288778,0.47935804769793583,0.07683644365127029,0.4713129341898487,1000,COMPLETE
7,0.0015897086022835516,2025-08-19 07:31:16.115271,2025-08-19 07:31:21.573430,0 days 00:00:05.458159,0.03045014627435806,0.32035868318760297,0.0003010251670113037,0.16837668789030297,1000,COMPLETE
8,0.0003424072366942805,2025-08-19 07:31:21.573659,2025-08-19 07:31:25.381226,0 days 00:00:03.807567,0.022201257874379515,0.14520644653620918,0.009170899084774283,0.4464894059368537,700,COMPLETE
9,0.000563990318920321,2025-08-19 07:31:25.381429,2025-08-19 07:31:30.286626,0 days 00:00:04.905197,0.037203715297592026,0.7489267161237014,0.005294937440807143,0.5222014240790545,900,COMPLETE
10,0.0005378894108302109,2025-08-19 07:31:30.286821,2025-08-19 07:31:35.764475,0 days 00:00:05.477654,0.03176935272085852,0.3666814437899729,0.00021631766413290123,0.20897777131808087,1000,COMPLETE
11,0.0003120987034006204,2025-08-19 07:31:35.764713,2025-08-19 07:31:40.126962,0 days 00:00:04.362249,0.014797002008185605,0.16651602306072516,0.001872567510945664,0.09919348971760109,800,COMPLETE
12,0.00040247296414514617,2025-08-19 07:31:40.127179,2025-08-19 07:31:45.034719,0 days 00:00:04.907540,0.05922584511052324,0.2849090757045495,0.1641454034448356,0.37655893956553727,900,COMPLETE
13,0.0010218492867573202,2025-08-19 07:31:45.034917,2025-08-19 07:31:50.520469,0 days 00:00:05.485552,0.04999834289955062,0.05118540402005789,0.0003974973375514218,0.3156013911915537,1000,COMPLETE
14,0.0005677798632694195,2025-08-19 07:31:50.520695,2025-08-19 07:31:54.906349,0 days 00:00:04.385654,0.05136242912725029,0.24413540261509015,0.0010750101477854065,0.37642254862138397,800,COMPLETE
15,0.0007518100878850565,2025-08-19 07:31:54.906584,2025-08-19 07:32:00.415490,0 days 00:00:05.508906,0.03320327618042349,0.15938295204813135,0.020733819931141442,0.13669670791882121,1000,COMPLETE
16,0.0006730167978935795,2025-08-19 07:32:00.415721,2025-08-19 07:32:05.877355,0 days 00:00:05.461634,0.04732752359070676,0.075860029441085,0.0003104306251914205,0.23043414247170324,1000,COMPLETE
17,0.00029777355658090705,2025-08-19 07:32:05.877549,2025-08-19 07:32:11.361608,0 days 00:00:05.484059,0.033543881019221164,0.0726252028164126,0.0001813437475109755,0.5797479406390084,1000,COMPLETE
18,0.00031575989958523214,2025-08-19 07:32:11.361843,2025-08-19 07:32:16.282790,0 days 00:00:04.920947,0.06428078142576063,0.16723112042867616,0.0005802178762839735,0.06133988872981261,900,COMPLETE
19,0.00035966634188380514,2025-08-19 07:32:16.282985,2025-08-19 07:32:20.677763,0 days 00:00:04.394778,0.021353395572933427,0.05582598365392388,0.00019054827257004893,0.293544661334554,800,COMPLETE
20,0.00045219088222097286,2025-08-19 07:32:20.677997,2025-08-19 07:32:24.516580,0 days 00:00:03.838583,0.02507216029673672,0.45252561413371795,0.00023925998615523649,0.24525809314733812,700,COMPLETE
21,0.000373612567243889,2025-08-19 07:32:24.516809,2025-08-19 07:32:29.994342,0 days 00:00:05.477533,0.04696618187126279,0.7200454351333065,0.12490846083337852,0.3664678206821309,1000,COMPLETE
22,0.0009415315858638663,2025-08-19 07:32:29.994539,2025-08-19 07:32:34.930817,0 days 00:00:04.936278,0.039957457348912956,0.45041579999649484,0.11990923079655809,0.4179046181045292,900,COMPLETE
23,0.00020733344061878544,2025-08-19 07:32:34.931047,2025-08-19 07:32:40.400371,0 days 00:00:05.469324,0.0628651906303745,0.07062674951089,0.00011597390508391477,0.4669881383564414,1000,COMPLETE
24,0.00041238508116546793,2025-08-19 07:32:40.400572,2025-08-19 07:32:44.756080,0 days 00:00:04.355508,0.055160877122551674,0.5492826471944845,0.19713065022724985,0.5977704400207529,800,COMPLETE
25,0.0015866669709227392,2025-08-19 07:32:44.756289,2025-08-19 07:32:48.579129,0 days 00:00:03.822840,0.0519457204289774,0.06153593655469347,0.0029645928987192516,0.23998371925730755,700,COMPLETE
26,0.0004028061887068209,2025-08-19 07:32:48.579344,2025-08-19 07:32:51.878518,0 days 00:00:03.299174,0.06144375046973553,0.15901093929132826,0.00035688550022883896,0.24833355539459767,600,COMPLETE
27,0.0006428003315415865,2025-08-19 07:32:51.878715,2025-08-19 07:32:55.719346,0 days 00:00:03.840631,0.040340012336275016,0.06015803947882127,0.0015217762958127103,0.1570073112147216,700,COMPLETE
28,0.0010894887648238156,2025-08-19 07:32:55.719551,2025-08-19 07:32:59.548327,0 days 00:00:03.828776,0.0401588536262237,0.08704225000098059,0.03677252912997426,0.30954507428341055,700,COMPLETE
29,0.0004230278492787703,2025-08-19 07:32:59.548555,2025-08-19 07:33:02.835235,0 days 00:00:03.286680,0.06308985227146512,0.06920725488334287,0.0059484544991872034,0.1413237569131499,600,COMPLETE
30,0.0008253952537481396,2025-08-19 07:33:02.835463,2025-08-19 07:33:06.675815,0 days 00:00:03.840352,0.04233676204948868,0.22540660930481604,0.04972719705576158,0.2061508909401124,700,COMPLETE
31,0.00048472065757225544,2025-08-19 07:33:06.676034,2025-08-19 07:33:12.142416,0 days 00:00:05.466382,0.0633447608579614,0.07152132099830077,0.011941504337033686,0.34560739176562566,1000,COMPLETE
