outer,batch,Q,gamma,R,best_norm,eta_CIM,eta_CPM,Sigma_CPM,wall_time
455,4,1,0.04930,370,9.554918340078836e+49,0.38152238166724994,0.38152238166724994,4.476879881158261e+50,20.16
