number,value,datetime_start,datetime_complete,duration,params_dt,params_mu,params_noise,params_r,params_steps,state
0,0.12687216074823052,2025-08-17 15:52:24.472866,2025-08-17 15:52:30.346402,0 days 00:00:05.873536,0.03295984362271353,0.7758992277599679,0.0029247076535927315,0.469108744147346,500,COMPLETE
1,0.0748356166497916,2025-08-17 15:52:30.346766,2025-08-17 15:52:33.839200,0 days 00:00:03.492434,0.04101762088554022,0.41697162293745327,0.004996017591916139,0.1823885955293911,600,COMPLETE
2,0.015646011328744196,2025-08-17 15:52:33.839374,2025-08-17 15:52:36.146259,0 days 00:00:02.306885,0.015663995537354924,0.1864106832608411,0.0005352460095683955,0.5351725886301052,400,COMPLETE
3,0.30662761823123613,2025-08-17 15:52:36.146959,2025-08-17 15:52:39.062707,0 days 00:00:02.915748,0.054316952326044256,0.6951119640005147,0.0003810695677343731,0.5249856254884094,500,COMPLETE
4,1.0,2025-08-17 15:52:39.062962,2025-08-17 15:52:44.724509,0 days 00:00:05.661547,0.04371620514324299,0.5493988776708129,0.013618951407465265,0.14766206081556016,1000,COMPLETE
