slice_id,budget,Q,gamma,best_len,lam_1,lam_Q,eta_CIM,eta_CPM,Sigma_CPM,min_W
0,B1,1,0.02,1.1466392314618998e+149,8.608319374164563e+147,8.608319374164563e+147,0.07507434891434375,0.07507434891434375,3.018958699635801e+149,4.165597931097701e+149
0,B1,1,0.0228,1.1837785205807142e+149,8.608319374164563e+147,8.608319374164563e+147,0.07271900295962176,0.07271900295962176,2.9818194105169867e+149,4.165597931097701e+149
0,B1,1,0.0256,3.0268688280653434e+149,8.608319374164563e+147,8.608319374164563e+147,0.02843968425175089,0.02843968425175089,1.1387291030323577e+149,4.165597931097701e+149
0,B1,1,0.0284,7.44201035943667e+148,8.608319374164563e+147,8.608319374164563e+147,0.11567196171998043,0.11567196171998043,3.421396895154034e+149,4.165597931097701e+149
0,B1,1,0.0312,1.1466392314618998e+149,8.608319374164563e+147,8.608319374164563e+147,0.07507434891434375,0.07507434891434375,3.018958699635801e+149,4.165597931097701e+149
0,B1,1,0.034,9.21637083954163e+147,8.608319374164563e+147,8.608319374164563e+147,0.9340248481790357,0.9340248481790357,4.073434222702285e+149,4.165597931097701e+149
0,B1,1,0.0368,1.1837785205807142e+149,8.608319374164563e+147,8.608319374164563e+147,0.07271900295962176,0.07271900295962176,2.9818194105169867e+149,4.165597931097701e+149
0,B1,1,0.0396,7.44201035943667e+148,8.608319374164563e+147,8.608319374164563e+147,0.11567196171998043,0.11567196171998043,3.421396895154034e+149,4.165597931097701e+149
0,B1,1,0.0424,1.1742946597790019e+149,8.608319374164563e+147,8.608319374164563e+147,0.07330629755043439,0.07330629755043439,2.9913032713186993e+149,4.165597931097701e+149
0,B1,1,0.0452,1.1742946597790019e+149,8.608319374164563e+147,8.608319374164563e+147,0.07330629755043439,0.07330629755043439,2.9913032713186993e+149,4.165597931097701e+149
0,B1,1,0.048,1.0320227416805165e+149,8.608319374164563e+147,8.608319374164563e+147,0.0834121093121167,0.0834121093121167,3.133575189417185e+149,4.165597931097701e+149
0,B1,1,0.0508,1.1466392314618998e+149,8.608319374164563e+147,8.608319374164563e+147,0.07507434891434375,0.07507434891434375,3.018958699635801e+149,4.165597931097701e+149
0,B1,1,0.0536,1.760410459890925e+149,8.608319374164563e+147,8.608319374164563e+147,0.048899501396384194,0.048899501396384194,2.405187471206776e+149,4.165597931097701e+149
0,B1,1,0.0564,1.1466392314618998e+149,8.608319374164563e+147,8.608319374164563e+147,0.07507434891434375,0.07507434891434375,3.018958699635801e+149,4.165597931097701e+149
0,B1,1,0.0592,1.1837785205807142e+149,8.608319374164563e+147,8.608319374164563e+147,0.07271900295962176,0.07271900295962176,2.9818194105169867e+149,4.165597931097701e+149
0,B1,1,0.062,2.5967752042300085e+149,8.608319374164563e+147,8.608319374164563e+147,0.03315003686165082,0.03315003686165082,1.5688227268676926e+149,4.165597931097701e+149
0,B1,1,0.0648,1.1742946597790019e+149,8.608319374164563e+147,8.608319374164563e+147,0.07330629755043439,0.07330629755043439,2.9913032713186993e+149,4.165597931097701e+149
0,B1,1,0.0676,2.0106594041180853e+149,8.608319374164563e+147,8.608319374164563e+147,0.0428134141293828,0.0428134141293828,2.154938526979616e+149,4.165597931097701e+149
0,B1,1,0.0704,8.608319374164563e+147,8.608319374164563e+147,8.608319374164563e+147,1.0,1.0,4.0795147373560554e+149,4.165597931097701e+149
0,B1,1,0.0732,2.452511674469041e+149,8.608319374164563e+147,8.608319374164563e+147,0.035100013850202075,0.035100013850202075,1.71308625662866e+149,4.165597931097701e+149
0,B1,1,0.076,3.2180386817982637e+149,8.608319374164563e+147,8.608319374164563e+147,0.026750204784220216,0.026750204784220216,9.475592492994374e+148,4.165597931097701e+149
0,B1,1,0.0788,1.1837785205807142e+149,8.608319374164563e+147,8.608319374164563e+147,0.07271900295962176,0.07271900295962176,2.9818194105169867e+149,4.165597931097701e+149
0,B1,1,0.0816,7.059349368244415e+148,8.608319374164563e+147,8.608319374164563e+147,0.12194210719883042,0.12194210719883042,3.4596629942732596e+149,4.165597931097701e+149
0,B1,1,0.0844,9.21637083954163e+147,8.608319374164563e+147,8.608319374164563e+147,0.9340248481790357,0.9340248481790357,4.073434222702285e+149,4.165597931097701e+149
0,B1,1,0.0872,1.1742946597790019e+149,8.608319374164563e+147,8.608319374164563e+147,0.07330629755043439,0.07330629755043439,2.9913032713186993e+149,4.165597931097701e+149
0,B1,1,0.09,1.7975497490097394e+149,8.608319374164563e+147,8.608319374164563e+147,0.04788918570352137,0.04788918570352137,2.3680481820879617e+149,4.165597931097701e+149
0,B1,1,0.0928,2.1646899687321917e+149,8.608319374164563e+147,8.608319374164563e+147,0.03976698510413597,0.03976698510413597,2.0009079623655094e+149,4.165597931097701e+149
0,B1,1,0.0956,9.21637083954163e+147,8.608319374164563e+147,8.608319374164563e+147,0.9340248481790357,0.9340248481790357,4.073434222702285e+149,4.165597931097701e+149
0,B1,1,0.0984,9.21637083954163e+147,8.608319374164563e+147,8.608319374164563e+147,0.9340248481790357,0.9340248481790357,4.073434222702285e+149,4.165597931097701e+149
0,B1,1,0.1012,8.608319374164563e+147,8.608319374164563e+147,8.608319374164563e+147,1.0,1.0,4.0795147373560554e+149,4.165597931097701e+149
0,B1,1,0.104,1.3919556367487867e+149,8.608319374164563e+147,8.608319374164563e+147,0.061843345771214045,0.061843345771214045,2.7736422943489144e+149,4.165597931097701e+149
0,B1,1,0.1068,7.059349368244415e+148,8.608319374164563e+147,8.608319374164563e+147,0.12194210719883042,0.12194210719883042,3.4596629942732596e+149,4.165597931097701e+149
0,B1,1,0.1096,9.21637083954163e+147,8.608319374164563e+147,8.608319374164563e+147,0.9340248481790357,0.9340248481790357,4.073434222702285e+149,4.165597931097701e+149
0,B1,1,0.1124,2.452511674469041e+149,8.608319374164563e+147,8.608319374164563e+147,0.035100013850202075,0.035100013850202075,1.71308625662866e+149,4.165597931097701e+149
0,B1,1,0.1152,7.44201035943667e+148,8.608319374164563e+147,8.608319374164563e+147,0.11567196171998043,0.11567196171998043,3.421396895154034e+149,4.165597931097701e+149
0,B1,1,0.118,8.608319374164563e+147,8.608319374164563e+147,8.608319374164563e+147,1.0,1.0,4.0795147373560554e+149,4.165597931097701e+149
0,B1,1,0.1208,8.608319374164563e+147,8.608319374164563e+147,8.608319374164563e+147,1.0,1.0,4.0795147373560554e+149,4.165597931097701e+149
0,B1,1,0.1236,1.3919556367487867e+149,8.608319374164563e+147,8.608319374164563e+147,0.061843345771214045,0.061843345771214045,2.7736422943489144e+149,4.165597931097701e+149
0,B1,1,0.1264,7.44201035943667e+148,8.608319374164563e+147,8.608319374164563e+147,0.11567196171998043,0.11567196171998043,3.421396895154034e+149,4.165597931097701e+149
0,B1,1,0.1292,8.608319374164563e+147,8.608319374164563e+147,8.608319374164563e+147,1.0,1.0,4.0795147373560554e+149,4.165597931097701e+149
0,B1,1,0.132,8.608319374164563e+147,8.608319374164563e+147,8.608319374164563e+147,1.0,1.0,4.0795147373560554e+149,4.165597931097701e+149
0,B1,1,0.1348,2.7784611971612166e+149,8.608319374164563e+147,8.608319374164563e+147,0.030982327134745573,0.030982327134745573,1.3871367339364845e+149,4.165597931097701e+149
0,B1,1,0.1376,1.1742946597790019e+149,8.608319374164563e+147,8.608319374164563e+147,0.07330629755043439,0.07330629755043439,2.9913032713186993e+149,4.165597931097701e+149
0,B1,1,0.1404,9.21637083954163e+147,8.608319374164563e+147,8.608319374164563e+147,0.9340248481790357,0.9340248481790357,4.073434222702285e+149,4.165597931097701e+149
0,B1,1,0.1432,8.608319374164563e+147,8.608319374164563e+147,8.608319374164563e+147,1.0,1.0,4.0795147373560554e+149,4.165597931097701e+149
0,B1,1,0.146,9.21637083954163e+147,8.608319374164563e+147,8.608319374164563e+147,0.9340248481790357,0.9340248481790357,4.073434222702285e+149,4.165597931097701e+149
0,B1,1,0.1488,2.452511674469041e+149,8.608319374164563e+147,8.608319374164563e+147,0.035100013850202075,0.035100013850202075,1.71308625662866e+149,4.165597931097701e+149
0,B1,1,0.1516,7.059349368244415e+148,8.608319374164563e+147,8.608319374164563e+147,0.12194210719883042,0.12194210719883042,3.4596629942732596e+149,4.165597931097701e+149
0,B1,1,0.1544,9.21637083954163e+147,8.608319374164563e+147,8.608319374164563e+147,0.9340248481790357,0.9340248481790357,4.073434222702285e+149,4.165597931097701e+149
0,B1,1,0.1572,7.44201035943667e+148,8.608319374164563e+147,8.608319374164563e+147,0.11567196171998043,0.11567196171998043,3.421396895154034e+149,4.165597931097701e+149
0,B1,1,0.16,1.760410459890925e+149,8.608319374164563e+147,8.608319374164563e+147,0.048899501396384194,0.048899501396384194,2.405187471206776e+149,4.165597931097701e+149
0,B1,1,0.1628,7.44201035943667e+148,8.608319374164563e+147,8.608319374164563e+147,0.11567196171998043,0.11567196171998043,3.421396895154034e+149,4.165597931097701e+149
0,B1,1,0.1656,1.973520114999271e+149,8.608319374164563e+147,8.608319374164563e+147,0.04361911139764462,0.04361911139764462,2.19207781609843e+149,4.165597931097701e+149
0,B1,1,0.1684,1.760410459890925e+149,8.608319374164563e+147,8.608319374164563e+147,0.048899501396384194,0.048899501396384194,2.405187471206776e+149,4.165597931097701e+149
0,B1,1,0.1712,7.059349368244415e+148,8.608319374164563e+147,8.608319374164563e+147,0.12194210719883042,0.12194210719883042,3.4596629942732596e+149,4.165597931097701e+149
0,B1,1,0.174,1.1466392314618998e+149,8.608319374164563e+147,8.608319374164563e+147,0.07507434891434375,0.07507434891434375,3.018958699635801e+149,4.165597931097701e+149
0,B1,1,0.1768,7.44201035943667e+148,8.608319374164563e+147,8.608319374164563e+147,0.11567196171998043,0.11567196171998043,3.421396895154034e+149,4.165597931097701e+149
0,B1,1,0.1796,1.3919556367487867e+149,8.608319374164563e+147,8.608319374164563e+147,0.061843345771214045,0.061843345771214045,2.7736422943489144e+149,4.165597931097701e+149
0,B1,1,0.1824,2.0106594041180853e+149,8.608319374164563e+147,8.608319374164563e+147,0.0428134141293828,0.0428134141293828,2.154938526979616e+149,4.165597931097701e+149
0,B1,1,0.1852,1.0320227416805165e+149,8.608319374164563e+147,8.608319374164563e+147,0.0834121093121167,0.0834121093121167,3.133575189417185e+149,4.165597931097701e+149
0,B1,1,0.188,1.1466392314618998e+149,8.608319374164563e+147,8.608319374164563e+147,0.07507434891434375,0.07507434891434375,3.018958699635801e+149,4.165597931097701e+149
0,B1,1,0.1908,1.1837785205807142e+149,8.608319374164563e+147,8.608319374164563e+147,0.07271900295962176,0.07271900295962176,2.9818194105169867e+149,4.165597931097701e+149
0,B1,1,0.1936,8.608319374164563e+147,8.608319374164563e+147,8.608319374164563e+147,1.0,1.0,4.0795147373560554e+149,4.165597931097701e+149
0,B1,1,0.1964,2.9567080992982784e+149,8.608319374164563e+147,8.608319374164563e+147,0.0291145391599786,0.0291145391599786,1.2088898317994227e+149,4.165597931097701e+149
0,B1,1,0.1992,1.1742946597790019e+149,8.608319374164563e+147,8.608319374164563e+147,0.07330629755043439,0.07330629755043439,2.9913032713186993e+149,4.165597931097701e+149
0,B1,1,0.202,7.059349368244415e+148,8.608319374164563e+147,8.608319374164563e+147,0.12194210719883042,0.12194210719883042,3.4596629942732596e+149,4.165597931097701e+149
0,B1,1,0.2048,7.44201035943667e+148,8.608319374164563e+147,8.608319374164563e+147,0.11567196171998043,0.11567196171998043,3.421396895154034e+149,4.165597931097701e+149
0,B1,1,0.2076,8.608319374164563e+147,8.608319374164563e+147,8.608319374164563e+147,1.0,1.0,4.0795147373560554e+149,4.165597931097701e+149
0,B1,1,0.2104,1.1466392314618998e+149,8.608319374164563e+147,8.608319374164563e+147,0.07507434891434375,0.07507434891434375,3.018958699635801e+149,4.165597931097701e+149
0,B1,1,0.2132,9.21637083954163e+147,8.608319374164563e+147,8.608319374164563e+147,0.9340248481790357,0.9340248481790357,4.073434222702285e+149,4.165597931097701e+149
0,B1,1,0.216,1.0320227416805165e+149,8.608319374164563e+147,8.608319374164563e+147,0.0834121093121167,0.0834121093121167,3.133575189417185e+149,4.165597931097701e+149
0,B1,1,0.2188,2.0106594041180853e+149,8.608319374164563e+147,8.608319374164563e+147,0.0428134141293828,0.0428134141293828,2.154938526979616e+149,4.165597931097701e+149
0,B1,1,0.2216,7.44201035943667e+148,8.608319374164563e+147,8.608319374164563e+147,0.11567196171998043,0.11567196171998043,3.421396895154034e+149,4.165597931097701e+149
0,B1,1,0.2244,1.1837785205807142e+149,8.608319374164563e+147,8.608319374164563e+147,0.07271900295962176,0.07271900295962176,2.9818194105169867e+149,4.165597931097701e+149
0,B1,1,0.2272,1.1466392314618998e+149,8.608319374164563e+147,8.608319374164563e+147,0.07507434891434375,0.07507434891434375,3.018958699635801e+149,4.165597931097701e+149
0,B1,1,0.23,2.1646899687321917e+149,8.608319374164563e+147,8.608319374164563e+147,0.03976698510413597,0.03976698510413597,2.0009079623655094e+149,4.165597931097701e+149
0,B1,1,0.2328,7.44201035943667e+148,8.608319374164563e+147,8.608319374164563e+147,0.11567196171998043,0.11567196171998043,3.421396895154034e+149,4.165597931097701e+149
0,B1,1,0.2356,8.608319374164563e+147,8.608319374164563e+147,8.608319374164563e+147,1.0,1.0,4.0795147373560554e+149,4.165597931097701e+149
0,B1,1,0.2384,9.21637083954163e+147,8.608319374164563e+147,8.608319374164563e+147,0.9340248481790357,0.9340248481790357,4.073434222702285e+149,4.165597931097701e+149
0,B1,1,0.2412,9.21637083954163e+147,8.608319374164563e+147,8.608319374164563e+147,0.9340248481790357,0.9340248481790357,4.073434222702285e+149,4.165597931097701e+149
0,B1,1,0.244,7.059349368244415e+148,8.608319374164563e+147,8.608319374164563e+147,0.12194210719883042,0.12194210719883042,3.4596629942732596e+149,4.165597931097701e+149
0,B1,1,0.2468,1.0320227416805165e+149,8.608319374164563e+147,8.608319374164563e+147,0.0834121093121167,0.0834121093121167,3.133575189417185e+149,4.165597931097701e+149
0,B1,1,0.2496,1.1742946597790019e+149,8.608319374164563e+147,8.608319374164563e+147,0.07330629755043439,0.07330629755043439,2.9913032713186993e+149,4.165597931097701e+149
