BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
1,1,0.04010,3.483407908550154e+145,1.9560397321449217e+148,44,1.0,1.0,3.0866196144014014e+148,0.661974751845129,69.31
