BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
0,1,0.04005,3.387166232854816e+147,1.5405496228490256e+149,44,0.2006334676158926,0.2006334676158926,3.6196058845644685e+149,0.7788228518486949,72.43
