BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
5,1,0.04031,1.2082983905814709e+143,3.686516893002261e+144,40,1.0,1.0,3.875143973184677e+144,0.784285061039937,66.1
