BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
10,1,0.04082,1.3209763710482732e+138,5.629810738818944e+139,46,0.8475910577954207,0.8475910577954207,2.0326825380511884e+140,0.7561780047655708,72.79
