BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
16,1,0.04159,2.2377818152801898e+132,3.5970411178280965e+133,43,0.7679661788818121,0.7679661788818121,5.846503839905919e+133,0.5786061607296795,75.75
