BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
7,1,0.04042,3.093461481808775e+140,3.625792920499877e+142,45,1.0,1.0,6.724014633460363e+142,0.7722593922124291,76.01
