BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
15,1,0.04150,3.3247382603374453e+133,3.476191935465842e+134,43,0.11465574752898597,0.11465574752898597,8.826336651595032e+134,0.6965980184938706,74.16
