BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
17,1,0.04169,6.294698738956114e+130,3.458545116854568e+132,48,0.35358815666662735,0.35358815666662735,1.0484446103065125e+133,0.6723289463951863,73.06
