BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
20,1,0.04198,7.299148658278209e+127,3.143211041585675e+129,48,1.0,1.0,1.3458894229427934e+130,0.8212271168789291,68.06
