number,value,datetime_start,datetime_complete,duration,params_dt,params_mu,params_noise,params_r,params_steps,state
0,0.0003071151392443477,2025-08-19 09:33:45.973063,2025-08-19 09:33:51.232165,0 days 00:00:05.259102,0.03192124873072711,0.6514479867491054,0.04145176551303499,0.5458170450426375,400,COMPLETE
1,2.7823539222117594e-05,2025-08-19 09:33:51.232509,2025-08-19 09:33:54.401203,0 days 00:00:03.168694,0.052679829951561334,0.37293425980649964,0.0035322558878968418,0.4359728086952143,500,COMPLETE
2,1.4387733662776432e-05,2025-08-19 09:33:54.401414,2025-08-19 09:33:58.199216,0 days 00:00:03.797802,0.05533577233568682,0.32182180091722806,0.0006931771885500031,0.584974015968433,600,COMPLETE
3,0.0001002641994159604,2025-08-19 09:33:58.199443,2025-08-19 09:34:04.499777,0 days 00:00:06.300334,0.017163553747267437,0.3962796089326914,0.00012165540694516347,0.4530992576139868,1000,COMPLETE
4,4.171971245122564e-05,2025-08-19 09:34:04.500022,2025-08-19 09:34:09.556818,0 days 00:00:05.056796,0.048833811608537905,0.7073697375208997,0.06110280260549564,0.573020210517914,800,COMPLETE
5,0.0002077665819580124,2025-08-19 09:34:09.557029,2025-08-19 09:34:12.085507,0 days 00:00:02.528478,0.03553470402323287,0.11280596171842826,0.006727919763929444,0.4846256700561021,400,COMPLETE
6,2.1403390214559624e-05,2025-08-19 09:34:12.085717,2025-08-19 09:34:18.382589,0 days 00:00:06.296872,0.055006020078719596,0.4988523953794644,0.0001611785542694782,0.5510780695539972,1000,COMPLETE
7,0.00030083281326446836,2025-08-19 09:34:18.382804,2025-08-19 09:34:24.054901,0 days 00:00:05.672097,0.030052386881734137,0.2739593083951425,0.005751343484891173,0.32227766860238805,900,COMPLETE
8,0.0013407720803383072,2025-08-19 09:34:24.055123,2025-08-19 09:34:28.480403,0 days 00:00:04.425280,0.013605305516771644,0.26714130397070535,0.013076211072752034,0.4736155534446859,700,COMPLETE
9,2.704318314509394e-05,2025-08-19 09:34:28.480636,2025-08-19 09:34:31.625998,0 days 00:00:03.145362,0.0682234351620252,0.4237285392997368,0.0026996728688796533,0.4352980820314078,500,COMPLETE
10,0.0006369485964861593,2025-08-19 09:34:31.626212,2025-08-19 09:34:36.662842,0 days 00:00:05.036630,0.015351110812209676,0.39387534577484984,0.0950689894102903,0.53666364997809,800,COMPLETE
11,0.0009870641880280514,2025-08-19 09:34:36.663085,2025-08-19 09:34:42.349372,0 days 00:00:05.686287,0.02274274208886156,0.27533687983798993,0.27323404409866237,0.4800589944852827,900,COMPLETE
12,0.0004536799782023755,2025-08-19 09:34:42.349601,2025-08-19 09:34:46.768183,0 days 00:00:04.418582,0.022003491396801668,0.10407852956725802,0.0928858887818823,0.26845412419061854,700,COMPLETE
13,0.0010110731739690966,2025-08-19 09:34:46.768430,2025-08-19 09:34:51.157517,0 days 00:00:04.389087,0.014948220702027467,0.11252873960776108,0.005080663984413877,0.5603700775137594,700,COMPLETE
14,0.00016998838916536303,2025-08-19 09:34:51.157726,2025-08-19 09:34:54.958333,0 days 00:00:03.800607,0.013764688894831751,0.13779015452616633,0.00036607893551293414,0.585882790535682,600,COMPLETE
15,0.00044961947499130156,2025-08-19 09:34:54.958560,2025-08-19 09:34:58.741760,0 days 00:00:03.783200,0.023047048144733368,0.14935854634166162,0.02060039008625996,0.546984284823666,600,COMPLETE
16,0.0003702526713255478,2025-08-19 09:34:58.741988,2025-08-19 09:35:03.777234,0 days 00:00:05.035246,0.01264133253113557,0.12100437524513435,0.0015060757497126819,0.4963239566806204,800,COMPLETE
17,0.0004330649009113664,2025-08-19 09:35:03.777431,2025-08-19 09:35:08.188446,0 days 00:00:04.411015,0.012358176428205605,0.5199597010475836,0.006257648613644719,0.39103997782471034,700,COMPLETE
18,0.0002321591841377726,2025-08-19 09:35:08.188678,2025-08-19 09:35:10.712354,0 days 00:00:02.523676,0.01671715447772746,0.3523424599701201,0.00034481087211017073,0.3198869792770715,400,COMPLETE
19,0.00023930567015314325,2025-08-19 09:35:10.712559,2025-08-19 09:35:15.127912,0 days 00:00:04.415353,0.011128403476769813,0.4848147270218006,0.0016898391032816467,0.5887061529860775,700,COMPLETE
20,2.365883193216617e-05,2025-08-19 09:35:15.128166,2025-08-19 09:35:20.834594,0 days 00:00:05.706428,0.04857758183687548,0.19971777826399842,0.0030547347681810296,0.5860176714647776,900,COMPLETE
21,0.0011009487505107196,2025-08-19 09:35:20.834794,2025-08-19 09:35:27.137545,0 days 00:00:06.302751,0.03272202590685091,0.25516748718802057,0.23383539441699328,0.4447277409129893,1000,COMPLETE
22,3.235514088784572e-05,2025-08-19 09:35:27.137785,2025-08-19 09:35:32.808837,0 days 00:00:05.671052,0.041149519333642914,0.3828268789074555,0.17675389460079807,0.3498646639831417,900,COMPLETE
23,9.59825201789417e-05,2025-08-19 09:35:32.809032,2025-08-19 09:35:39.122388,0 days 00:00:06.313356,0.050885996011400814,0.1702320566594288,0.22276739908433796,0.4658577829186659,1000,COMPLETE
24,0.000302076269335931,2025-08-19 09:35:39.122608,2025-08-19 09:35:42.929303,0 days 00:00:03.806695,0.0131814077042458,0.22494450014998035,0.034226669603699196,0.4221606810962132,600,COMPLETE
25,0.00030514879306747116,2025-08-19 09:35:42.929531,2025-08-19 09:35:47.965107,0 days 00:00:05.035576,0.01619761398746973,0.14029725179777672,0.015996048501248753,0.5890998864603766,800,COMPLETE
26,0.00033172412701708835,2025-08-19 09:35:47.965303,2025-08-19 09:35:54.277126,0 days 00:00:06.311823,0.036280369880369256,0.154598389984631,0.0002011441838320325,0.14345246997943367,1000,COMPLETE
27,3.593465732572921e-05,2025-08-19 09:35:54.277347,2025-08-19 09:36:00.590081,0 days 00:00:06.312734,0.05085829609951231,0.7167027711834064,0.0033818330746905618,0.1729678603930567,1000,COMPLETE
28,0.0005310500372127491,2025-08-19 09:36:00.590316,2025-08-19 09:36:06.893743,0 days 00:00:06.303427,0.022779752226913766,0.11931963108551727,0.24099505444453193,0.28955207587219434,1000,COMPLETE
29,3.733602193577796e-05,2025-08-19 09:36:06.893970,2025-08-19 09:36:10.053072,0 days 00:00:03.159102,0.0645017592472199,0.62949132578959,0.1905034969185909,0.05083498347271459,500,COMPLETE
30,2.4291559112715427e-05,2025-08-19 09:36:10.053290,2025-08-19 09:36:12.602031,0 days 00:00:02.548741,0.060233238679365544,0.7714174259547948,0.0014276396487471188,0.30581251850096525,400,COMPLETE
31,0.0005250269940346437,2025-08-19 09:36:12.602270,2025-08-19 09:36:18.917128,0 days 00:00:06.314858,0.033621232860526644,0.2674470421104093,0.08436194131849,0.5134035636064264,1000,COMPLETE
32,4.079502476011857e-05,2025-08-19 09:36:18.917350,2025-08-19 09:36:23.344280,0 days 00:00:04.426930,0.04265225901660927,0.285930880947768,0.13579672968875542,0.5048940123303256,700,COMPLETE
33,0.001012700923753864,2025-08-19 09:36:23.344482,2025-08-19 09:36:29.673189,0 days 00:00:06.328707,0.01904833589772813,0.279950147424333,0.25542373257975143,0.4693948883405014,1000,COMPLETE
34,0.0004928487347139232,2025-08-19 09:36:29.673421,2025-08-19 09:36:35.988041,0 days 00:00:06.314620,0.014764789651742147,0.13353445826044444,0.26738499828302736,0.5542820046823823,1000,COMPLETE
35,0.0012376735320522407,2025-08-19 09:36:35.988256,2025-08-19 09:36:42.275788,0 days 00:00:06.287532,0.017547311776647607,0.33616315048488665,0.16629056426982286,0.4137814173602131,1000,COMPLETE
36,0.001372895664095906,2025-08-19 09:36:42.275991,2025-08-19 09:36:48.599008,0 days 00:00:06.323017,0.010926806195958216,0.4425755496425919,0.20230407690214658,0.27129187918931785,1000,COMPLETE
37,0.000997909347915417,2025-08-19 09:36:48.599238,2025-08-19 09:36:54.916582,0 days 00:00:06.317344,0.015507450093443943,0.36438982822133703,0.03748051740357602,0.21158981551948164,1000,COMPLETE
38,0.001010721914110623,2025-08-19 09:36:54.916811,2025-08-19 09:37:00.592256,0 days 00:00:05.675445,0.010340238582308104,0.6278521726540427,0.09361690790270931,0.26001177603794146,900,COMPLETE
39,0.0006364550730715134,2025-08-19 09:37:00.592486,2025-08-19 09:37:06.865236,0 days 00:00:06.272750,0.025872626231395267,0.4661943979258386,0.17697553351113002,0.35054190048119904,1000,COMPLETE
40,0.000818502274896504,2025-08-19 09:37:06.865439,2025-08-19 09:37:12.531156,0 days 00:00:05.665717,0.021701124899883212,0.4252481314546497,0.29879047426759336,0.26465563306028417,900,COMPLETE
41,0.0009045183883563464,2025-08-19 09:37:12.531391,2025-08-19 09:37:18.824367,0 days 00:00:06.292976,0.011104940058728753,0.41620640734419523,0.18981359021807861,0.17693089671103013,1000,COMPLETE
42,0.0009503051515778802,2025-08-19 09:37:18.824589,2025-08-19 09:37:25.133679,0 days 00:00:06.309090,0.012071313040695445,0.49104295011287197,0.07955808662346851,0.4119443465440431,1000,COMPLETE
43,0.0012224703801743913,2025-08-19 09:37:25.133876,2025-08-19 09:37:31.446755,0 days 00:00:06.312879,0.013927651173341335,0.2556657938617399,0.29816286914878937,0.3413082008159201,1000,COMPLETE
44,1.7112399541257316e-05,2025-08-19 09:37:31.446967,2025-08-19 09:37:36.508290,0 days 00:00:05.061323,0.06536374091264138,0.38548235748046444,0.0001470062208587774,0.33747238608982205,800,COMPLETE
45,0.0015449906602788433,2025-08-19 09:37:36.508512,2025-08-19 09:37:42.185153,0 days 00:00:05.676641,0.022084911518680958,0.2138296658325626,0.035496285867046624,0.3664485811968304,900,COMPLETE
46,0.0009214363460869279,2025-08-19 09:37:42.185390,2025-08-19 09:37:48.500367,0 days 00:00:06.314977,0.012975249231189225,0.1807806675424616,0.061920571064672685,0.4107764389466161,1000,COMPLETE
47,0.0003594902851670832,2025-08-19 09:37:48.500612,2025-08-19 09:37:51.662125,0 days 00:00:03.161513,0.04789987705920553,0.4270941599336141,0.003656623913856466,0.130054174430626,500,COMPLETE
48,0.0013867771566026552,2025-08-19 09:37:51.662319,2025-08-19 09:37:57.943176,0 days 00:00:06.280857,0.017888764287031084,0.320429590979915,0.10918880133542264,0.31611640520651935,1000,COMPLETE
49,0.0008024198919928167,2025-08-19 09:37:57.943405,2025-08-19 09:38:03.001924,0 days 00:00:05.058519,0.011607252182108492,0.26471187794848827,0.00942172457034018,0.43557215944990046,800,COMPLETE
50,0.0005594706709631702,2025-08-19 09:38:03.002161,2025-08-19 09:38:28.398011,0 days 00:00:25.395850,0.02149522838455669,0.2594520515468696,0.06864966216223081,0.32083500833854117,900,COMPLETE
51,0.00011525195117574308,2025-08-19 09:38:28.398243,2025-08-19 09:38:42.525081,0 days 00:00:14.126838,0.03621060389192268,0.6497743591343115,0.00014744123700965943,0.5649854250346658,500,COMPLETE
52,0.0006761332476276525,2025-08-19 09:38:42.525324,2025-08-19 09:39:07.945331,0 days 00:00:25.420007,0.014100406279069761,0.3694417639381344,0.11211065070728429,0.29830668433621643,900,COMPLETE
