outer,batch,Q,gamma,R,best_norm,eta_CIM,eta_CPM,Sigma_CPM,wall_time
80,1,1,0.04150,238,2.0963403949709235e+133,0.7679661788818121,0.7679661788818121,5.846503839905919e+133,65.33
