outer,batch,Q,gamma,R,best_norm,eta_CIM,eta_CPM,Sigma_CPM,wall_time
190,3,2,0.06190,1767,1.194472966447003e+89,2.0954530106507954,0.000161187050120473,2.1782340855412426e+89,393.76
