outer,batch,Q,gamma,R,best_norm,eta_CIM,eta_CPM,Sigma_CPM,wall_time
300,2,2,0.06442,896,1.5226565823644252e+53,1.1504669169477793,0.002949554549197845,1.1524876728281028e+54,319.5
