outer,batch,Q,gamma,R,best_norm,eta_CIM,eta_CPM,Sigma_CPM,wall_time
185,4,2,0.06178,1770,1.827480742674029e+90,5.659592970022932,0.002416119913452299,1.1665275017151987e+92,384.12
