outer,batch,Q,gamma,R,best_norm,eta_CIM,eta_CPM,Sigma_CPM,wall_time
145,3,2,0.06080,1481,6.875436212363264e+102,0.8322840361661112,0.0005052220173380738,0.0,373.92
