number,value,datetime_start,datetime_complete,duration,params_dt,params_mu,params_noise,params_r,params_steps,state
0,0.2791186449974277,2025-08-19 05:04:21.479458,2025-08-19 05:04:29.042138,0 days 00:00:07.562680,0.01925139613750766,0.668454059043228,0.2117264690605549,0.3214894666611465,800,COMPLETE
1,0.1461393605423792,2025-08-19 05:04:29.042517,2025-08-19 05:04:31.810314,0 days 00:00:02.767797,0.022978647503466863,0.264088120898831,0.005034310789618851,0.439380827141411,500,COMPLETE
2,0.2093715977422858,2025-08-19 05:04:31.810531,2025-08-19 05:04:34.146698,0 days 00:00:02.336167,0.06698487694174082,0.7275610625678947,0.0012973040410517672,0.2803230090814637,400,COMPLETE
3,0.15012445426441315,2025-08-19 05:04:34.146904,2025-08-19 05:04:37.986124,0 days 00:00:03.839220,0.017203779536758883,0.3984114109687252,0.0014465937692031885,0.36149994901352656,700,COMPLETE
4,0.3597972253870238,2025-08-19 05:04:37.986327,2025-08-19 05:04:43.571189,0 days 00:00:05.584862,0.03013476681268496,0.36815304745304567,0.0316622822613529,0.10546976938704827,1000,COMPLETE
5,0.16192412228712189,2025-08-19 05:04:43.571387,2025-08-19 05:04:47.549466,0 days 00:00:03.978079,0.05739521926486421,0.2861787392193876,0.00013907626704236795,0.2755156583117258,700,COMPLETE
6,0.14321654236552567,2025-08-19 05:04:47.549664,2025-08-19 05:04:49.800439,0 days 00:00:02.250775,0.06586837626987602,0.6460421179191513,0.02438049474790603,0.3403108008320536,400,COMPLETE
7,0.16562514100319428,2025-08-19 05:04:49.800635,2025-08-19 05:04:53.699070,0 days 00:00:03.898435,0.01339876589564424,0.19454782966012668,0.0010556466594379566,0.5898337965392352,700,COMPLETE
8,0.21336616140704057,2025-08-19 05:04:53.699267,2025-08-19 05:04:57.643722,0 days 00:00:03.944455,0.042366786098887006,0.24032101268583095,0.0865103430866092,0.15480516074884032,700,COMPLETE
9,0.21100969930381575,2025-08-19 05:04:57.643926,2025-08-19 05:05:01.757110,0 days 00:00:04.113184,0.06926177047690134,0.49332288876618896,0.002672009609703772,0.1947974562321685,700,COMPLETE
10,0.4029600787900818,2025-08-19 05:05:01.757307,2025-08-19 05:05:07.544388,0 days 00:00:05.787081,0.03467434153953573,0.4118946655469784,0.06262339437987846,0.051506068922575976,1000,COMPLETE
11,0.2723612063165507,2025-08-19 05:05:07.544596,2025-08-19 05:05:13.285916,0 days 00:00:05.741320,0.031531150021516276,0.4892012875088807,0.05905007072616566,0.07908697690491585,1000,COMPLETE
12,0.2484987059131354,2025-08-19 05:05:13.286121,2025-08-19 05:05:19.099037,0 days 00:00:05.812916,0.015790118957905303,0.22754012659493528,0.0017047966266254743,0.21190869193068484,1000,COMPLETE
13,0.32041526124136605,2025-08-19 05:05:19.099255,2025-08-19 05:05:24.675152,0 days 00:00:05.575897,0.03219664028126284,0.20284120259155547,0.032827937906455294,0.11771610656101951,1000,COMPLETE
14,0.2422794314390497,2025-08-19 05:05:24.675376,2025-08-19 05:05:29.536762,0 days 00:00:04.861386,0.04851317034427527,0.33402441904989133,0.00475725553068777,0.2709271623823234,900,COMPLETE
15,0.2706474012391936,2025-08-19 05:05:29.536977,2025-08-19 05:05:34.410894,0 days 00:00:04.873917,0.06271225027950117,0.7936499744442238,0.030862816801633882,0.11504481277458659,900,COMPLETE
16,0.2880618490044721,2025-08-19 05:05:34.411092,2025-08-19 05:05:39.815919,0 days 00:00:05.404827,0.05892464520113346,0.3978465216640235,0.01525567119256643,0.07863453387128336,1000,COMPLETE
17,0.27635345795984984,2025-08-19 05:05:39.816113,2025-08-19 05:05:45.226198,0 days 00:00:05.410085,0.016232014424731205,0.3822974705049646,0.2611726061451172,0.3034915186038045,1000,COMPLETE
18,0.2379805452070749,2025-08-19 05:05:45.226400,2025-08-19 05:05:49.561268,0 days 00:00:04.334868,0.026327544413411202,0.6684412143453513,0.00171754997179459,0.240361801973613,800,COMPLETE
19,0.2651820310206138,2025-08-19 05:05:49.561484,2025-08-19 05:05:54.435016,0 days 00:00:04.873532,0.03865457840981402,0.6630614223791261,0.013132415770997158,0.5964244299987727,900,COMPLETE
20,0.18832215151056503,2025-08-19 05:05:54.435231,2025-08-19 05:05:57.962909,0 days 00:00:03.527678,0.015293178641612323,0.266397884279544,0.00977103544247357,0.07601511725548907,600,COMPLETE
21,0.3063288949265526,2025-08-19 05:05:57.963106,2025-08-19 05:06:03.572473,0 days 00:00:05.609367,0.031709179634773606,0.15602979964374403,0.05461774890369786,0.22919585650266472,1000,COMPLETE
22,0.2764322926783743,2025-08-19 05:06:03.572673,2025-08-19 05:06:09.505704,0 days 00:00:05.933031,0.03352520476029681,0.08512581910234346,0.017001665763840785,0.08276987491771978,1000,COMPLETE
23,0.2294649499517844,2025-08-19 05:06:09.505907,2025-08-19 05:06:15.236068,0 days 00:00:05.730161,0.023231740996938047,0.48536869423258266,0.007874103830639691,0.18486769100927575,1000,COMPLETE
24,0.23975737028205013,2025-08-19 05:06:15.236267,2025-08-19 05:06:20.308097,0 days 00:00:05.071830,0.035999565032388894,0.3985045842346458,0.0009638995535537884,0.05803356096513951,900,COMPLETE
25,0.23111529949928947,2025-08-19 05:06:20.308294,2025-08-19 05:06:25.519925,0 days 00:00:05.211631,0.022793664922459964,0.2761299400890739,0.05306834144508158,0.08688675657933168,900,COMPLETE
26,0.3198355644851358,2025-08-19 05:06:25.520141,2025-08-19 05:06:30.960172,0 days 00:00:05.440031,0.04883056925106453,0.3151798335148796,0.12477934747403824,0.06669792485495073,1000,COMPLETE
