X,cac_dt,mu,r,noise,mean_norm,eff,p_opt
10,0.01,0.1,0.05,0.0,3.911013382418e+149,124.03265415823492,0.0
10,0.01,0.1,0.05,0.05,1.442065847837956e+148,4.57332248931616,0.15
10,0.01,0.1,0.05,0.1,1.4402315464444172e+148,4.56750524329523,0.19
10,0.01,0.1,0.05,0.15,1.3218661054922307e+148,4.192124789014278,0.21
10,0.01,0.1,0.2,0.0,5.351427279779233e+149,169.7134896110824,0.0
10,0.01,0.1,0.2,0.05,1.522911612546189e+148,4.829714216823232,0.16
10,0.01,0.1,0.2,0.1,1.6353305947381147e+148,5.186236257931954,0.12
10,0.01,0.1,0.2,0.15,1.4950365406034586e+148,4.741312086228348,0.15
10,0.01,0.1,0.4,0.0,5.163860815927662e+149,163.7650654898124,0.0
10,0.01,0.1,0.4,0.05,1.465089825268243e+148,4.6463400106265125,0.21
10,0.01,0.1,0.4,0.1,1.5046627743190233e+148,4.771840422507033,0.15
10,0.01,0.1,0.4,0.15,1.5881630386774842e+148,5.036650547111901,0.14
10,0.01,0.1,0.6,0.0,4.8075982812994735e+149,152.46666698631387,0.0
10,0.01,0.1,0.6,0.05,1.7031909297963232e+148,5.40144640032561,0.15
10,0.01,0.1,0.6,0.1,2.1418403168459562e+148,6.792565335516049,0.16
10,0.01,0.1,0.6,0.15,1.6977384429230843e+148,5.384154554133239,0.18
10,0.01,0.3,0.05,0.0,5.230660479105206e+149,165.88352909774426,0.01
10,0.01,0.3,0.05,0.05,1.4392054588902876e+148,4.5642511413453475,0.18
10,0.01,0.3,0.05,0.1,1.3154622512634228e+148,4.171815806170797,0.23
10,0.01,0.3,0.05,0.15,1.3367362574659334e+148,4.239283523508158,0.17
10,0.01,0.3,0.2,0.0,4.874959588503672e+149,154.60294239709742,0.0
10,0.01,0.3,0.2,0.05,1.5531927731462593e+148,4.925746941668997,0.18
10,0.01,0.3,0.2,0.1,1.449632031863929e+148,4.5973176484943385,0.16
10,0.01,0.3,0.2,0.15,1.4620834889908675e+148,4.636805809862808,0.17
10,0.01,0.3,0.4,0.0,5.516097712862686e+149,174.93579617964218,0.0
10,0.01,0.3,0.4,0.05,1.7052114223438304e+148,5.407854127143954,0.08
10,0.01,0.3,0.4,0.1,1.4939589448748122e+148,4.737894632866146,0.21
10,0.01,0.3,0.4,0.15,1.493710744434819e+148,4.737107497760089,0.22
10,0.01,0.3,0.6,0.0,4.941406676473134e+149,156.7102245452456,0.01
10,0.01,0.3,0.6,0.05,1.95842398760244e+148,6.210884530374724,0.08
10,0.01,0.3,0.6,0.1,1.7335462533718035e+148,5.49771432331009,0.15
10,0.01,0.3,0.6,0.15,1.8001181303737637e+148,5.708838290156343,0.14
10,0.01,0.5,0.05,0.0,5.508497689161377e+149,174.69477140698953,0.0
10,0.01,0.5,0.05,0.05,1.285523428611985e+148,4.076868761179234,0.2
10,0.01,0.5,0.05,0.1,1.1850787609701127e+148,3.7583216864064863,0.26
10,0.01,0.5,0.05,0.15,1.4501509362347433e+148,4.598963285572845,0.2
10,0.01,0.5,0.2,0.0,5.6032951545170495e+149,177.70114854913777,0.0
10,0.01,0.5,0.2,0.05,1.5031646101391865e+148,4.767089191523644,0.18
