BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
48,1,0.04477,1.570183033239403e+95,1.859875966553006e+97,50,1.0,1.0,6.196752402303589e+97,0.5566577824953856,21.56
