BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
56,1,0.04560,2.2650209339336814e+87,5.8816152500881e+88,50,1.0,1.0,1.5447673446312914e+89,0.5965702669538832,29.78
