BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
41,1,0.04405,4.671311671192735e+103,5.271835943130132e+104,50,1.0,1.0,1.7422534564989264e+105,0.6930222158063379,26.57
