BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
19,1,0.04188,5.753613740709605e+127,4.0782449894669385e+128,50,1.0,1.0,1.5606320447513952e+129,0.6569834731006959,20.27
