pivot_dt,pivot_mu,pivot_r,pivot_sig,best_dt,best_mu,best_r,best_sig,inv_eff,mean_norm
0.0590909090909091,0.1,0.05,0.05,0.0590909090909091,0.1,0.05,0.05,1.0,4.225869259423844e+147
0.0590909090909091,0.1,0.05,0.1,0.0590909090909091,0.1,0.05,0.1,1.0,4.225869259423844e+147
0.0590909090909091,0.1,0.05,0.15,0.0590909090909091,0.1,0.05,0.15,1.0,4.225869259423844e+147
0.0590909090909091,0.1,0.2,0.0,0.03727272727272728,0.1,0.2,0.0,0.0372703297692839,1.1338427337733316e+149
0.0590909090909091,0.1,0.2,0.05,0.04272727272727273,0.1,0.2,0.05,1.0,4.225869259423844e+147
0.0590909090909091,0.1,0.2,0.1,0.0590909090909091,0.1,0.2,0.1,1.0,4.225869259423844e+147
0.0590909090909091,0.1,0.2,0.15,0.0590909090909091,0.1,0.2,0.15,1.0,4.225869259423844e+147
0.0590909090909091,0.1,0.4,0.0,0.04818181818181819,0.1,0.4,0.0,0.03741019165862895,1.1296037448792686e+149
0.0590909090909091,0.1,0.4,0.05,0.0590909090909091,0.1,0.4,0.05,0.9996763866909906,4.227237249658174e+147
0.0590909090909091,0.1,0.4,0.1,0.04272727272727273,0.1,0.4,0.1,0.9993529827653694,4.228605239892504e+147
0.0590909090909091,0.1,0.4,0.15,0.0590909090909091,0.1,0.4,0.15,0.9983840252586861,4.232709210595493e+147
0.0590909090909091,0.1,0.6,0.0,0.03727272727272728,0.1,0.6,0.0,0.045639669573630595,9.259202134682939e+148
0.0590909090909091,0.1,0.6,0.05,0.04272727272727273,0.1,0.6,0.05,0.905874585397107,4.66496061104458e+147
0.0590909090909091,0.1,0.6,0.1,0.0590909090909091,0.1,0.6,0.05,0.07742737988517014,5.45784871668276e+148
0.0590909090909091,0.1,0.6,0.15,0.0590909090909091,0.1,0.6,0.15,0.9987068022519696,4.231341220361163e+147
0.0590909090909091,0.3,0.05,0.0,0.04818181818181819,0.3,0.05,0.0,0.03816519520102247,1.1072573419749287e+149
0.0590909090909091,0.3,0.05,0.05,0.0590909090909091,0.3,0.05,0.05,1.0,4.225869259423844e+147
0.0590909090909091,0.3,0.05,0.1,0.0590909090909091,0.3,0.05,0.1,1.0,4.225869259423844e+147
0.0590909090909091,0.3,0.05,0.15,0.0590909090909091,0.3,0.05,0.15,1.0,4.225869259423844e+147
0.0590909090909091,0.3,0.2,0.0,0.04272727272727273,0.3,0.2,0.05,0.9996763866909906,4.227237249658174e+147
0.0590909090909091,0.3,0.2,0.05,0.0590909090909091,0.3,0.2,0.05,0.9996763866909906,4.227237249658174e+147
0.0590909090909091,0.3,0.2,0.1,0.0590909090909091,0.3,0.2,0.1,0.06913698683736744,6.112313325665257e+148
0.0590909090909091,0.3,0.2,0.15,0.0590909090909091,0.3,0.2,0.15,1.0,4.225869259423844e+147
0.0590909090909091,0.3,0.4,0.0,0.05363636363636364,0.3,0.4,0.0,0.045097200554994686,9.370580008110532e+148
0.0590909090909091,0.3,0.4,0.05,0.0590909090909091,0.3,0.4,0.05,1.0,4.225869259423844e+147
0.0590909090909091,0.3,0.4,0.1,0.0590909090909091,0.3,0.4,0.1,1.0,4.225869259423844e+147
0.0590909090909091,0.3,0.4,0.15,0.0590909090909091,0.3,0.4,0.15,1.0,4.225869259423844e+147
0.0590909090909091,0.3,0.6,0.0,0.0590909090909091,0.3,0.6,0.0,0.03923903520178983,1.0769554444170143e+149
0.0590909090909091,0.3,0.6,0.05,0.0590909090909091,0.3,0.6,0.05,0.9996763866909906,4.227237249658174e+147
0.0590909090909091,0.3,0.6,0.1,0.0590909090909091,0.3,0.6,0.1,0.9983840252586861,4.232709210595493e+147
0.0590909090909091,0.3,0.6,0.15,0.0590909090909091,0.3,0.6,0.15,0.9990297880199903,4.2299732301268334e+147
0.0590909090909091,0.5,0.05,0.0,0.0590909090909091,0.5,0.05,0.05,1.0,4.225869259423844e+147
0.0590909090909091,0.5,0.05,0.05,0.0590909090909091,0.5,0.05,0.05,1.0,4.225869259423844e+147
0.0590909090909091,0.5,0.05,0.1,0.0590909090909091,0.5,0.05,0.1,1.0,4.225869259423844e+147
0.0590909090909091,0.5,0.05,0.15,0.0590909090909091,0.5,0.05,0.15,1.0,4.225869259423844e+147
0.0590909090909091,0.5,0.2,0.0,0.0590909090909091,0.5,0.2,0.05,1.0,4.225869259423844e+147
0.0590909090909091,0.5,0.2,0.05,0.0590909090909091,0.5,0.2,0.05,0.040989384384174286,1.0309667546642693e+149
0.0590909090909091,0.5,0.2,0.1,0.0590909090909091,0.5,0.2,0.1,0.03780248341791468,1.117881386972898e+149
0.0590909090909091,0.5,0.2,0.15,0.0590909090909091,0.5,0.2,0.15,1.0,4.225869259423844e+147
0.0590909090909091,0.5,0.4,0.0,0.04272727272727273,0.5,0.4,0.05,0.45318082021932204,9.324907566429414e+147
0.0590909090909091,0.5,0.4,0.05,0.0590909090909091,0.5,0.4,0.05,1.0,4.225869259423844e+147
0.0590909090909091,0.5,0.4,0.1,0.0590909090909091,0.5,0.4,0.1,0.03856201691132106,1.0958631311069237e+149
0.0590909090909091,0.5,0.4,0.15,0.0590909090909091,0.5,0.4,0.15,1.0,4.225869259423844e+147
0.0590909090909091,0.5,0.6,0.0,0.0590909090909091,0.5,0.6,0.0,0.04484943470542136,9.422346763521246e+148
0.0590909090909091,0.5,0.6,0.05,0.0590909090909091,0.5,0.6,0.05,0.9993529827653694,4.228605239892504e+147
0.0590909090909091,0.5,0.6,0.1,0.0590909090909091,0.7,0.6,0.1,0.039657375819438095,1.0655947782991054e+149
0.0590909090909091,0.5,0.6,0.15,0.0590909090909091,0.3,0.6,0.15,1.0,4.225869259423844e+147
0.0590909090909091,0.7,0.05,0.0,0.01,0.7,0.05,0.0,0.04081302313456126,1.0354217685592852e+149
0.0590909090909091,0.7,0.05,0.05,0.0590909090909091,0.7,0.05,0.05,1.0,4.225869259423844e+147
0.0590909090909091,0.7,0.05,0.1,0.0590909090909091,0.7,0.05,0.1,0.039737840061691856,1.063437079837078e+149
0.0590909090909091,0.7,0.05,0.15,0.0590909090909091,0.7,0.05,0.15,1.0,4.225869259423844e+147
0.0590909090909091,0.7,0.2,0.0,0.03181818181818182,0.7,0.2,0.0,0.12683230313700053,3.3318556510474974e+148
0.0590909090909091,0.7,0.2,0.05,0.0590909090909091,0.7,0.2,0.05,1.0,4.225869259423844e+147
0.0590909090909091,0.7,0.2,0.1,0.0590909090909091,0.7,0.2,0.1,1.0,4.225869259423844e+147
0.0590909090909091,0.7,0.2,0.15,0.0590909090909091,0.7,0.2,0.15,0.3758412252652487,1.1243761927503963e+148
0.0590909090909091,0.7,0.4,0.0,0.05363636363636364,0.7,0.4,0.0,0.047429676770080295,8.909757660608004e+148
0.0590909090909091,0.7,0.4,0.05,0.0590909090909091,0.7,0.4,0.05,1.0,4.225869259423844e+147
0.0590909090909091,0.7,0.4,0.1,0.0590909090909091,0.7,0.4,0.1,1.0,4.225869259423844e+147
0.0590909090909091,0.7,0.4,0.15,0.04818181818181819,0.7,0.4,0.15,0.038831542547357566,1.0882568608419623e+149
0.0590909090909091,0.7,0.6,0.0,0.04272727272727273,0.7,0.6,0.0,0.03866741383186022,1.0928761043599758e+149
0.0590909090909091,0.7,0.6,0.05,0.0590909090909091,0.7,0.6,0.05,0.9987068022519696,4.231341220361163e+147
0.0590909090909091,0.7,0.6,0.1,0.0590909090909091,0.7,0.6,0.1,0.03770287194393084,1.1208348440161988e+149
0.0590909090909091,0.7,0.6,0.15,0.0590909090909091,0.7,0.6,0.15,0.9993529827653694,4.228605239892504e+147
0.06454545454545454,0.1,0.05,0.0,0.03181818181818182,0.1,0.05,0.0,0.03596050055818326,1.1751419456985826e+149
0.06454545454545454,0.1,0.05,0.05,0.06454545454545454,0.1,0.05,0.05,0.038896009940575925,1.0864531518477065e+149
0.06454545454545454,0.1,0.05,0.1,0.06454545454545454,0.1,0.05,0.1,1.0,4.225869259423844e+147
0.06454545454545454,0.1,0.05,0.15,0.06454545454545454,0.1,0.05,0.15,0.06568670571574141,6.433370669723114e+148
0.06454545454545454,0.1,0.2,0.0,0.05363636363636364,0.1,0.2,0.0,0.040976291197225165,1.0312961802921812e+149
0.06454545454545454,0.1,0.2,0.05,0.06454545454545454,0.1,0.2,0.05,0.03907020613482839,1.081609153747662e+149
0.06454545454545454,0.1,0.2,0.1,0.06454545454545454,0.1,0.2,0.1,0.06315390266851405,6.691382607983607e+148
0.06454545454545454,0.1,0.2,0.15,0.04818181818181819,0.1,0.2,0.15,0.0379795431142487,1.1126698514281059e+149
0.06454545454545454,0.1,0.4,0.0,0.026363636363636367,0.1,0.2,0.0,0.03950813203294207,1.0696201116014025e+149
0.06454545454545454,0.1,0.4,0.05,0.06454545454545454,0.1,0.4,0.05,1.0,4.225869259423844e+147
0.06454545454545454,0.1,0.4,0.1,0.06454545454545454,0.1,0.4,0.1,0.04184866420494368,1.0097978847613092e+149
0.06454545454545454,0.1,0.4,0.15,0.06454545454545454,0.1,0.4,0.15,0.04035989371691299,1.047046676848154e+149
0.06454545454545454,0.1,0.6,0.0,0.06454545454545454,0.3,0.6,0.0,0.03673797840645422,1.1502726722386643e+149
0.06454545454545454,0.1,0.6,0.05,0.06454545454545454,0.1,0.6,0.05,1.0,4.225869259423844e+147
0.06454545454545454,0.1,0.6,0.1,0.06454545454545454,0.1,0.6,0.1,0.9993529827653694,4.228605239892504e+147
0.06454545454545454,0.1,0.6,0.15,0.04818181818181819,0.1,0.6,0.15,0.9980614568377804,4.234077200829823e+147
0.06454545454545454,0.3,0.05,0.0,0.05363636363636364,0.3,0.05,0.0,0.03891851930857012,1.085824778152153e+149
0.06454545454545454,0.3,0.05,0.05,0.06454545454545454,0.3,0.05,0.05,1.0,4.225869259423844e+147
0.06454545454545454,0.3,0.05,0.1,0.06454545454545454,0.3,0.05,0.1,0.039537506459833914,1.0688254363529216e+149
0.06454545454545454,0.3,0.05,0.15,0.06454545454545454,0.3,0.05,0.15,1.0,4.225869259423844e+147
0.06454545454545454,0.3,0.2,0.0,0.05363636363636364,0.3,0.2,0.0,0.041474635288228985,1.0189045015238984e+149
0.06454545454545454,0.3,0.2,0.05,0.04818181818181819,0.3,0.2,0.05,1.0,4.225869259423844e+147
0.06454545454545454,0.3,0.2,0.1,0.06454545454545454,0.3,0.2,0.1,0.05442310241934955,7.764844471493014e+148
0.06454545454545454,0.3,0.2,0.15,0.06454545454545454,0.3,0.2,0.15,1.0,4.225869259423844e+147
0.06454545454545454,0.3,0.4,0.0,0.06454545454545454,0.3,0.4,0.05,0.03980536093098332,1.0616331972848792e+149
0.06454545454545454,0.3,0.4,0.05,0.06454545454545454,0.3,0.4,0.05,0.03727665567028259,1.133650319063563e+149
0.06454545454545454,0.3,0.4,0.1,0.06454545454545454,0.3,0.4,0.1,1.0,4.225869259423844e+147
0.06454545454545454,0.3,0.4,0.15,0.06454545454545454,0.3,0.4,0.15,1.0,4.225869259423844e+147
0.06454545454545454,0.3,0.6,0.0,0.06454545454545454,0.3,0.6,0.0,0.04031633126537585,1.048178027809061e+149
0.06454545454545454,0.3,0.6,0.05,0.06454545454545454,0.3,0.6,0.05,0.9987068022519696,4.231341220361163e+147
0.06454545454545454,0.3,0.6,0.1,0.06454545454545454,0.3,0.6,0.1,0.041819595190937,1.0104998004236205e+149
0.06454545454545454,0.3,0.6,0.15,0.06454545454545454,0.3,0.6,0.15,0.9996763866909906,4.227237249658174e+147
0.06454545454545454,0.5,0.05,0.0,0.03727272727272728,0.5,0.05,0.0,0.03973579103826504,1.063491917237633e+149
0.06454545454545454,0.5,0.05,0.05,0.06454545454545454,0.5,0.05,0.05,0.03943592442112336,1.0715785978026446e+149
0.06454545454545454,0.5,0.05,0.1,0.06454545454545454,0.5,0.05,0.1,0.07179314739159447,5.886173559676823e+148
0.06454545454545454,0.5,0.05,0.15,0.06454545454545454,0.5,0.05,0.15,1.0,4.225869259423844e+147
0.06454545454545454,0.5,0.2,0.0,0.06454545454545454,0.5,0.2,0.05,1.0,4.225869259423844e+147
0.06454545454545454,0.5,0.2,0.05,0.06454545454545454,0.5,0.2,0.05,1.0,4.225869259423844e+147
0.06454545454545454,0.5,0.2,0.1,0.06454545454545454,0.5,0.2,0.1,0.39935513757231245,1.0581732552917648e+148
0.06454545454545454,0.5,0.2,0.15,0.06454545454545454,0.5,0.2,0.15,1.0,4.225869259423844e+147
0.06454545454545454,0.5,0.4,0.0,0.04818181818181819,0.7,0.6,0.0,0.03929273323881557,1.0754836609964544e+149
0.06454545454545454,0.5,0.4,0.05,0.06454545454545454,0.5,0.4,0.05,1.0,4.225869259423844e+147
0.06454545454545454,0.5,0.4,0.1,0.06454545454545454,0.5,0.4,0.1,0.03869900395164575,1.0919839861263743e+149
0.06454545454545454,0.5,0.4,0.15,0.06454545454545454,0.5,0.4,0.15,1.0,4.225869259423844e+147
0.06454545454545454,0.5,0.6,0.0,0.03181818181818182,0.5,0.6,0.0,0.03941344980465551,1.0721896409394452e+149
0.06454545454545454,0.5,0.6,0.05,0.06454545454545454,0.5,0.6,0.05,0.9993529827653694,4.228605239892504e+147
0.06454545454545454,0.5,0.6,0.1,0.06454545454545454,0.3,0.6,0.1,1.0,4.225869259423844e+147
0.06454545454545454,0.5,0.6,0.15,0.06454545454545454,0.5,0.6,0.15,1.0,4.225869259423844e+147
0.06454545454545454,0.7,0.05,0.0,0.03181818181818182,0.7,0.05,0.0,0.039315825730574704,1.0748519663259968e+149
0.06454545454545454,0.7,0.05,0.05,0.06454545454545454,0.7,0.05,0.05,1.0,4.225869259423844e+147
0.06454545454545454,0.7,0.05,0.1,0.06454545454545454,0.7,0.05,0.1,0.040771567859743715,1.0364745535322681e+149
0.06454545454545454,0.7,0.05,0.15,0.06454545454545454,0.7,0.05,0.15,1.0,4.225869259423844e+147
0.06454545454545454,0.7,0.2,0.0,0.020909090909090912,0.7,0.2,0.0,0.7002113729740034,6.035133707519397e+147
0.06454545454545454,0.7,0.2,0.05,0.06454545454545454,0.7,0.2,0.05,1.0,4.225869259423844e+147
0.06454545454545454,0.7,0.2,0.1,0.06454545454545454,0.7,0.2,0.1,1.0,4.225869259423844e+147
0.06454545454545454,0.7,0.2,0.15,0.06454545454545454,0.7,0.2,0.15,1.0,4.225869259423844e+147
0.06454545454545454,0.7,0.4,0.0,0.06454545454545454,0.7,0.4,0.0,0.086654180718136,4.876705571967175e+148
