Q,gamma,outer_iter,n_trials_alloc,best_trial_idx,best_params_json,best_norm,best_vec_json,vectors_replaced,init_shortest_norm,opt_shortest_norm,efficiency,abs_efficiency,elapsed_s
2,0.08,10,300,8,"{""dt"":0.07677393588657909,""pump"":0.7514684134456203,""beta"":0.20651538419308918,""noise"":0.008102967020133474}",6.126632135539081e+146,"[-824504643559079675557926811765080662189010222391319615134816524190570190768978661287864360456124847400950116491296472360544129516091373667030930851778,0,0,-5,0,0,0,0,0,-3,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,0,0,0,-2,0,0,0,0,0,0,0]",0,7.416705327449288e+147,7.374823590290578e+146,0.8307496525890029,5.5487621605795944e+147,87.92311978340149
2,0.08,11,300,217,"{""dt"":0.08687446207027048,""pump"":0.7844472167477687,""beta"":0.37609491306157483,""noise"":0.005920084177624228}",7.374823590290578e+146,"[523636492210842955556236772630068672846891765528857297509476336071146241397068340266814785956711086762016443836956650984428924685055798246365560609547,0,0,-2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,1,1,0,0,0,0,0,0]",0,7.416705327449288e+147,7.374823590290578e+146,1.0,6.67922296842023e+147,95.90817403793335
2,0.08,12,300,262,"{""dt"":0.022231120744933712,""pump"":0.7552500527729438,""beta"":0.3287311455775122,""noise"":0.016865219081415077}",4.991672024929442e+146,"[-581095264790411002608120280587837489109367591275192015035602388585971934192736289915085239611502091145311061138679572422374227121466140967095720646382,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,-1,-3,0,0,0,0,0,0]",0,7.416705327449288e+147,7.374823590290578e+146,0.6768530750350821,4.520852605020181e+147,103.82960796356201
2,0.08,13,300,52,"{""dt"":0.08044166235185407,""pump"":0.7771232048475735,""beta"":0.2366735522820159,""noise"":0.0014797181864977028}",4.090653165090029e+147,"[325871410532047948645801344803144196471880830045312210184623168982500125436313269714561948202528915178584810419028519464047530632540832446850578819389,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,2,-1,0,0,0,0,0,0]",0,7.416705327449288e+147,7.374823590290578e+146,5.546781038227995,3.7048187311330234e+148,111.77388596534729
2,0.08,14,300,55,"{""dt"":0.08374478645846908,""pump"":0.7536510023485044,""beta"":0.33591178331293237,""noise"":0.009947602835849513}",7.374823590290578e+146,"[-143890513784088216139694031500495210965484639199664313488573547378432938164427673458789240268043937301942816452509237751451297601597092444173533152415,0,0,-2,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,-1,1,0,0,0,0,0,0]",1,7.416705327449288e+147,7.374823590290578e+146,1.0,6.67922296842023e+147,119.74355411529541
2,0.08,15,300,22,"{""dt"":0.029095318549657988,""pump"":0.798402647827044,""beta"":0.30001085391849036,""noise"":0.0020162243350107067}",5.066460796053843e+147,"[474380922595278802963487784363570702010820093700151161679061202970490551742788865539339807341822995655988203974060450537662916379094282653721833782067,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,0,0,0,2,-2,0,0,0,0,0,0]",0,7.416705327449288e+147,2.3955757128400322e+147,2.1149240948211947,1.0619308005157375e+148,127.71741318702698
2,0.08,16,300,69,"{""dt"":0.029445422878782754,""pump"":0.7343317281520678,""beta"":0.18670061767397983,""noise"":0.017745846140195903}",1.0897730334600198e+146,"[-94809914515515894007887441168491818289764641846018201839208772301625048024506345524762937633252722453161948946699358872814761485299591042059709179159,0,0,2,0,0,0,0,0,-2,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-2,-2,0,0,0,0,0,0]",1,7.416705327449288e+147,2.3955757128400322e+147,0.04549107037690154,2.2841656066973416e+146,135.6890528202057
2,0.08,17,300,154,"{""dt"":0.04743667217388895,""pump"":0.7548530565653823,""beta"":0.2116668090856974,""noise"":0.005693552460956228}",2.8786981524020165e+146,"[-1397170677089984095654767476005805293017411652180841623887682051724117667189078450932536312000221036422743780598785952997785129185980975398903687804,0,0,-4,0,0,0,0,0,2,0,0,0,0,0,0,-4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,0,0,0,0,5,0,0,0,0,0,0]",1,7.416705327449288e+147,4.376292207289776e+147,0.0657793862029333,1.99996508847438e+146,143.67313313484192
2,0.08,18,300,121,"{""dt"":0.05125108741265792,""pump"":0.7444131907153172,""beta"":0.11717161182366068,""noise"":1.4617590490983339e-05}",3.7440857238331155e+146,"[-365211535299288302475860555830417803225268775503075408430728351177771643363599669368383328462822906801552660178059340590875061123422216612768156991894,0,0,-5,0,0,0,0,0,-3,0,0,0,0,0,0,-5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,2,0,0,0,-5,5,0,0,0,0,0,0]",0,1.3971706770899841e+147,8.139866874528728e+146,0.459968913686919,2.6824650619298555e+146,151.66113686561584
2,0.08,19,300,221,"{""dt"":0.09395849587116525,""pump"":0.7894830060229495,""beta"":0.1394401094867062,""noise"":0.018569232018827344}",2.3737885558195097e+146,"[-432321786029601118795598420092720091720567002781880490963784817956410662414433892737846527606740436505466255819717643452150896168744366794003761899655,0,0,14,0,0,0,0,0,-3,0,0,0,0,0,0,14,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-4,0,0,0,-3,-17,0,0,0,0,0,0]",0,1.3971706770899841e+147,8.139866874528728e+146,0.2916249850777743,1.7007102227551947e+146,159.67563700675964
2,0.08,20,300,161,"{""dt"":0.02040127569148104,""pump"":0.8040789094745371,""beta"":0.30066493159698776,""noise"":0.015339428042228898}",1.1776364832548702e+147,"[81778335427370990028170990755327597077687490864036009175117226367181266944391455030234855529441892996277687689490966625833292038856445134823279854433,0,0,-2,0,0,0,0,0,8,0,0,0,0,0,0,-5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,1,3,0,0,0,0,0,0]",1,1.3971706770899841e+147,8.139866874528728e+146,1.446751527276116,8.437223276904694e+146,167.70932507514954
2,0.08,21,300,208,"{""dt"":0.06104978667359372,""pump"":0.8105463115782683,""beta"":0.3803930634547843,""noise"":0.019294361889758308}",8.056573040440771e+146,"[-81311231633425450769947562818488264971997314883064951636552065608907796502416692925423699789897358372585809013067346790281436169435214297563642111987,0,0,12,0,0,0,0,0,-13,0,0,0,0,0,0,18,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-3,0,0,0,1,-15,0,0,0,0,0,0]",1,1.3971706770899841e+147,8.056573040440771e+146,1.0,5.91513373045907e+146,175.72664189338684
2,0.08,22,300,76,"{""dt"":0.029981593058304834,""pump"":0.8274359933108424,""beta"":0.1704706974097273,""noise"":0.012026253947958476}",9.04056045579396e+146,"[108479904902759651391021724980941760997798869542239798316253800178883957818707965360213348579107260731452186411939911217298415225229930949996826805250,0,0,-13,0,0,0,0,0,16,0,0,0,0,0,0,-22,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,3,0,0,0,-1,17,0,0,0,0,0,0]",0,1.3971706770899841e+147,5.290704687640548e+146,1.7087630078679943,1.4833775231098474e+147,183.70511484146118
2,0.08,23,300,228,"{""dt"":0.07298736885047892,""pump"":0.7355206504545451,""beta"":0.2738611204284067,""noise"":0.01901607517934786}",2.5584207922190343e+147,"[458586875971445907646085182594860152356312387463687547724459365311678584542978230103724784558150032179557677543515865152004732864228519142354774624581,0,0,-33,0,0,0,0,0,35,0,0,0,0,0,0,-46,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54,8,0,0,0,0,42,0,0,0,0,0,0]",0,1.3971706770899841e+147,5.290704687640548e+146,4.835690032361251,4.197863524492422e+147,191.73267102241516
2,0.08,24,300,180,"{""dt"":0.058448736870636654,""pump"":0.7826647025363641,""beta"":0.29291784696416573,""noise"":0.009260519313754871}",9.560777207094935e+146,"[-43073385974757395673577319936955963393071417838864479394079483892909405572377101506872884023424048421468917335574511290350713225949302004216916666542,0,0,-11,0,0,0,0,0,8,0,0,0,0,0,0,-16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,3,0,0,0,-1,13,0,0,0,0,0,0]",1,1.3971706770899841e+147,5.290704687640548e+146,1.8070895601921557,1.5687348236664223e+147,199.66772985458374
2,0.08,25,300,265,"{""dt"":0.06229791401890009,""pump"":0.7533012474654731,""beta"":0.10646429911048035,""noise"":0.01858849587027693}",2.0729635893001616e+147,"[-37151723331354030522939606567222927414089911359889909860249348210728348286823658879234562720095289991616223706433501012120015940687021457141649987656,0,0,-9,0,0,0,0,0,14,0,0,0,0,0,0,-16,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,2,0,0,0,-2,13,0,0,0,0,0,0]",1,1.3971706770899841e+147,1.896716169719222e+148,0.10929224005123708,-1.9202636762670935e+147,207.7489058971405
2,0.08,26,300,61,"{""dt"":0.09855250746664744,""pump"":0.7422045028840499,""beta"":0.23045934935958057,""noise"":0.017857048676516763}",7.210340285759353e+145,"[-106708818889929739682274694125598092698151265233743091421206478762867483131252119545283752886488167481828042810117509668434215665290487573193387676138,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,0,0,0,-2,4,0,0,0,0,0,0]",0,1.3971706770899841e+147,7.210340285759353e+145,1.0,1.3250672742323906e+147,215.78091597557068
2,0.08,27,300,276,"{""dt"":0.023577954034019428,""pump"":0.7965841109138381,""beta"":0.3547581077413626,""noise"":0.00978466763382755}",3.0096340682997553e+147,"[165506510452168596361819078814595714845916776661173373049694779759256596676714659942432375302871889683728024018890415790228301430158397292465169626531,0,0,-25,0,0,0,0,0,15,0,0,0,0,0,0,-33,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,7,0,0,0,-1,28,0,0,0,0,0,0]",0,1.3971706770899841e+147,7.210340285759353e+145,41.740527478902436,5.530900697149145e+148,223.7709538936615
2,0.08,28,300,271,"{""dt"":0.028578013896996147,""pump"":0.8211565113420021,""beta"":0.25686593907297184,""noise"":0.015307100915181966}",7.210340285759353e+145,"[4119408628412358756533732349986182230377026702310178700713045314194907283124721520829514489058700138257814084875445740441152941473155807420847097624,0,0,43,0,0,0,0,0,-38,0,0,0,0,0,0,59,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,-11,0,0,0,4,-52,0,0,0,0,0,0]",1,1.3971706770899841e+147,7.210340285759353e+145,1.0,1.3250672742323906e+147,231.79200792312622
2,0.08,29,300,274,"{""dt"":0.07326641303886967,""pump"":0.740421401645271,""beta"":0.30966551575845835,""noise"":0.00874656223277111}",4.925685113969375e+146,"[110373376823735403140998847543796451088952066961290650637274486458730191191018423652927519251478755327887144670810345364484163074562220413741484141673,0,0,-13,0,0,0,0,0,13,0,0,0,0,0,0,-14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,3,0,0,0,0,15,0,0,0,0,0,0]",0,1.3971706770899841e+147,7.882350905345753e+146,0.6249005116771459,3.805241596168979e+146,239.83591198921204
2,0.08,30,300,278,"{""dt"":0.07815975564607994,""pump"":0.734470397317404,""beta"":0.22454535478889867,""noise"":0.009571064205438826}",1.2585339674185335e+146,"[-8635734418907528100323820910820607898810232946626949753575138983504403371867752965669505697245166335452184051179680292328532358357053458112609564887,0,0,-35,0,0,0,0,0,35,0,0,0,0,0,0,-52,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,9,0,0,0,-3,42,0,0,0,0,0,0]",1,1.3971706770899841e+147,7.882350905345753e+146,0.15966479829831032,9.722557760403263e+145,247.85279202461243
2,0.08,31,300,19,"{""dt"":0.06795997326229744,""pump"":0.779438720864096,""beta"":0.2794360983442552,""noise"":0.006914110194426993}",1.2247482075261893e+146,"[-26270371013580544916454892116530415273206360880904816454099342054860460162471274601559466029363969504304681125733677118011227115292882159412188863147,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,0,-3,0,0,0,0,0,0]",1,1.3971706770899841e+147,1.2865302691785633e+147,0.09519777628770279,1.053272080073162e+145,255.8674349784851
2,0.08,32,300,88,"{""dt"":0.05388752944796271,""pump"":0.7844125322537282,""beta"":0.20022894398065805,""noise"":0.0051859776067877}",2.6251185262626853e+144,"[122885083539731840471566155662808265904094428971286012725089047262082277613985497937652012751330017833683699585045246374903577609707479299581884423917,0,0,128,0,0,0,0,0,-130,0,0,0,0,0,0,186,0,0,0,0,0,-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,-32,0,0,0,13,-159,0,0,0,0,0,0]",0,1.3971706770899841e+147,8.78818051011589e+146,0.002987101281364176,1.54837179355726e+144,263.9100079536438
2,0.08,33,300,109,"{""dt"":0.07882043097916767,""pump"":0.7596128828517303,""beta"":0.16602182710755378,""noise"":0.0018565657401592031}",5.670612163615903e+145,"[-11634350469979217935355913636060895839679067582118025204146631155060328403349712864153975839127315578478920153584201566282354561355761864721747716652,0,0,-85,0,0,0,0,0,94,0,0,0,0,0,0,-124,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-146,21,0,0,0,-9,107,0,0,0,0,0,0]",1,1.3971706770899841e+147,8.78818051011589e+146,0.06452544024429836,3.344693139949662e+145,271.95951318740845
2,0.08,34,300,32,"{""dt"":0.02890470612845185,""pump"":0.7379365042804573,""beta"":0.23199096846259426,""noise"":0.010474858404579051}",1.256988295128595e+145,"[79992846763646968228098825901404753166672875047794577167131865341525821613163976731800268842524454920582451341219530181936315757564232120595761619461,0,0,81,0,0,0,0,0,-113,0,0,0,0,0,0,127,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,-19,0,0,0,10,-107,0,0,0,0,0,0]",0,1.3971706770899841e+147,1.3251781384287744e+146,0.09485428854259322,1.1995774759665774e+146,280.02260994911194
2,0.08,35,300,184,"{""dt"":0.07264967808148154,""pump"":0.8129493912927563,""beta"":0.1585933904361959,""noise"":0.005756568527402745}",1.4084621707883654e+146,"[77554788580730487203650696888241978579886669763168986747208511640607788509162412800774366443129685306121954685932042213766999013963465584368240324603,0,0,17,0,0,0,0,0,-39,0,0,0,0,0,0,27,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,-3,0,0,0,4,-27,0,0,0,0,0,0]",0,1.3971706770899841e+147,1.3251781384287744e+146,1.0628474240137544,1.344133037973806e+147,288.0522298812866
2,0.08,36,300,173,"{""dt"":0.08487494240881088,""pump"":0.794751218983118,""beta"":0.10607823917990074,""noise"":0.002742539095390105}",2.332122357294231e+145,"[34391825504317115579655577415139556859924287670192956804371667966063160811403816349364294127469940640166641007154916627912688107067521799587767809625,0,0,-14,0,0,0,0,0,8,0,0,0,0,0,0,-18,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,4,0,0,0,1,14,0,0,0,0,0,0]",1,1.3971706770899841e+147,1.3251781384287744e+146,0.17598557429111844,2.2256066041744935e+146,296.0682077407837
2,0.08,37,300,188,"{""dt"":0.0660570140783046,""pump"":0.7466437640175659,""beta"":0.34543385047040864,""noise"":0.005143790302510011}",5.335684075592801e+146,"[39934700148497183881021951946628538561548789705317672774852018655880180296364511399912411064309193305298595107513564580177324194050407811687188810381,0,0,45,0,0,0,0,0,-73,0,0,0,0,0,0,77,0,0,0,0,0,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,-10,0,0,0,10,-65,0,0,0,0,0,0]",0,1.3971706770899841e+147,9.80742866998242e+145,5.440451575165384,7.06767100338981e+147,304.11107778549194
2,0.08,38,300,257,"{""dt"":0.06992888480059106,""pump"":0.7398446029528856,""beta"":0.11479879732935601,""noise"":0.01950113911634911}",3.331242737116127e+146,"[95905296642260898031720214076649366611224282999154757345654359995396201168900441970719354350356662664496037125922693780925838123853198402977495154810,0,0,-41,0,0,0,0,0,18,0,0,0,0,0,0,-56,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61,12,0,0,0,0,42,0,0,0,0,0,0]",0,1.3971706770899841e+147,9.80742866998242e+145,3.3966525265812595,4.412579036691331e+147,312.12227392196655
2,0.08,39,300,93,"{""dt"":0.08084850958795578,""pump"":0.7739498967183693,""beta"":0.31277834377251224,""noise"":0.013348193705562674}",3.331242737116127e+146,"[-103625046371085680819737264211384948150312312048234584130861411170803625435850614718212652060586034622867111923392600640791830326687157291939054258010,0,0,66,0,0,0,0,0,-27,0,0,0,0,0,0,81,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,-19,0,0,0,0,-67,0,0,0,0,0,0]",0,1.3971706770899841e+147,9.80742866998242e+145,3.3966525265812595,4.412579036691331e+147,320.17263317108154
2,0.08,40,300,273,"{""dt"":0.09282866547591942,""pump"":0.7618805938412918,""beta"":0.3140906588344828,""noise"":0.018913504346552534}",2.6295338677725447e+145,"[69172604274642715895403783129876930987820203342878147820727003177717883379306791744869227431026147443624286898244802874727433182488310240485741136326,0,0,15,0,0,0,0,0,-53,0,0,0,0,0,0,38,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-2,0,0,0,5,-29,0,0,0,0,0,0]",0,1.3971706770899841e+147,9.80742866998242e+145,0.2681165426999999,3.4830923282545904e+146,328.1785089969635
2,0.08,41,300,120,"{""dt"":0.077756376070446,""pump"":0.8297952988216883,""beta"":0.17222681268094486,""noise"":0.015331625541092133}",1.4176424723850581e+145,"[-69513692444428654425909514627382030732882280047922981880029537886490578516149154121201627316812800082038987964203254386611192934297665739834215667545,0,0,-96,0,0,0,0,0,124,0,0,0,0,0,0,-149,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-172,23,0,0,0,-12,125,0,0,0,0,0,0]",0,1.3971706770899841e+147,9.80742866998242e+145,0.14454782390862897,1.8778155627845235e+146,336.2547461986542
2,0.08,42,300,22,"{""dt"":0.06658301840021535,""pump"":0.79628513125458,""beta"":0.18398605100334148,""noise"":0.002839812918048949}",1.8745516628872447e+146,"[79394466693756151311441211552217828263826819113636280965511364338466060149963385191156968509505616618503196682178387915904828469836752915753747701787,0,0,-111,0,0,0,0,0,107,0,0,0,0,0,0,-152,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-185,28,0,0,0,-9,137,0,0,0,0,0,0]",0,1.3971706770899841e+147,9.80742866998242e+145,1.91135895652719,2.483039521164375e+147,344.3086578845978
2,0.08,43,300,19,"{""dt"":0.051712629849146596,""pump"":0.7500152045735216,""beta"":0.31898649417093994,""noise"":0.009854934706812623}",3.7746645527674057e+146,"[91473422684111240585064328533440863121489649913399737955679284255837174212232732517877229532832318337227511569148619799005709943044637220823021454182,0,0,172,0,0,0,0,0,-180,0,0,0,0,0,0,253,0,0,0,0,0,-143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,-43,0,0,0,21,-215,0,0,0,0,0,0]",0,1.3971706770899841e+147,9.80742866998242e+145,3.8487810411718972,4.999937557988493e+147,352.3618459701538
2,0.08,44,300,258,"{""dt"":0.050535205972051654,""pump"":0.8059571855208382,""beta"":0.30071731356199466,""noise"":0.001533562449280529}",3.108293850670274e+145,"[-38098082513808760311613551252225366612052948512463358799827111031904872043509847402677828348936008045690862836972984955236220275784249198979708788942,0,0,143,0,0,0,0,0,-153,0,0,0,0,0,0,208,0,0,0,0,0,-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,-36,0,0,0,12,-176,0,0,0,0,0,0]",0,1.3971706770899841e+147,9.80742866998242e+145,0.3169325982643976,4.117259944022536e+146,360.38114619255066
2,0.08,45,300,26,"{""dt"":0.026905084295531546,""pump"":0.7309078515633123,""beta"":0.3157205320386064,""noise"":0.006118511533885097}",8.627982758144412e+145,"[3903971575624387704830547968480201175476350870856619546748657346243165018181188451393660486727897635067618598005483111643553246058148446206162626830,0,0,-151,0,0,0,0,0,155,0,0,0,0,0,0,-215,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-256,38,0,0,0,-12,184,0,0,0,0,0,0]",1,1.3971706770899841e+147,9.80742866998242e+145,0.8797395370870311,1.1428664571132723e+147,368.8409478664398
2,0.08,46,300,35,"{""dt"":0.034142399799925574,""pump"":0.7462939164536608,""beta"":0.10542671063783679,""noise"":0.0035519976375162085}",4.841786932965884e+145,"[33981461428547052498949883362890645244237500192955347163154174397255137977949529496047233624071331669598841591523054259485938343662158989810227926223,0,0,233,0,0,0,0,0,-272,0,0,0,0,0,0,344,0,0,0,0,0,-196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,-57,0,0,0,23,-294,0,0,0,0,0,0]",0,1.3971706770899841e+147,6.865399943788128e+146,0.07052447013442784,5.011685235947206e+145,376.91104102134705
