BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
67,1,0.04676,4.115958925725375e+73,2.5170546820314694e+75,43,1.0,1.0,4.905453019937219e+75,0.5468736802865085,24.82
