BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
32,1,0.04315,1.569980551582992e+111,1.3466652806496108e+113,46,1.0,1.0,3.282664851520477e+113,0.7238028925351414,24.46
