BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
88,1,0.04908,3.6753320631506744e+52,5.478359538933125e+53,44,1.0,1.0,8.519387143792043e+53,0.5741577263154631,25.62
