BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
49,1,0.04487,5.706855397679417e+92,8.50710011618158e+94,42,1.0,1.0,2.853105177709959e+95,0.7842099601534732,26.33
