metric,value
valid_outputs,38800
min_mc_norm,9.432712865500405e+145
max_mc_norm,2.8420575320466206e+151
best_cim_norm,9.991864843248811e+143
mean_cim_norm,1.8823865535411813e+150
best_percentile_uniform,0.0
mean_percentile_uniform_of_mean,0.23558
quantile_10percent,2.2226255243857072e+147
quantile_25percent,6.754295729273392e+147
quantile_50percent,2.775938669854419e+148
quantile_75percent,2.7810732551653698e+150
quantile_90percent,6.605437216582714e+150
within_1.0x_min_mc,0.004149484536082475
within_1.1x_min_mc,0.004690721649484536
within_1.5x_min_mc,0.006314432989690722
within_2.0x_min_mc,0.008453608247422681
max_abs_scale_for_G,3.022005172757395e+300
sim_time_sec,3182.4914948940277
