pivot_dt,pivot_mu,pivot_r,pivot_sig,best_dt,best_mu,best_r,best_sig,eff,mean_norm
0.054615385,0.5,0.2,0.15,0.054615385,0.5,0.2,0.15,0.038268045,1.10E+149
0.054615385,0.5,0.4,0,0.054615385,0.5,0.4,0.05,1,4.23E+147
0.054615385,0.5,0.4,0.05,0.054615385,0.5,0.4,0.05,0.088126732,4.80E+148
0.054615385,0.5,0.4,0.1,0.054615385,0.5,0.4,0.1,0.054316591,7.78E+148
0.054615385,0.5,0.4,0.15,0.054615385,0.5,0.4,0.15,0.997416945,4.24E+147
0.054615385,0.5,0.6,0,0.054615385,0.5,0.6,0,0.038300904,1.10E+149
0.054615385,0.5,0.6,0.05,0.054615385,0.5,0.6,0.05,0.997416945,4.24E+147
0.054615385,0.5,0.6,0.1,0.054615385,0.5,0.6,0.1,1,4.23E+147
0.054615385,0.5,0.6,0.15,0.054615385,0.5,0.6,0.15,1,4.23E+147
0.054615385,0.7,0.05,0,0.054615385,0.7,0.05,0,0.052755401,8.01E+148
0.054615385,0.7,0.05,0.05,0.054615385,0.7,0.05,0.05,1,4.23E+147
0.054615385,0.7,0.05,0.1,0.054615385,0.7,0.05,0.1,0.039375076,1.07E+149
0.054615385,0.7,0.05,0.15,0.054615385,0.7,0.05,0.15,1,4.23E+147
0.054615385,0.7,0.2,0,0.056153846,0.7,0.2,0.05,1,4.23E+147
0.054615385,0.7,0.2,0.05,0.054615385,0.7,0.2,0.05,0.039656387,1.07E+149
0.054615385,0.7,0.2,0.1,0.054615385,0.7,0.2,0.1,0.039129637,1.08E+149
0.054615385,0.7,0.2,0.15,0.054615385,0.7,0.2,0.15,1,4.23E+147
0.054615385,0.7,0.4,0,0.054615385,0.7,0.4,0.05,1,4.23E+147
0.054615385,0.7,0.4,0.05,0.054615385,0.7,0.4,0.05,0.037659378,1.12E+149
0.054615385,0.7,0.4,0.1,0.054615385,0.7,0.4,0.1,1,4.23E+147
0.054615385,0.7,0.4,0.15,0.054615385,0.7,0.4,0.15,1,4.23E+147
0.054615385,0.7,0.6,0,0.054615385,0.7,0.6,0,0.037824892,1.12E+149
0.054615385,0.7,0.6,0.05,0.053076923,0.7,0.6,0.05,0.998706802,4.23E+147
0.054615385,0.7,0.6,0.1,0.054615385,0.7,0.6,0.1,1,4.23E+147
0.054615385,0.7,0.6,0.15,0.054615385,0.7,0.6,0.15,0.997416945,4.24E+147
0.056153846,0.1,0.05,0,0.054615385,0.1,0.05,0.05,0.356208598,1.19E+148
0.056153846,0.1,0.05,0.05,0.056153846,0.1,0.05,0.05,1,4.23E+147
0.056153846,0.1,0.05,0.1,0.054615385,0.1,0.05,0.1,0.040458047,1.04E+149
0.056153846,0.1,0.05,0.15,0.056153846,0.1,0.05,0.15,1,4.23E+147
0.056153846,0.1,0.2,0,0.053076923,0.1,0.4,0,0.15663765,2.70E+148
0.056153846,0.1,0.2,0.05,0.056153846,0.1,0.2,0.05,1,4.23E+147
0.056153846,0.1,0.2,0.1,0.056153846,0.1,0.2,0.1,1,4.23E+147
0.056153846,0.1,0.2,0.15,0.056153846,0.1,0.2,0.15,0.0475173,8.89E+148
0.056153846,0.1,0.4,0,0.056153846,0.1,0.4,0.05,1,4.23E+147
0.056153846,0.1,0.4,0.05,0.056153846,0.1,0.4,0.05,0.040342744,1.05E+149
0.056153846,0.1,0.4,0.1,0.056153846,0.1,0.4,0.1,1,4.23E+147
0.056153846,0.1,0.4,0.15,0.056153846,0.1,0.4,0.15,0.047679274,8.86E+148
0.056153846,0.1,0.6,0,0.053076923,0.1,0.6,0,0.088860822,4.76E+148
0.056153846,0.1,0.6,0.05,0.056153846,0.1,0.6,0.1,1,4.23E+147
0.056153846,0.1,0.6,0.1,0.056153846,0.1,0.6,0.1,0.034568268,1.22E+149
0.056153846,0.1,0.6,0.15,0.056153846,0.1,0.6,0.15,1,4.23E+147
0.056153846,0.3,0.05,0,0.053076923,0.1,0.2,0,0.143979448,2.94E+148
0.056153846,0.3,0.05,0.05,0.056153846,0.3,0.05,0.05,1,4.23E+147
0.056153846,0.3,0.05,0.1,0.056153846,0.3,0.05,0.1,1,4.23E+147
0.056153846,0.3,0.05,0.15,0.056153846,0.3,0.05,0.15,1,4.23E+147
0.056153846,0.3,0.2,0,0.056153846,0.3,0.2,0,0.161864538,2.61E+148
0.056153846,0.3,0.2,0.05,0.054615385,0.3,0.2,0.05,0.035467178,1.19E+149
0.056153846,0.3,0.2,0.1,0.056153846,0.3,0.2,0.1,0.040294241,1.05E+149
0.056153846,0.3,0.2,0.15,0.056153846,0.3,0.2,0.15,1,4.23E+147
0.056153846,0.3,0.4,0,0.056153846,0.3,0.4,0,0.050490282,8.37E+148
0.056153846,0.3,0.4,0.05,0.056153846,0.3,0.4,0.05,0.998706802,4.23E+147
0.056153846,0.3,0.4,0.1,0.056153846,0.3,0.4,0.1,0.040998719,1.03E+149
0.056153846,0.3,0.4,0.15,0.056153846,0.3,0.4,0.15,1,4.23E+147
0.056153846,0.3,0.6,0,0.056153846,0.3,0.6,0,0.03716691,1.14E+149
0.056153846,0.3,0.6,0.05,0.056153846,0.3,0.6,0.05,0.070438924,6.00E+148
0.056153846,0.3,0.6,0.1,0.056153846,0.3,0.6,0.1,1,4.23E+147
0.056153846,0.3,0.6,0.15,0.056153846,0.3,0.6,0.15,0.985956436,4.29E+147
0.056153846,0.5,0.05,0,0.051538462,0.5,0.05,0,0.091968584,4.59E+148
0.056153846,0.5,0.05,0.05,0.057692308,0.5,0.05,0.05,0.055377816,7.63E+148
0.056153846,0.5,0.05,0.1,0.056153846,0.5,0.05,0.1,0.052114187,8.11E+148
0.056153846,0.5,0.05,0.15,0.054615385,0.5,0.05,0.15,0.038081343,1.11E+149
0.056153846,0.5,0.2,0,0.054615385,0.3,0.05,0,0.149161145,2.83E+148
0.056153846,0.5,0.2,0.05,0.056153846,0.5,0.2,0.05,0.410191632,1.03E+148
0.056153846,0.5,0.2,0.1,0.056153846,0.5,0.2,0.1,0.040377577,1.05E+149
0.056153846,0.5,0.2,0.15,0.056153846,0.5,0.2,0.15,0.039317513,1.07E+149
0.056153846,0.5,0.4,0,0.056153846,0.5,0.4,0.05,1,4.23E+147
0.056153846,0.5,0.4,0.05,0.056153846,0.5,0.4,0.05,1,4.23E+147
0.056153846,0.5,0.4,0.1,0.056153846,0.5,0.4,0.1,0.036730966,1.15E+149
0.056153846,0.5,0.4,0.15,0.051538462,0.5,0.4,0.15,0.998706802,4.23E+147
0.056153846,0.5,0.6,0,0.056153846,0.5,0.6,0,0.174089267,2.43E+148
0.056153846,0.5,0.6,0.05,0.054615385,0.5,0.6,0.05,1,4.23E+147
0.056153846,0.5,0.6,0.1,0.056153846,0.5,0.6,0.1,1,4.23E+147
0.056153846,0.5,0.6,0.15,0.056153846,0.5,0.6,0.15,0.844819934,5.00E+147
0.056153846,0.7,0.05,0,0.051538462,0.7,0.05,0,1,4.23E+147
0.056153846,0.7,0.05,0.05,0.056153846,0.7,0.05,0.05,1,4.23E+147
0.056153846,0.7,0.05,0.1,0.056153846,0.7,0.05,0.1,1,4.23E+147
0.056153846,0.7,0.05,0.15,0.056153846,0.7,0.05,0.15,1,4.23E+147
0.056153846,0.7,0.2,0,0.056153846,0.7,0.05,0.05,1,4.23E+147
0.056153846,0.7,0.2,0.05,0.056153846,0.7,0.2,0.05,0.057460964,7.35E+148
0.056153846,0.7,0.2,0.1,0.054615385,0.7,0.2,0.1,0.041010543,1.03E+149
0.056153846,0.7,0.2,0.15,0.056153846,0.7,0.2,0.15,0.060402315,7.00E+148
0.056153846,0.7,0.4,0,0.051538462,0.7,0.4,0,0.040044141,1.06E+149
0.056153846,0.7,0.4,0.05,0.056153846,0.7,0.4,0.05,0.056310402,7.50E+148
0.056153846,0.7,0.4,0.1,0.056153846,0.7,0.4,0.1,0.036637517,1.15E+149
0.056153846,0.7,0.4,0.15,0.056153846,0.7,0.4,0.15,1,4.23E+147
0.056153846,0.7,0.6,0,0.057692308,0.7,0.6,0.05,0.038471279,1.10E+149
0.056153846,0.7,0.6,0.05,0.057692308,0.7,0.6,0.05,1,4.23E+147
0.056153846,0.7,0.6,0.1,0.056153846,0.7,0.6,0.1,0.997416945,4.24E+147
0.056153846,0.7,0.6,0.15,0.056153846,0.7,0.6,0.15,1,4.23E+147
0.057692308,0.1,0.05,0,0.057692308,0.1,0.05,0,0.998706802,4.23E+147
0.057692308,0.1,0.05,0.05,0.057692308,0.1,0.05,0.05,1,4.23E+147
0.057692308,0.1,0.05,0.1,0.057692308,0.1,0.05,0.1,0.985956436,4.29E+147
0.057692308,0.1,0.05,0.15,0.057692308,0.1,0.05,0.15,1,4.23E+147
0.057692308,0.1,0.2,0,0.060769231,0.1,0.2,0,0.152751915,2.77E+148
0.057692308,0.1,0.2,0.05,0.057692308,0.1,0.2,0.05,0.037869175,1.12E+149
0.057692308,0.1,0.2,0.1,0.057692308,0.1,0.2,0.1,1,4.23E+147
0.057692308,0.1,0.2,0.15,0.057692308,0.1,0.2,0.15,0.138702824,3.05E+148
0.057692308,0.1,0.4,0,0.057692308,0.1,0.4,0,0.038981544,1.08E+149
0.057692308,0.1,0.4,0.05,0.057692308,0.1,0.4,0.05,0.107791136,3.92E+148
0.057692308,0.1,0.4,0.1,0.057692308,0.1,0.4,0.1,0.037320639,1.13E+149
0.057692308,0.1,0.4,0.15,0.057692308,0.1,0.4,0.15,1,4.23E+147
0.057692308,0.1,0.6,0,0.057692308,0.1,0.6,0,1,4.23E+147
0.057692308,0.1,0.6,0.05,0.057692308,0.1,0.6,0.05,0.039188008,1.08E+149
0.057692308,0.1,0.6,0.1,0.057692308,0.1,0.6,0.1,0.074008382,5.71E+148
0.057692308,0.1,0.6,0.15,0.057692308,0.1,0.6,0.15,0.038112209,1.11E+149
0.057692308,0.3,0.05,0,0.056153846,0.3,0.05,0.05,1,4.23E+147
0.057692308,0.3,0.05,0.05,0.057692308,0.3,0.05,0.05,1,4.23E+147
0.057692308,0.3,0.05,0.1,0.060769231,0.3,0.05,0.1,0.04708375,8.98E+148
0.057692308,0.3,0.05,0.15,0.057692308,0.3,0.05,0.15,1,4.23E+147
0.057692308,0.3,0.2,0,0.057692308,0.3,0.2,0,1,4.23E+147
0.057692308,0.3,0.2,0.05,0.057692308,0.3,0.2,0.05,1,4.23E+147
0.057692308,0.3,0.2,0.1,0.057692308,0.3,0.2,0.1,1,4.23E+147
0.057692308,0.3,0.2,0.15,0.057692308,0.3,0.2,0.15,1,4.23E+147
0.057692308,0.3,0.4,0,0.057692308,0.5,0.2,0,0.038444147,1.10E+149
0.057692308,0.3,0.4,0.05,0.057692308,0.3,0.4,0.05,0.076144426,5.55E+148
0.057692308,0.3,0.4,0.1,0.057692308,0.3,0.4,0.1,1,4.23E+147
0.057692308,0.3,0.4,0.15,0.057692308,0.3,0.4,0.15,1,4.23E+147
0.057692308,0.3,0.6,0,0.054615385,0.3,0.6,0,0.042596607,9.92E+148
0.057692308,0.3,0.6,0.05,0.057692308,0.3,0.6,0.05,0.066985486,6.31E+148
0.057692308,0.3,0.6,0.1,0.057692308,0.3,0.6,0.1,0.036436874,1.16E+149
0.057692308,0.3,0.6,0.15,0.057692308,0.3,0.6,0.15,0.998706802,4.23E+147
0.057692308,0.5,0.05,0,0.057692308,0.5,0.05,0.05,1,4.23E+147
0.057692308,0.5,0.05,0.05,0.057692308,0.5,0.05,0.05,0.037452086,1.13E+149
0.057692308,0.5,0.05,0.1,0.057692308,0.5,0.05,0.1,1,4.23E+147
0.057692308,0.5,0.05,0.15,0.057692308,0.5,0.05,0.15,1,4.23E+147
0.057692308,0.5,0.2,0,0.056153846,0.7,0.2,0,0.081535473,5.18E+148
0.057692308,0.5,0.2,0.05,0.057692308,0.5,0.2,0.05,1,4.23E+147
0.057692308,0.5,0.2,0.1,0.057692308,0.5,0.2,0.1,1,4.23E+147
0.057692308,0.5,0.2,0.15,0.056153846,0.5,0.2,0.15,1,4.23E+147
0.057692308,0.5,0.4,0,0.057692308,0.5,0.4,0,0.161085133,2.62E+148
0.057692308,0.5,0.4,0.05,0.057692308,0.5,0.4,0.05,1,4.23E+147
0.057692308,0.5,0.4,0.1,0.057692308,0.5,0.4,0.1,0.039602755,1.07E+149
0.057692308,0.5,0.4,0.15,0.059230769,0.5,0.4,0.15,1,4.23E+147
0.057692308,0.5,0.6,0,0.060769231,0.5,0.6,0,0.036378765,1.16E+149
0.057692308,0.5,0.6,0.05,0.057692308,0.5,0.6,0.05,0.042851782,9.86E+148
0.057692308,0.5,0.6,0.1,0.057692308,0.5,0.6,0.1,0.979307429,4.32E+147
0.057692308,0.5,0.6,0.15,0.057692308,0.5,0.6,0.15,1,4.23E+147
0.057692308,0.7,0.05,0,0.056153846,0.7,0.05,0.05,1,4.23E+147
0.057692308,0.7,0.05,0.05,0.057692308,0.7,0.05,0.05,1,4.23E+147
0.057692308,0.7,0.05,0.1,0.057692308,0.7,0.05,0.1,1,4.23E+147
0.057692308,0.7,0.05,0.15,0.056153846,0.7,0.05,0.15,1,4.23E+147
0.057692308,0.7,0.2,0,0.057692308,0.7,0.2,0,0.143411501,2.95E+148
0.057692308,0.7,0.2,0.05,0.057692308,0.7,0.2,0.05,1,4.23E+147
0.057692308,0.7,0.2,0.1,0.057692308,0.7,0.2,0.1,0.041911017,1.01E+149
0.057692308,0.7,0.2,0.15,0.057692308,0.7,0.2,0.15,1,4.23E+147
0.057692308,0.7,0.4,0,0.059230769,0.7,0.4,0,0.03573475,1.18E+149
0.057692308,0.7,0.4,0.05,0.057692308,0.7,0.4,0.05,0.952354799,4.44E+147
0.057692308,0.7,0.4,0.1,0.057692308,0.7,0.4,0.1,1,4.23E+147
0.057692308,0.7,0.4,0.15,0.057692308,0.7,0.4,0.15,0.082967571,5.09E+148
0.057692308,0.7,0.6,0,0.059230769,0.7,0.6,0.05,1,4.23E+147
0.057692308,0.7,0.6,0.05,0.057692308,0.7,0.6,0.05,0.998706802,4.23E+147
0.057692308,0.7,0.6,0.1,0.057692308,0.7,0.6,0.1,0.987216803,4.28E+147
0.057692308,0.7,0.6,0.15,0.057692308,0.7,0.6,0.15,1,4.23E+147
0.059230769,0.1,0.05,0,0.059230769,0.1,0.05,0.05,0.037818371,1.12E+149
0.059230769,0.1,0.05,0.05,0.059230769,0.1,0.05,0.05,0.047070972,8.98E+148
0.059230769,0.1,0.05,0.1,0.057692308,0.1,0.05,0.1,0.602187768,7.02E+147
0.059230769,0.1,0.05,0.15,0.059230769,0.1,0.05,0.15,1,4.23E+147
0.059230769,0.1,0.2,0,0.060769231,0.3,0.2,0,0.036982554,1.14E+149
0.059230769,0.1,0.2,0.05,0.059230769,0.1,0.2,0.05,1,4.23E+147
0.059230769,0.1,0.2,0.1,0.059230769,0.1,0.2,0.1,0.044452115,9.51E+148
0.059230769,0.1,0.2,0.15,0.059230769,0.1,0.2,0.15,1,4.23E+147
0.059230769,0.1,0.4,0,0.059230769,0.1,0.4,0,0.134050806,3.15E+148
0.059230769,0.1,0.4,0.05,0.059230769,0.1,0.4,0.05,0.039902502,1.06E+149
0.059230769,0.1,0.4,0.1,0.059230769,0.1,0.4,0.1,0.044862904,9.42E+148
0.059230769,0.1,0.4,0.15,0.059230769,0.1,0.4,0.15,0.037289612,1.13E+149
0.059230769,0.1,0.6,0,0.059230769,0.1,0.6,0,1,4.23E+147
0.059230769,0.1,0.6,0.05,0.059230769,0.1,0.6,0.05,0.075973934,5.56E+148
0.059230769,0.1,0.6,0.1,0.059230769,0.1,0.6,0.1,0.040934457,1.03E+149
0.059230769,0.1,0.6,0.15,0.059230769,0.1,0.6,0.15,0.037651209,1.12E+149
0.059230769,0.3,0.05,0,0.059230769,0.3,0.05,0.05,1,4.23E+147
0.059230769,0.3,0.05,0.05,0.059230769,0.3,0.05,0.05,1,4.23E+147
0.059230769,0.3,0.05,0.1,0.059230769,0.3,0.05,0.1,1,4.23E+147
0.059230769,0.3,0.05,0.15,0.059230769,0.3,0.05,0.15,1,4.23E+147
0.059230769,0.3,0.2,0,0.059230769,0.3,0.2,0,0.041702627,1.01E+149
0.059230769,0.3,0.2,0.05,0.059230769,0.3,0.2,0.05,0.066997331,6.31E+148
0.059230769,0.3,0.2,0.1,0.057692308,0.3,0.2,0.1,1,4.23E+147
0.059230769,0.3,0.2,0.15,0.059230769,0.3,0.2,0.15,0.055211621,7.65E+148
0.059230769,0.3,0.4,0,0.056153846,0.3,0.4,0,0.038057011,1.11E+149
0.059230769,0.3,0.4,0.05,0.059230769,0.3,0.4,0.05,1,4.23E+147
0.059230769,0.3,0.4,0.1,0.059230769,0.3,0.4,0.1,0.083300769,5.07E+148
0.059230769,0.3,0.4,0.15,0.059230769,0.3,0.4,0.15,0.049363684,8.56E+148
0.059230769,0.3,0.6,0,0.054615385,0.3,0.6,0,0.160743666,2.63E+148
0.059230769,0.3,0.6,0.05,0.059230769,0.3,0.6,0.05,0.865571523,4.88E+147
0.059230769,0.3,0.6,0.1,0.059230769,0.3,0.6,0.1,0.039256354,1.08E+149
0.059230769,0.3,0.6,0.15,0.059230769,0.3,0.6,0.15,0.434618834,9.72E+147
0.059230769,0.5,0.05,0,0.057692308,0.5,0.05,0.05,1,4.23E+147
0.059230769,0.5,0.05,0.05,0.059230769,0.5,0.05,0.05,1,4.23E+147
0.059230769,0.5,0.05,0.1,0.059230769,0.5,0.05,0.1,1,4.23E+147
0.059230769,0.5,0.05,0.15,0.059230769,0.5,0.05,0.15,0.056985391,7.42E+148
0.059230769,0.5,0.2,0,0.059230769,0.5,0.2,0,0.037528546,1.13E+149
0.059230769,0.5,0.2,0.05,0.059230769,0.5,0.2,0.05,1,4.23E+147
0.059230769,0.5,0.2,0.1,0.059230769,0.5,0.2,0.1,0.041200128,1.03E+149
0.059230769,0.5,0.2,0.15,0.059230769,0.5,0.2,0.15,1,4.23E+147
0.059230769,0.5,0.4,0,0.059230769,0.5,0.4,0.05,1,4.23E+147
0.059230769,0.5,0.4,0.05,0.059230769,0.5,0.4,0.05,0.998706802,4.23E+147
0.059230769,0.5,0.4,0.1,0.059230769,0.5,0.4,0.1,1,4.23E+147
0.059230769,0.5,0.4,0.15,0.059230769,0.5,0.4,0.15,0.044328344,9.53E+148
0.059230769,0.5,0.6,0,0.059230769,0.5,0.6,0,0.050509909,8.37E+148
0.059230769,0.5,0.6,0.05,0.059230769,0.5,0.6,0.05,1,4.23E+147
0.059230769,0.5,0.6,0.1,0.059230769,0.5,0.6,0.1,1,4.23E+147
0.059230769,0.5,0.6,0.15,0.059230769,0.5,0.6,0.15,0.998706802,4.23E+147
0.059230769,0.7,0.05,0,0.062307692,0.7,0.05,0,0.034222957,1.23E+149
0.059230769,0.7,0.05,0.05,0.059230769,0.7,0.05,0.05,1,4.23E+147
0.059230769,0.7,0.05,0.1,0.059230769,0.7,0.05,0.1,0.038718083,1.09E+149
0.059230769,0.7,0.05,0.15,0.059230769,0.7,0.05,0.15,1,4.23E+147
0.059230769,0.7,0.2,0,0.056153846,0.5,0.2,0,1,4.23E+147
0.059230769,0.7,0.2,0.05,0.059230769,0.7,0.2,0.05,0.038341799,1.10E+149
0.059230769,0.7,0.2,0.1,0.059230769,0.7,0.2,0.1,1,4.23E+147
0.059230769,0.7,0.2,0.15,0.059230769,0.7,0.2,0.15,0.427470803,9.89E+147
0.059230769,0.7,0.4,0,0.057692308,0.7,0.4,0.05,1,4.23E+147
0.059230769,0.7,0.4,0.05,0.059230769,0.7,0.4,0.05,1,4.23E+147
0.059230769,0.7,0.4,0.1,0.059230769,0.7,0.6,0.1,0.044432673,9.51E+148
0.059230769,0.7,0.4,0.15,0.059230769,0.7,0.4,0.15,0.998706802,4.23E+147
0.059230769,0.7,0.6,0,0.057692308,0.7,0.6,0.05,0.358399776,1.18E+148
0.059230769,0.7,0.6,0.05,0.059230769,0.7,0.6,0.05,0.998706802,4.23E+147
0.059230769,0.7,0.6,0.1,0.059230769,0.7,0.6,0.15,0.077344289,5.46E+148
0.059230769,0.7,0.6,0.15,0.059230769,0.7,0.6,0.15,0.998706802,4.23E+147
0.060769231,0.1,0.05,0,0.059230769,0.1,0.05,0,0.040889618,1.03E+149
0.060769231,0.1,0.05,0.05,0.059230769,0.1,0.05,0.05,1,4.23E+147
0.060769231,0.1,0.05,0.1,0.060769231,0.1,0.05,0.1,1,4.23E+147
0.060769231,0.1,0.05,0.15,0.060769231,0.1,0.05,0.15,1,4.23E+147
0.060769231,0.1,0.2,0,0.060769231,0.1,0.2,0,0.152053063,2.78E+148
0.060769231,0.1,0.2,0.05,0.060769231,0.1,0.2,0.05,0.0604606,6.99E+148
0.060769231,0.1,0.2,0.1,0.060769231,0.1,0.2,0.1,1,4.23E+147
0.060769231,0.1,0.2,0.15,0.060769231,0.1,0.2,0.15,1,4.23E+147
0.060769231,0.1,0.4,0,0.060769231,0.1,0.4,0,0.051459574,8.21E+148
0.060769231,0.1,0.4,0.05,0.060769231,0.1,0.4,0.05,1,4.23E+147
0.060769231,0.1,0.4,0.1,0.060769231,0.1,0.4,0.1,0.042849723,9.86E+148
0.060769231,0.1,0.4,0.15,0.060769231,0.1,0.4,0.15,1,4.23E+147
0.060769231,0.1,0.6,0,0.056153846,0.1,0.4,0,0.035287321,1.20E+149
0.060769231,0.1,0.6,0.05,0.059230769,0.1,0.6,0.05,0.049131481,8.60E+148
0.060769231,0.1,0.6,0.1,0.060769231,0.1,0.6,0.1,0.041049843,1.03E+149
0.060769231,0.1,0.6,0.15,0.060769231,0.1,0.6,0.15,0.041307242,1.02E+149
0.060769231,0.3,0.05,0,0.059230769,0.3,0.05,0,0.141027045,3.00E+148
0.060769231,0.3,0.05,0.05,0.060769231,0.3,0.05,0.05,1,4.23E+147
0.060769231,0.3,0.05,0.1,0.060769231,0.3,0.05,0.1,1,4.23E+147
0.060769231,0.3,0.05,0.15,0.062307692,0.1,0.05,0.15,0.04090486,1.03E+149
0.060769231,0.3,0.2,0,0.057692308,0.3,0.2,0.05,1,4.23E+147
0.060769231,0.3,0.2,0.05,0.060769231,0.3,0.2,0.05,1,4.23E+147
0.060769231,0.3,0.2,0.1,0.060769231,0.3,0.2,0.1,1,4.23E+147
0.060769231,0.3,0.2,0.15,0.060769231,0.3,0.2,0.15,0.083804139,5.04E+148
0.060769231,0.3,0.4,0,0.060769231,0.3,0.4,0,0.036122309,1.17E+149
0.060769231,0.3,0.4,0.05,0.060769231,0.3,0.4,0.05,0.037913112,1.11E+149
0.060769231,0.3,0.4,0.1,0.060769231,0.3,0.4,0.1,0.074216208,5.69E+148
0.060769231,0.3,0.4,0.15,0.060769231,0.3,0.4,0.15,0.04790933,8.82E+148
0.060769231,0.3,0.6,0,0.062307692,0.3,0.6,0.05,1,4.23E+147
0.060769231,0.3,0.6,0.05,0.060769231,0.3,0.6,0.05,0.060947236,6.93E+148
0.060769231,0.3,0.6,0.1,0.060769231,0.3,0.6,0.1,0.087308065,4.84E+148
0.060769231,0.3,0.6,0.15,0.059230769,0.3,0.6,0.15,0.092162231,4.59E+148
0.060769231,0.5,0.05,0,0.060769231,0.5,0.05,0.05,1,4.23E+147
0.060769231,0.5,0.05,0.05,0.060769231,0.5,0.05,0.05,1,4.23E+147
0.060769231,0.5,0.05,0.1,0.060769231,0.5,0.05,0.1,1,4.23E+147
0.060769231,0.5,0.05,0.15,0.060769231,0.5,0.05,0.15,1,4.23E+147
0.060769231,0.5,0.2,0,0.059230769,0.5,0.2,0.05,1,4.23E+147
0.060769231,0.5,0.2,0.05,0.060769231,0.5,0.2,0.05,0.060277799,7.01E+148
0.060769231,0.5,0.2,0.1,0.060769231,0.5,0.2,0.1,1,4.23E+147
0.060769231,0.5,0.2,0.15,0.060769231,0.5,0.2,0.15,0.039382873,1.07E+149
0.060769231,0.5,0.4,0,0.063846154,0.5,0.4,0,0.043492411,9.72E+148
0.060769231,0.5,0.4,0.05,0.059230769,0.5,0.4,0.05,0.044320411,9.53E+148
0.060769231,0.5,0.4,0.1,0.060769231,0.5,0.4,0.1,0.047230021,8.95E+148
0.060769231,0.5,0.4,0.15,0.060769231,0.5,0.4,0.15,1,4.23E+147
0.060769231,0.5,0.6,0,0.060769231,0.3,0.6,0,1,4.23E+147
0.060769231,0.5,0.6,0.05,0.059230769,0.5,0.6,0.05,0.069566471,6.07E+148
0.060769231,0.5,0.6,0.1,0.060769231,0.5,0.6,0.1,0.040325408,1.05E+149
0.060769231,0.5,0.6,0.15,0.060769231,0.5,0.6,0.15,1,4.23E+147
0.060769231,0.7,0.05,0,0.060769231,0.7,0.05,0,0.036551684,1.16E+149
0.060769231,0.7,0.05,0.05,0.060769231,0.7,0.05,0.05,1,4.23E+147
0.060769231,0.7,0.05,0.1,0.060769231,0.7,0.05,0.1,0.045179693,9.35E+148
0.060769231,0.7,0.05,0.15,0.060769231,0.7,0.05,0.15,0.040494983,1.04E+149
0.060769231,0.7,0.2,0,0.060769231,0.7,0.2,0.05,1,4.23E+147
0.060769231,0.7,0.2,0.05,0.060769231,0.7,0.2,0.05,1,4.23E+147
0.060769231,0.7,0.2,0.1,0.060769231,0.7,0.2,0.1,1,4.23E+147
0.060769231,0.7,0.2,0.15,0.060769231,0.7,0.2,0.15,1,4.23E+147
0.060769231,0.7,0.4,0,0.059230769,0.7,0.4,0,0.165217902,2.56E+148
0.060769231,0.7,0.4,0.05,0.060769231,0.7,0.4,0.05,0.998706802,4.23E+147
0.060769231,0.7,0.4,0.1,0.060769231,0.7,0.4,0.1,1,4.23E+147
0.060769231,0.7,0.4,0.15,0.060769231,0.7,0.4,0.15,0.081044181,5.21E+148
0.060769231,0.7,0.6,0,0.057692308,0.7,0.6,0,0.041395563,1.02E+149
0.060769231,0.7,0.6,0.05,0.060769231,0.7,0.6,0.05,1,4.23E+147
0.060769231,0.7,0.6,0.1,0.060769231,0.7,0.6,0.1,1,4.23E+147
0.060769231,0.7,0.6,0.15,0.060769231,0.7,0.6,0.15,0.976830036,4.33E+147
0.062307692,0.1,0.05,0,0.062307692,0.1,0.05,0,0.050088179,8.44E+148
0.062307692,0.1,0.05,0.05,0.062307692,0.1,0.05,0.05,1,4.23E+147
0.062307692,0.1,0.05,0.1,0.062307692,0.1,0.05,0.1,1,4.23E+147
0.062307692,0.1,0.05,0.15,0.062307692,0.1,0.05,0.15,0.991017314,4.26E+147
0.062307692,0.1,0.2,0,0.059230769,0.3,0.2,0,0.044097982,9.58E+148
0.062307692,0.1,0.2,0.05,0.062307692,0.1,0.2,0.05,1,4.23E+147
0.062307692,0.1,0.2,0.1,0.062307692,0.1,0.2,0.1,1,4.23E+147
0.062307692,0.1,0.2,0.15,0.062307692,0.1,0.2,0.15,1,4.23E+147
0.062307692,0.1,0.4,0,0.060769231,0.1,0.4,0,0.166352007,2.54E+148
0.062307692,0.1,0.4,0.05,0.062307692,0.1,0.4,0.05,0.063351772,6.67E+148
0.062307692,0.1,0.4,0.1,0.062307692,0.1,0.4,0.1,0.069935026,6.04E+148
0.062307692,0.1,0.4,0.15,0.062307692,0.1,0.4,0.15,0.041005954,1.03E+149
0.062307692,0.1,0.6,0,0.060769231,0.1,0.6,0.05,1,4.23E+147
0.062307692,0.1,0.6,0.05,0.062307692,0.1,0.6,0.05,1,4.23E+147
0.062307692,0.1,0.6,0.1,0.062307692,0.1,0.6,0.1,0.041856549,1.01E+149
0.062307692,0.1,0.6,0.15,0.062307692,0.1,0.6,0.15,0.996130415,4.24E+147
0.062307692,0.3,0.05,0,0.060769231,0.1,0.05,0,0.072337583,5.84E+148
0.062307692,0.3,0.05,0.05,0.062307692,0.3,0.05,0.05,1,4.23E+147
0.062307692,0.3,0.05,0.1,0.060769231,0.3,0.05,0.1,0.059822916,7.06E+148
