pivot_dt,pivot_mu,pivot_r,pivot_sig,best_dt,best_mu,best_r,best_sig,eff,mean_norm
0.046923077,0.7,0.2,0.05,0.045384615,0.7,0.2,0.05,0.520030544,8.13E+147
0.046923077,0.7,0.2,0.1,0.046923077,0.7,0.2,0.1,0.984699282,4.29E+147
0.046923077,0.7,0.2,0.15,0.045384615,0.7,0.2,0.15,1,4.23E+147
0.046923077,0.7,0.4,0,0.045384615,0.7,0.4,0.05,1,4.23E+147
0.046923077,0.7,0.4,0.05,0.046923077,0.7,0.4,0.05,1,4.23E+147
0.046923077,0.7,0.4,0.1,0.046923077,0.7,0.4,0.1,1,4.23E+147
0.046923077,0.7,0.4,0.15,0.046923077,0.7,0.4,0.15,0.997416945,4.24E+147
0.046923077,0.7,0.6,0,0.045384615,0.7,0.6,0.05,0.998706802,4.23E+147
0.046923077,0.7,0.6,0.05,0.046923077,0.7,0.6,0.05,1,4.23E+147
0.046923077,0.7,0.6,0.1,0.046923077,0.7,0.6,0.1,0.9948472,4.25E+147
0.046923077,0.7,0.6,0.15,0.046923077,0.7,0.6,0.15,0.993567286,4.25E+147
0.048461538,0.1,0.05,0,0.042307692,0.1,0.2,0,0.149942628,2.82E+148
0.048461538,0.1,0.05,0.05,0.048461538,0.1,0.05,0.05,1,4.23E+147
0.048461538,0.1,0.05,0.1,0.048461538,0.1,0.05,0.1,1,4.23E+147
0.048461538,0.1,0.05,0.15,0.048461538,0.1,0.05,0.15,1,4.23E+147
0.048461538,0.1,0.2,0,0.045384615,0.3,0.2,0,0.035204653,1.20E+149
0.048461538,0.1,0.2,0.05,0.048461538,0.1,0.2,0.05,1,4.23E+147
0.048461538,0.1,0.2,0.1,0.048461538,0.1,0.2,0.1,1,4.23E+147
0.048461538,0.1,0.2,0.15,0.048461538,0.1,0.2,0.15,1,4.23E+147
0.048461538,0.1,0.4,0,0.053076923,0.1,0.4,0,0.045747776,9.24E+148
0.048461538,0.1,0.4,0.05,0.048461538,0.1,0.4,0.05,0.039053919,1.08E+149
0.048461538,0.1,0.4,0.1,0.048461538,0.1,0.4,0.1,1,4.23E+147
0.048461538,0.1,0.4,0.15,0.048461538,0.1,0.4,0.15,1,4.23E+147
0.048461538,0.1,0.6,0,0.048461538,0.1,0.6,0,0.059419531,7.11E+148
0.048461538,0.1,0.6,0.05,0.046923077,0.1,0.6,0.05,1,4.23E+147
0.048461538,0.1,0.6,0.1,0.046923077,0.1,0.6,0.1,0.998706802,4.23E+147
0.048461538,0.1,0.6,0.15,0.048461538,0.1,0.6,0.15,0.947733463,4.46E+147
0.048461538,0.3,0.05,0,0.048461538,0.3,0.05,0,0.045353052,9.32E+148
0.048461538,0.3,0.05,0.05,0.046923077,0.3,0.05,0.05,0.083826564,5.04E+148
0.048461538,0.3,0.05,0.1,0.048461538,0.3,0.05,0.1,1,4.23E+147
0.048461538,0.3,0.05,0.15,0.048461538,0.3,0.05,0.15,0.444045251,9.52E+147
0.048461538,0.3,0.2,0,0.043846154,0.3,0.2,0,0.087935194,4.81E+148
0.048461538,0.3,0.2,0.05,0.048461538,0.3,0.2,0.05,1,4.23E+147
0.048461538,0.3,0.2,0.1,0.048461538,0.3,0.2,0.1,0.040871956,1.03E+149
0.048461538,0.3,0.2,0.15,0.048461538,0.3,0.2,0.15,1,4.23E+147
0.048461538,0.3,0.4,0,0.048461538,0.3,0.4,0.05,0.040244694,1.05E+149
0.048461538,0.3,0.4,0.05,0.048461538,0.3,0.4,0.05,1,4.23E+147
0.048461538,0.3,0.4,0.1,0.048461538,0.3,0.4,0.1,0.998706802,4.23E+147
0.048461538,0.3,0.4,0.15,0.048461538,0.3,0.4,0.15,0.040243194,1.05E+149
0.048461538,0.3,0.6,0,0.046923077,0.3,0.6,0,0.037598603,1.12E+149
0.048461538,0.3,0.6,0.05,0.048461538,0.3,0.6,0.05,0.041068466,1.03E+149
0.048461538,0.3,0.6,0.1,0.048461538,0.3,0.6,0.1,0.040251689,1.05E+149
0.048461538,0.3,0.6,0.15,0.048461538,0.3,0.6,0.15,0.998706802,4.23E+147
0.048461538,0.5,0.05,0,0.048461538,0.5,0.05,0,0.037447905,1.13E+149
0.048461538,0.5,0.05,0.05,0.048461538,0.5,0.05,0.05,1,4.23E+147
0.048461538,0.5,0.05,0.1,0.048461538,0.5,0.05,0.1,0.046202791,9.15E+148
0.048461538,0.5,0.05,0.15,0.048461538,0.5,0.05,0.15,1,4.23E+147
0.048461538,0.5,0.2,0,0.046923077,0.3,0.2,0,0.040797984,1.04E+149
0.048461538,0.5,0.2,0.05,0.048461538,0.5,0.2,0.05,0.043706083,9.67E+148
0.048461538,0.5,0.2,0.1,0.048461538,0.5,0.2,0.1,1,4.23E+147
0.048461538,0.5,0.2,0.15,0.048461538,0.5,0.2,0.15,0.042118056,1.00E+149
0.048461538,0.5,0.4,0,0.048461538,0.5,0.4,0,0.04032399,1.05E+149
0.048461538,0.5,0.4,0.05,0.048461538,0.5,0.4,0.05,0.042416001,9.96E+148
0.048461538,0.5,0.4,0.1,0.048461538,0.5,0.4,0.1,1,4.23E+147
0.048461538,0.5,0.4,0.15,0.048461538,0.5,0.4,0.15,0.998706802,4.23E+147
0.048461538,0.5,0.6,0,0.046923077,0.5,0.6,0,0.036555361,1.16E+149
0.048461538,0.5,0.6,0.05,0.048461538,0.5,0.6,0.05,1,4.23E+147
0.048461538,0.5,0.6,0.1,0.048461538,0.5,0.6,0.1,1,4.23E+147
0.048461538,0.5,0.6,0.15,0.048461538,0.5,0.6,0.15,0.998706802,4.23E+147
0.048461538,0.7,0.05,0,0.053076923,0.5,0.05,0,0.044819088,9.43E+148
0.048461538,0.7,0.05,0.05,0.048461538,0.7,0.05,0.05,1,4.23E+147
0.048461538,0.7,0.05,0.1,0.048461538,0.7,0.05,0.1,1,4.23E+147
0.048461538,0.7,0.05,0.15,0.048461538,0.7,0.05,0.15,1,4.23E+147
0.048461538,0.7,0.2,0,0.045384615,0.7,0.2,0,0.040429654,1.05E+149
0.048461538,0.7,0.2,0.05,0.048461538,0.7,0.2,0.05,0.412064342,1.03E+148
0.048461538,0.7,0.2,0.1,0.048461538,0.7,0.2,0.1,0.974756302,4.34E+147
0.048461538,0.7,0.2,0.15,0.048461538,0.7,0.2,0.15,0.998706802,4.23E+147
0.048461538,0.7,0.4,0,0.051538462,0.5,0.4,0,0.044365762,9.53E+148
0.048461538,0.7,0.4,0.05,0.048461538,0.7,0.4,0.05,1,4.23E+147
0.048461538,0.7,0.4,0.1,0.046923077,0.7,0.4,0.1,0.03938005,1.07E+149
0.048461538,0.7,0.4,0.15,0.048461538,0.7,0.4,0.15,1,4.23E+147
0.048461538,0.7,0.6,0,0.046923077,0.7,0.6,0.05,1,4.23E+147
0.048461538,0.7,0.6,0.05,0.046923077,0.7,0.6,0.05,0.076803965,5.50E+148
0.048461538,0.7,0.6,0.1,0.046923077,0.7,0.6,0.1,0.104621923,4.04E+148
0.048461538,0.7,0.6,0.15,0.048461538,0.7,0.6,0.15,1,4.23E+147
0.05,0.1,0.05,0,0.05,0.1,0.05,0.05,0.371678893,1.14E+148
0.05,0.1,0.05,0.05,0.05,0.1,0.05,0.05,1,4.23E+147
0.05,0.1,0.05,0.1,0.05,0.1,0.05,0.1,0.594621737,7.11E+147
0.05,0.1,0.05,0.15,0.05,0.1,0.05,0.15,1,4.23E+147
0.05,0.1,0.2,0,0.05,0.1,0.2,0.05,1,4.23E+147
0.05,0.1,0.2,0.05,0.05,0.1,0.2,0.05,1,4.23E+147
0.05,0.1,0.2,0.1,0.05,0.1,0.2,0.1,1,4.23E+147
0.05,0.1,0.2,0.15,0.05,0.1,0.2,0.15,1,4.23E+147
0.05,0.1,0.4,0,0.051538462,0.1,0.4,0.05,1,4.23E+147
0.05,0.1,0.4,0.05,0.05,0.1,0.4,0.05,0.96742985,4.37E+147
0.05,0.1,0.4,0.1,0.05,0.1,0.4,0.1,1,4.23E+147
0.05,0.1,0.4,0.15,0.05,0.1,0.4,0.15,1,4.23E+147
0.05,0.1,0.6,0,0.046923077,0.1,0.4,0,0.040822988,1.04E+149
0.05,0.1,0.6,0.05,0.048461538,0.1,0.6,0.05,0.06997947,6.04E+148
0.05,0.1,0.6,0.1,0.05,0.1,0.6,0.1,0.038133907,1.11E+149
0.05,0.1,0.6,0.15,0.05,0.1,0.6,0.15,0.046164945,9.15E+148
0.05,0.3,0.05,0,0.05,0.3,0.05,0,0.036774384,1.15E+149
0.05,0.3,0.05,0.05,0.05,0.3,0.05,0.05,1,4.23E+147
0.05,0.3,0.05,0.1,0.05,0.3,0.05,0.1,1,4.23E+147
0.05,0.3,0.05,0.15,0.05,0.3,0.05,0.15,1,4.23E+147
0.05,0.3,0.2,0,0.05,0.3,0.2,0,0.037020243,1.14E+149
0.05,0.3,0.2,0.05,0.05,0.3,0.2,0.05,1,4.23E+147
0.05,0.3,0.2,0.1,0.05,0.3,0.2,0.1,1,4.23E+147
0.05,0.3,0.2,0.15,0.05,0.3,0.2,0.15,0.040116277,1.05E+149
0.05,0.3,0.4,0,0.05,0.3,0.4,0,0.04030159,1.05E+149
0.05,0.3,0.4,0.05,0.05,0.3,0.4,0.05,0.035913651,1.18E+149
0.05,0.3,0.4,0.1,0.05,0.3,0.4,0.1,0.042747466,9.89E+148
0.05,0.3,0.4,0.15,0.05,0.3,0.4,0.15,0.100576249,4.20E+148
0.05,0.3,0.6,0,0.046923077,0.1,0.6,0,0.039978138,1.06E+149
0.05,0.3,0.6,0.05,0.048461538,0.3,0.6,0.05,1,4.23E+147
0.05,0.3,0.6,0.1,0.048461538,0.3,0.6,0.1,0.037475906,1.13E+149
0.05,0.3,0.6,0.15,0.05,0.3,0.6,0.15,0.037213177,1.14E+149
0.05,0.5,0.05,0,0.05,0.3,0.05,0,0.044253685,9.55E+148
0.05,0.5,0.05,0.05,0.05,0.5,0.05,0.05,1,4.23E+147
0.05,0.5,0.05,0.1,0.05,0.5,0.05,0.1,0.07725993,5.47E+148
0.05,0.5,0.05,0.15,0.05,0.5,0.05,0.15,0.054509319,7.75E+148
0.05,0.5,0.2,0,0.05,0.5,0.2,0,0.037748665,1.12E+149
0.05,0.5,0.2,0.05,0.05,0.5,0.2,0.05,0.983445331,4.30E+147
0.05,0.5,0.2,0.1,0.05,0.5,0.2,0.1,1,4.23E+147
0.05,0.5,0.2,0.15,0.05,0.5,0.2,0.15,0.045837703,9.22E+148
0.05,0.5,0.4,0,0.05,0.5,0.4,0,0.037115783,1.14E+149
0.05,0.5,0.4,0.05,0.05,0.5,0.4,0.05,1,4.23E+147
0.05,0.5,0.4,0.1,0.05,0.5,0.4,0.1,0.038140415,1.11E+149
0.05,0.5,0.4,0.15,0.05,0.5,0.4,0.15,0.038707868,1.09E+149
0.05,0.5,0.6,0,0.048461538,0.7,0.6,0,1,4.23E+147
0.05,0.5,0.6,0.05,0.05,0.5,0.6,0.05,0.038501847,1.10E+149
0.05,0.5,0.6,0.1,0.048461538,0.5,0.6,0.1,0.997416945,4.24E+147
0.05,0.5,0.6,0.15,0.05,0.5,0.6,0.15,0.092691204,4.56E+148
0.05,0.7,0.05,0,0.048461538,0.7,0.05,0.05,1,4.23E+147
0.05,0.7,0.05,0.05,0.05,0.7,0.05,0.05,1,4.23E+147
0.05,0.7,0.05,0.1,0.05,0.7,0.05,0.1,1,4.23E+147
0.05,0.7,0.05,0.15,0.046923077,0.7,0.05,0.15,1,4.23E+147
0.05,0.7,0.2,0,0.05,0.5,0.2,0,0.043688146,9.67E+148
0.05,0.7,0.2,0.05,0.05,0.7,0.2,0.05,1,4.23E+147
0.05,0.7,0.2,0.1,0.05,0.7,0.2,0.1,0.037792531,1.12E+149
0.05,0.7,0.2,0.15,0.05,0.7,0.2,0.15,0.036811907,1.15E+149
0.05,0.7,0.4,0,0.045384615,0.7,0.4,0,0.045155836,9.36E+148
0.05,0.7,0.4,0.05,0.05,0.7,0.4,0.05,0.036976836,1.14E+149
0.05,0.7,0.4,0.1,0.05,0.7,0.4,0.1,1,4.23E+147
0.05,0.7,0.4,0.15,0.05,0.7,0.4,0.15,0.037429053,1.13E+149
0.05,0.7,0.6,0,0.05,0.7,0.6,0,0.173371622,2.44E+148
0.05,0.7,0.6,0.05,0.05,0.7,0.6,0.05,0.988078151,4.28E+147
0.05,0.7,0.6,0.1,0.05,0.7,0.6,0.1,0.084435914,5.00E+148
0.05,0.7,0.6,0.15,0.048461538,0.7,0.6,0.15,0.998706802,4.23E+147
0.051538462,0.1,0.05,0,0.05,0.1,0.05,0.05,1,4.23E+147
0.051538462,0.1,0.05,0.05,0.051538462,0.1,0.05,0.05,1,4.23E+147
0.051538462,0.1,0.05,0.1,0.051538462,0.1,0.05,0.1,1,4.23E+147
0.051538462,0.1,0.05,0.15,0.051538462,0.1,0.05,0.15,1,4.23E+147
0.051538462,0.1,0.2,0,0.05,0.3,0.2,0,0.039133086,1.08E+149
0.051538462,0.1,0.2,0.05,0.051538462,0.1,0.2,0.05,1,4.23E+147
0.051538462,0.1,0.2,0.1,0.051538462,0.1,0.2,0.1,1,4.23E+147
0.051538462,0.1,0.2,0.15,0.051538462,0.1,0.2,0.15,1,4.23E+147
0.051538462,0.1,0.4,0,0.046923077,0.1,0.4,0,0.041756698,1.01E+149
0.051538462,0.1,0.4,0.05,0.051538462,0.1,0.4,0.05,0.041081703,1.03E+149
0.051538462,0.1,0.4,0.1,0.051538462,0.1,0.4,0.1,0.080071968,5.28E+148
0.051538462,0.1,0.4,0.15,0.051538462,0.1,0.4,0.15,0.040131356,1.05E+149
0.051538462,0.1,0.6,0,0.051538462,0.1,0.6,0,1,4.23E+147
0.051538462,0.1,0.6,0.05,0.05,0.1,0.6,0.05,0.985556241,4.29E+147
0.051538462,0.1,0.6,0.1,0.051538462,0.1,0.6,0.1,0.105538439,4.00E+148
0.051538462,0.1,0.6,0.15,0.051538462,0.1,0.6,0.15,0.998706802,4.23E+147
0.051538462,0.3,0.05,0,0.05,0.3,0.05,0,0.064858741,6.52E+148
0.051538462,0.3,0.05,0.05,0.051538462,0.3,0.05,0.05,1,4.23E+147
0.051538462,0.3,0.05,0.1,0.051538462,0.3,0.05,0.1,1,4.23E+147
0.051538462,0.3,0.05,0.15,0.051538462,0.3,0.05,0.15,0.072776915,5.81E+148
0.051538462,0.3,0.2,0,0.05,0.3,0.2,0.05,1,4.23E+147
0.051538462,0.3,0.2,0.05,0.051538462,0.3,0.2,0.05,0.044000444,9.60E+148
0.051538462,0.3,0.2,0.1,0.051538462,0.1,0.2,0.1,1,4.23E+147
0.051538462,0.3,0.2,0.15,0.051538462,0.3,0.2,0.15,1,4.23E+147
0.051538462,0.3,0.4,0,0.05,0.3,0.4,0,0.042492562,9.94E+148
0.051538462,0.3,0.4,0.05,0.051538462,0.3,0.4,0.05,0.061548252,6.87E+148
0.051538462,0.3,0.4,0.1,0.051538462,0.3,0.4,0.1,0.038694794,1.09E+149
0.051538462,0.3,0.4,0.15,0.051538462,0.3,0.4,0.15,0.088841971,4.76E+148
0.051538462,0.3,0.6,0,0.048461538,0.3,0.6,0.05,1,4.23E+147
0.051538462,0.3,0.6,0.05,0.051538462,0.3,0.6,0.05,0.039241731,1.08E+149
0.051538462,0.3,0.6,0.1,0.051538462,0.3,0.6,0.1,0.041897259,1.01E+149
0.051538462,0.3,0.6,0.15,0.051538462,0.3,0.6,0.15,0.985956436,4.29E+147
0.051538462,0.5,0.05,0,0.054615385,0.5,0.05,0,0.042847672,9.86E+148
0.051538462,0.5,0.05,0.05,0.05,0.5,0.05,0.05,1,4.23E+147
0.051538462,0.5,0.05,0.1,0.051538462,0.5,0.05,0.1,1,4.23E+147
0.051538462,0.5,0.05,0.15,0.051538462,0.5,0.05,0.15,1,4.23E+147
0.051538462,0.5,0.2,0,0.054615385,0.5,0.2,0,1,4.23E+147
0.051538462,0.5,0.2,0.05,0.05,0.5,0.2,0.05,1,4.23E+147
0.051538462,0.5,0.2,0.1,0.051538462,0.5,0.2,0.1,1,4.23E+147
0.051538462,0.5,0.2,0.15,0.051538462,0.5,0.2,0.15,0.034872821,1.21E+149
0.051538462,0.5,0.4,0,0.053076923,0.1,0.4,0,0.045857721,9.22E+148
0.051538462,0.5,0.4,0.05,0.051538462,0.5,0.4,0.05,0.041171004,1.03E+149
0.051538462,0.5,0.4,0.1,0.051538462,0.5,0.4,0.1,1,4.23E+147
0.051538462,0.5,0.4,0.15,0.051538462,0.5,0.4,0.15,0.085605957,4.94E+148
0.051538462,0.5,0.6,0,0.051538462,0.5,0.6,0,0.052587562,8.04E+148
0.051538462,0.5,0.6,0.05,0.051538462,0.5,0.6,0.05,0.040662769,1.04E+149
0.051538462,0.5,0.6,0.1,0.051538462,0.5,0.6,0.1,0.088967593,4.75E+148
0.051538462,0.5,0.6,0.15,0.053076923,0.5,0.6,0.15,0.997416945,4.24E+147
0.051538462,0.7,0.05,0,0.051538462,0.7,0.05,0.05,1,4.23E+147
0.051538462,0.7,0.05,0.05,0.051538462,0.7,0.05,0.05,1,4.23E+147
0.051538462,0.7,0.05,0.1,0.051538462,0.7,0.05,0.1,0.038789175,1.09E+149
0.051538462,0.7,0.05,0.15,0.051538462,0.7,0.05,0.15,0.035949371,1.18E+149
0.051538462,0.7,0.2,0,0.051538462,0.5,0.2,0,0.039907667,1.06E+149
0.051538462,0.7,0.2,0.05,0.051538462,0.7,0.2,0.05,1,4.23E+147
0.051538462,0.7,0.2,0.1,0.051538462,0.7,0.2,0.1,1,4.23E+147
0.051538462,0.7,0.2,0.15,0.051538462,0.7,0.2,0.15,0.03983638,1.06E+149
0.051538462,0.7,0.4,0,0.048461538,0.7,0.2,0,0.171866966,2.46E+148
0.051538462,0.7,0.4,0.05,0.051538462,0.7,0.4,0.05,1,4.23E+147
0.051538462,0.7,0.4,0.1,0.051538462,0.7,0.4,0.1,0.034873983,1.21E+149
0.051538462,0.7,0.4,0.15,0.051538462,0.7,0.4,0.15,0.363387009,1.16E+148
0.051538462,0.7,0.6,0,0.05,0.7,0.6,0.05,1,4.23E+147
0.051538462,0.7,0.6,0.05,0.051538462,0.7,0.6,0.05,1,4.23E+147
0.051538462,0.7,0.6,0.1,0.053076923,0.7,0.6,0.1,0.041490292,1.02E+149
0.051538462,0.7,0.6,0.15,0.051538462,0.7,0.6,0.15,0.041410387,1.02E+149
0.053076923,0.1,0.05,0,0.056153846,0.1,0.05,0,0.041313951,1.02E+149
0.053076923,0.1,0.05,0.05,0.053076923,0.3,0.05,0.05,0.475175897,8.89E+147
0.053076923,0.1,0.05,0.1,0.053076923,0.1,0.05,0.1,1,4.23E+147
0.053076923,0.1,0.05,0.15,0.053076923,0.1,0.05,0.15,1,4.23E+147
0.053076923,0.1,0.2,0,0.053076923,0.3,0.2,0,0.089708687,4.71E+148
0.053076923,0.1,0.2,0.05,0.053076923,0.1,0.2,0.05,1,4.23E+147
0.053076923,0.1,0.2,0.1,0.053076923,0.1,0.2,0.1,0.98974723,4.27E+147
0.053076923,0.1,0.2,0.15,0.053076923,0.1,0.2,0.15,1,4.23E+147
0.053076923,0.1,0.4,0,0.05,0.1,0.4,0.05,1,4.23E+147
0.053076923,0.1,0.4,0.05,0.053076923,0.1,0.4,0.05,1,4.23E+147
0.053076923,0.1,0.4,0.1,0.053076923,0.1,0.4,0.1,1,4.23E+147
0.053076923,0.1,0.4,0.15,0.053076923,0.1,0.4,0.15,1,4.23E+147
0.053076923,0.1,0.6,0,0.057692308,0.1,0.6,0,0.041485381,1.02E+149
0.053076923,0.1,0.6,0.05,0.053076923,0.1,0.6,0.05,0.931473973,4.54E+147
0.053076923,0.1,0.6,0.1,0.053076923,0.1,0.6,0.1,0.998706802,4.23E+147
0.053076923,0.1,0.6,0.15,0.053076923,0.1,0.6,0.15,0.095666328,4.42E+148
0.053076923,0.3,0.05,0,0.051538462,0.3,0.05,0,0.165572919,2.55E+148
0.053076923,0.3,0.05,0.05,0.053076923,0.3,0.05,0.05,0.038067649,1.11E+149
0.053076923,0.3,0.05,0.1,0.053076923,0.3,0.05,0.1,1,4.23E+147
0.053076923,0.3,0.05,0.15,0.053076923,0.3,0.05,0.15,1,4.23E+147
0.053076923,0.3,0.2,0,0.05,0.3,0.2,0,0.037830334,1.12E+149
0.053076923,0.3,0.2,0.05,0.053076923,0.3,0.2,0.05,1,4.23E+147
0.053076923,0.3,0.2,0.1,0.053076923,0.3,0.2,0.1,1,4.23E+147
0.053076923,0.3,0.2,0.15,0.053076923,0.3,0.2,0.15,1,4.23E+147
0.053076923,0.3,0.4,0,0.053076923,0.3,0.4,0,1,4.23E+147
0.053076923,0.3,0.4,0.05,0.053076923,0.3,0.4,0.05,0.038184254,1.11E+149
0.053076923,0.3,0.4,0.1,0.053076923,0.3,0.4,0.1,1,4.23E+147
0.053076923,0.3,0.4,0.15,0.053076923,0.3,0.4,0.15,0.378348619,1.12E+148
0.053076923,0.3,0.6,0,0.053076923,0.3,0.6,0.05,1,4.23E+147
0.053076923,0.3,0.6,0.05,0.053076923,0.3,0.6,0.05,0.985956436,4.29E+147
0.053076923,0.3,0.6,0.1,0.053076923,0.3,0.6,0.1,0.045142314,9.36E+148
0.053076923,0.3,0.6,0.15,0.051538462,0.3,0.6,0.15,0.037454167,1.13E+149
0.053076923,0.5,0.05,0,0.051538462,0.5,0.05,0,0.042500704,9.94E+148
0.053076923,0.5,0.05,0.05,0.053076923,0.5,0.05,0.05,1,4.23E+147
0.053076923,0.5,0.05,0.1,0.054615385,0.5,0.05,0.1,1,4.23E+147
0.053076923,0.5,0.05,0.15,0.053076923,0.5,0.05,0.15,0.040121194,1.05E+149
0.053076923,0.5,0.2,0,0.053076923,0.7,0.2,0,0.041125414,1.03E+149
0.053076923,0.5,0.2,0.05,0.053076923,0.5,0.2,0.05,1,4.23E+147
0.053076923,0.5,0.2,0.1,0.053076923,0.5,0.2,0.1,1,4.23E+147
0.053076923,0.5,0.2,0.15,0.053076923,0.5,0.2,0.15,1,4.23E+147
0.053076923,0.5,0.4,0,0.053076923,0.5,0.4,0,0.053386753,7.92E+148
0.053076923,0.5,0.4,0.05,0.053076923,0.5,0.4,0.05,1,4.23E+147
0.053076923,0.5,0.4,0.1,0.053076923,0.5,0.4,0.1,0.039384103,1.07E+149
0.053076923,0.5,0.4,0.15,0.053076923,0.5,0.4,0.15,1,4.23E+147
0.053076923,0.5,0.6,0,0.053076923,0.3,0.6,0,0.040434886,1.05E+149
0.053076923,0.5,0.6,0.05,0.053076923,0.5,0.6,0.05,0.996130415,4.24E+147
0.053076923,0.5,0.6,0.1,0.053076923,0.5,0.6,0.1,1,4.23E+147
0.053076923,0.5,0.6,0.15,0.053076923,0.5,0.6,0.15,1,4.23E+147
0.053076923,0.7,0.05,0,0.053076923,0.7,0.05,0,0.036938913,1.14E+149
0.053076923,0.7,0.05,0.05,0.051538462,0.7,0.05,0.05,0.040291719,1.05E+149
0.053076923,0.7,0.05,0.1,0.054615385,0.7,0.05,0.1,0.045024489,9.39E+148
0.053076923,0.7,0.05,0.15,0.053076923,0.7,0.05,0.15,1,4.23E+147
0.053076923,0.7,0.2,0,0.051538462,0.5,0.05,0,1,4.23E+147
0.053076923,0.7,0.2,0.05,0.053076923,0.7,0.2,0.05,1,4.23E+147
0.053076923,0.7,0.2,0.1,0.053076923,0.7,0.2,0.1,0.080781055,5.23E+148
0.053076923,0.7,0.2,0.15,0.053076923,0.7,0.2,0.15,0.422435432,1.00E+148
0.053076923,0.7,0.4,0,0.054615385,0.7,0.4,0.05,0.998706802,4.23E+147
0.053076923,0.7,0.4,0.05,0.053076923,0.7,0.4,0.05,1,4.23E+147
0.053076923,0.7,0.4,0.1,0.053076923,0.7,0.4,0.1,1,4.23E+147
0.053076923,0.7,0.4,0.15,0.051538462,0.7,0.4,0.15,1,4.23E+147
0.053076923,0.7,0.6,0,0.053076923,0.7,0.6,0.05,1,4.23E+147
0.053076923,0.7,0.6,0.05,0.053076923,0.7,0.6,0.05,0.038652392,1.09E+149
0.053076923,0.7,0.6,0.1,0.053076923,0.7,0.6,0.1,0.998706802,4.23E+147
0.053076923,0.7,0.6,0.15,0.053076923,0.7,0.6,0.15,1,4.23E+147
0.054615385,0.1,0.05,0,0.054615385,0.1,0.05,0,0.039813651,1.06E+149
0.054615385,0.1,0.05,0.05,0.054615385,0.1,0.2,0.05,1,4.23E+147
0.054615385,0.1,0.05,0.1,0.054615385,0.1,0.05,0.1,1,4.23E+147
0.054615385,0.1,0.05,0.15,0.054615385,0.1,0.05,0.15,1,4.23E+147
0.054615385,0.1,0.2,0,0.056153846,0.1,0.4,0,0.989343952,4.27E+147
0.054615385,0.1,0.2,0.05,0.054615385,0.1,0.2,0.05,0.042481199,9.95E+148
0.054615385,0.1,0.2,0.1,0.054615385,0.1,0.2,0.1,1,4.23E+147
0.054615385,0.1,0.2,0.15,0.054615385,0.1,0.2,0.15,0.036117992,1.17E+149
0.054615385,0.1,0.4,0,0.051538462,0.1,0.4,0.05,1,4.23E+147
0.054615385,0.1,0.4,0.05,0.054615385,0.1,0.4,0.05,1,4.23E+147
0.054615385,0.1,0.4,0.1,0.053076923,0.1,0.4,0.1,1,4.23E+147
0.054615385,0.1,0.4,0.15,0.054615385,0.1,0.4,0.15,1,4.23E+147
0.054615385,0.1,0.6,0,0.053076923,0.1,0.6,0.05,1,4.23E+147
0.054615385,0.1,0.6,0.05,0.054615385,0.1,0.6,0.05,1,4.23E+147
0.054615385,0.1,0.6,0.1,0.053076923,0.1,0.6,0.1,0.123502385,3.42E+148
0.054615385,0.1,0.6,0.15,0.054615385,0.1,0.6,0.15,0.961843795,4.39E+147
0.054615385,0.3,0.05,0,0.053076923,0.3,0.05,0,0.042341032,9.98E+148
0.054615385,0.3,0.05,0.05,0.053076923,0.3,0.05,0.05,0.067149381,6.29E+148
0.054615385,0.3,0.05,0.1,0.054615385,0.3,0.05,0.1,1,4.23E+147
0.054615385,0.3,0.05,0.15,0.054615385,0.3,0.05,0.15,1,4.23E+147
0.054615385,0.3,0.2,0,0.053076923,0.3,0.2,0.05,1,4.23E+147
0.054615385,0.3,0.2,0.05,0.054615385,0.3,0.2,0.05,1,4.23E+147
0.054615385,0.3,0.2,0.1,0.054615385,0.3,0.2,0.1,0.040339698,1.05E+149
0.054615385,0.3,0.2,0.15,0.054615385,0.3,0.2,0.15,1,4.23E+147
0.054615385,0.3,0.4,0,0.053076923,0.3,0.6,0,0.093186092,4.53E+148
0.054615385,0.3,0.4,0.05,0.054615385,0.3,0.4,0.05,1,4.23E+147
0.054615385,0.3,0.4,0.1,0.054615385,0.3,0.4,0.1,0.378893195,1.12E+148
0.054615385,0.3,0.4,0.15,0.054615385,0.3,0.4,0.15,0.039573394,1.07E+149
0.054615385,0.3,0.6,0,0.051538462,0.3,0.6,0.05,1,4.23E+147
0.054615385,0.3,0.6,0.05,0.054615385,0.3,0.6,0.05,0.044222366,9.56E+148
0.054615385,0.3,0.6,0.1,0.054615385,0.3,0.6,0.1,0.041538981,1.02E+149
0.054615385,0.3,0.6,0.15,0.054615385,0.3,0.6,0.15,0.985956436,4.29E+147
0.054615385,0.5,0.05,0,0.054615385,0.5,0.05,0.05,1,4.23E+147
0.054615385,0.5,0.05,0.05,0.054615385,0.5,0.05,0.05,1,4.23E+147
0.054615385,0.5,0.05,0.1,0.054615385,0.5,0.05,0.1,1,4.23E+147
0.054615385,0.5,0.05,0.15,0.054615385,0.5,0.05,0.15,1,4.23E+147
0.054615385,0.5,0.2,0,0.053076923,0.5,0.2,0,0.041879688,1.01E+149
0.054615385,0.5,0.2,0.05,0.054615385,0.3,0.2,0.05,0.035718905,1.18E+149
0.054615385,0.5,0.2,0.1,0.054615385,0.5,0.2,0.1,0.982194569,4.30E+147
