number,value,datetime_start,datetime_complete,duration,params_dt,params_mu,params_noise,params_r,params_steps,state
0,0.0001769463585900383,2025-08-19 07:06:05.073267,2025-08-19 07:06:10.999492,0 days 00:00:05.926225,0.010335537889266885,0.24423305530014533,0.0004162579090819885,0.12873922160366613,600,COMPLETE
1,0.0005589098222798744,2025-08-19 07:06:10.999780,2025-08-19 07:06:14.729109,0 days 00:00:03.729329,0.038784861930376016,0.05148847048700193,0.009402242959831972,0.2335593315025858,700,COMPLETE
2,0.0006970231989705197,2025-08-19 07:06:14.729345,2025-08-19 07:06:18.958120,0 days 00:00:04.228775,0.06191210610003763,0.6348193584321871,0.0017474072456748803,0.5943955678948615,800,COMPLETE
3,0.00033676006089603195,2025-08-19 07:06:18.958328,2025-08-19 07:06:21.098773,0 days 00:00:02.140445,0.05457620943814913,0.6353367536625731,0.0009219515062413906,0.4799659546108531,400,COMPLETE
4,0.00026790512091678763,2025-08-19 07:06:21.098996,2025-08-19 07:06:26.398453,0 days 00:00:05.299457,0.06456778748891903,0.3851006457545574,0.0016401557013602977,0.15480667704472875,1000,COMPLETE
5,0.0013069394851159143,2025-08-19 07:06:26.398662,2025-08-19 07:06:29.596681,0 days 00:00:03.198019,0.05686228179169599,0.3439451095221379,0.04475732312404813,0.2860196920306032,600,COMPLETE
6,0.0005241758061935496,2025-08-19 07:06:29.596908,2025-08-19 07:06:32.256452,0 days 00:00:02.659544,0.06675913729947447,0.19912022094206483,0.09404401182709111,0.39330888030663136,500,COMPLETE
7,0.00036674111921043305,2025-08-19 07:06:32.256689,2025-08-19 07:06:34.909314,0 days 00:00:02.652625,0.04333132200184189,0.2524859563158432,0.0011412730092075583,0.29533968658684107,500,COMPLETE
8,0.000525877053942236,2025-08-19 07:06:34.909550,2025-08-19 07:06:37.050819,0 days 00:00:02.141269,0.04803003051055603,0.5229516741616237,0.057892385752540076,0.4610974701361407,400,COMPLETE
9,0.0009097983704963086,2025-08-19 07:06:37.051059,2025-08-19 07:06:39.691129,0 days 00:00:02.640070,0.03867026006613758,0.3532067953897538,0.027215090233725273,0.34799441694573974,500,COMPLETE
