number,value,datetime_start,datetime_complete,duration,params_dt,params_mu,params_noise,params_r,params_steps,state
0,0.01213554391327723,2025-08-17 16:59:32.322021,2025-08-17 16:59:38.390711,0 days 00:00:06.068690,0.06576541567795893,0.21691916386481797,0.02737034919984533,0.3076370306585118,600,COMPLETE
1,0.01901034828478793,2025-08-17 16:59:38.391040,2025-08-17 16:59:42.347225,0 days 00:00:03.956185,0.029354445574850393,0.5109971826444024,0.00027718786428084104,0.2976174750559682,700,COMPLETE
2,0.012427172069494648,2025-08-17 16:59:42.347768,2025-08-17 16:59:46.848045,0 days 00:00:04.500277,0.06858084673156838,0.1538516402006257,0.0019487595612943916,0.507625291197278,800,COMPLETE
3,0.009493490514400833,2025-08-17 16:59:46.848511,2025-08-17 16:59:51.885922,0 days 00:00:05.037411,0.026446683826136304,0.752494887375259,0.24990893306627945,0.22038262174342657,900,COMPLETE
4,0.01725634532380756,2025-08-17 16:59:51.886169,2025-08-17 16:59:54.675497,0 days 00:00:02.789328,0.06786996304577245,0.5008135833436982,0.21716143163896687,0.3306565811042768,500,COMPLETE
5,0.027008937430145895,2025-08-17 16:59:54.675725,2025-08-17 17:00:00.233402,0 days 00:00:05.557677,0.04961562074489763,0.3764274391266281,0.0004518564569031484,0.13288992762436758,1000,COMPLETE
6,0.056214532046797716,2025-08-17 17:00:00.233661,2025-08-17 17:00:05.795756,0 days 00:00:05.562095,0.011043701338409274,0.33057377245286573,0.11957845559974356,0.07377265872581863,1000,COMPLETE
7,0.016804418524032017,2025-08-17 17:00:05.796005,2025-08-17 17:00:08.059253,0 days 00:00:02.263248,0.038595778754511305,0.41085033442257085,0.010787127268530598,0.25267321847309465,400,COMPLETE
8,0.004133328844108019,2025-08-17 17:00:08.059459,2025-08-17 17:00:11.478340,0 days 00:00:03.418881,0.020957659028016846,0.6871828826569182,0.00013927770896129612,0.5273858154334521,600,COMPLETE
9,0.005039023399476157,2025-08-17 17:00:11.478516,2025-08-17 17:00:15.430327,0 days 00:00:03.951811,0.033131718841472445,0.09515049763018858,0.001293739403733965,0.09875856081145269,700,COMPLETE
10,0.0076548279898124615,2025-08-17 17:00:15.430816,2025-08-17 17:00:21.005031,0 days 00:00:05.574215,0.060411020268419095,0.7209269165837946,0.003750911300006679,0.30089743212715536,1000,COMPLETE
11,0.012740311603843438,2025-08-17 17:00:21.005248,2025-08-17 17:00:25.510048,0 days 00:00:04.504800,0.03865760449976563,0.0545233384646641,0.17380462955738923,0.2298861856006034,800,COMPLETE
12,0.005964235431451223,2025-08-17 17:00:25.510265,2025-08-17 17:00:29.460132,0 days 00:00:03.949867,0.058453481616736816,0.25122554692429083,0.00015879637493872772,0.054500238245464364,700,COMPLETE
13,0.013367804317682997,2025-08-17 17:00:29.460615,2025-08-17 17:00:32.258079,0 days 00:00:02.797464,0.06909112998992854,0.5515565630317949,0.28237011502620385,0.3563815388324489,500,COMPLETE
14,0.004116987898013371,2025-08-17 17:00:32.258311,2025-08-17 17:00:35.060666,0 days 00:00:02.802355,0.06129695486559265,0.34801717299198787,0.00014478787120515718,0.5565990192879188,500,COMPLETE
15,0.014819138578670227,2025-08-17 17:00:35.061170,2025-08-17 17:00:39.568774,0 days 00:00:04.507604,0.06093038250124964,0.2591235273079323,0.010015657327687584,0.22143075558723352,800,COMPLETE
16,0.008333061461078147,2025-08-17 17:00:39.569029,2025-08-17 17:00:43.515573,0 days 00:00:03.946544,0.057750341059566966,0.19302274030758437,0.002966089278607408,0.1917160302162938,700,COMPLETE
17,0.012915414463922352,2025-08-17 17:00:43.516039,2025-08-17 17:00:48.015664,0 days 00:00:04.499625,0.06898857068983588,0.4544098957490448,0.0030115959043336745,0.42735131969395007,800,COMPLETE
18,0.003023804151465774,2025-08-17 17:00:48.015908,2025-08-17 17:00:53.580744,0 days 00:00:05.564836,0.01039394109491145,0.08095930927233001,0.0010170057974824083,0.19394373458119443,1000,COMPLETE
19,0.00666964225751398,2025-08-17 17:00:53.580984,2025-08-17 17:00:55.843060,0 days 00:00:02.262076,0.057100454495611595,0.3762923304798379,0.0010108427959733758,0.5225792389246201,400,COMPLETE
20,0.010492469703458133,2025-08-17 17:00:55.843279,2025-08-17 17:01:01.386253,0 days 00:00:05.542974,0.02314466698122808,0.16635376726354922,0.00031584547813256775,0.3423609674142385,1000,COMPLETE
21,0.013740712999032435,2025-08-17 17:01:01.386493,2025-08-17 17:01:05.345365,0 days 00:00:03.958872,0.05314882714064056,0.20068879147720042,0.024915181099311203,0.46975905201898593,700,COMPLETE
22,0.0038796573186717933,2025-08-17 17:01:05.345622,2025-08-17 17:01:07.611349,0 days 00:00:02.265727,0.01649397499683927,0.761007165568824,0.0002199712493709326,0.1808920280653082,400,COMPLETE
23,0.006719990341944046,2025-08-17 17:01:07.611525,2025-08-17 17:01:12.108856,0 days 00:00:04.497331,0.06624913973148064,0.3803170127774684,0.19158311119122487,0.3239116542332519,800,COMPLETE
24,0.0038938587448260776,2025-08-17 17:01:12.109364,2025-08-17 17:01:14.939938,0 days 00:00:02.830574,0.06906410097312354,0.3388292528857652,0.19516218934686427,0.4883440386339436,500,COMPLETE
25,0.011696815242288314,2025-08-17 17:01:14.940145,2025-08-17 17:01:18.343765,0 days 00:00:03.403620,0.06954365110943592,0.6721837692570514,0.15261494824722838,0.08976643157409449,600,COMPLETE
26,0.008868452898729978,2025-08-17 17:01:18.343938,2025-08-17 17:01:21.737559,0 days 00:00:03.393621,0.06517536747513757,0.18288455366663348,0.16596529698870024,0.5600512220884304,600,COMPLETE
27,0.005455659019574907,2025-08-17 17:01:21.737736,2025-08-17 17:01:26.216851,0 days 00:00:04.479115,0.046201022151067014,0.7091803742191403,0.0006978818248700366,0.14723890312447568,800,COMPLETE
28,0.010445494548860037,2025-08-17 17:01:26.217316,2025-08-17 17:01:31.807252,0 days 00:00:05.589936,0.06895036703977968,0.2042344178113656,0.00040117710104373394,0.29770344158513645,1000,COMPLETE
29,0.012938254825801727,2025-08-17 17:01:31.807490,2025-08-17 17:01:37.367207,0 days 00:00:05.559717,0.043120981181156794,0.49553332626779656,0.11323669957056721,0.5115706650878822,1000,COMPLETE
30,0.028587042130562457,2025-08-17 17:01:37.367681,2025-08-17 17:01:42.952848,0 days 00:00:05.585167,0.01242810225934664,0.5202896651200233,0.1860549175874326,0.06434554242685162,1000,COMPLETE
31,0.012269207681655804,2025-08-17 17:01:42.953118,2025-08-17 17:01:48.517427,0 days 00:00:05.564309,0.012874869551813972,0.42835365969154215,0.2314454041627702,0.06422725018039124,1000,COMPLETE
32,0.003665022007865135,2025-08-17 17:01:48.517684,2025-08-17 17:01:52.471204,0 days 00:00:03.953520,0.03762108033778915,0.36842196584124265,0.000341757518653549,0.2426466941701127,700,COMPLETE
33,0.013757276099848134,2025-08-17 17:01:52.471680,2025-08-17 17:01:58.061059,0 days 00:00:05.589379,0.03944665687563698,0.44890495024425814,0.0006416486486058509,0.09593837717317616,1000,COMPLETE
34,0.02763020013277403,2025-08-17 17:01:58.061288,2025-08-17 17:02:03.629013,0 days 00:00:05.567725,0.014966814055856377,0.08215824825710286,0.13834475724665468,0.1306196860863735,1000,COMPLETE
35,0.009078213339093073,2025-08-17 17:02:03.629244,2025-08-17 17:02:09.188703,0 days 00:00:05.559459,0.022873067431968316,0.18577974700142763,0.06359765747578852,0.1588830947238889,1000,COMPLETE
36,0.02651104906288387,2025-08-17 17:02:09.189159,2025-08-17 17:02:13.718115,0 days 00:00:04.528956,0.01502342397363278,0.19259779039171293,0.11516413091599,0.053218900644029135,800,COMPLETE
37,0.009730255691023338,2025-08-17 17:02:13.718338,2025-08-17 17:02:17.685040,0 days 00:00:03.966702,0.01058616796441962,0.6235698295155171,0.11802850853022677,0.15006103467763643,700,COMPLETE
38,0.02028173559232643,2025-08-17 17:02:17.685515,2025-08-17 17:02:23.259347,0 days 00:00:05.573832,0.05605374118398349,0.4202087007784617,0.000643666870096606,0.21523884364312557,1000,COMPLETE
39,0.024323296709945586,2025-08-17 17:02:23.259586,2025-08-17 17:02:28.308936,0 days 00:00:05.049350,0.022782755997289645,0.4633954107572954,0.016533404874232424,0.2143499514903633,900,COMPLETE
40,0.024812142187814558,2025-08-17 17:02:28.309196,2025-08-17 17:02:33.867737,0 days 00:00:05.558541,0.01077396097059173,0.17500532044780623,0.20632231659458494,0.07514542384808973,1000,COMPLETE
41,0.012729888171208764,2025-08-17 17:02:33.867999,2025-08-17 17:02:39.427721,0 days 00:00:05.559722,0.038545927930393444,0.2531343077646267,0.00010101236258856102,0.06064602336264832,1000,COMPLETE
42,0.007131714063979247,2025-08-17 17:02:39.427979,2025-08-17 17:02:43.380985,0 days 00:00:03.953006,0.019807900665441504,0.05518778424849896,0.11387175588328292,0.07940999601655367,700,COMPLETE
43,0.030352962991692035,2025-08-17 17:02:43.381220,2025-08-17 17:02:47.362046,0 days 00:00:03.980826,0.010661341272938114,0.31109272361376056,0.18608735582244965,0.16707273185419697,700,COMPLETE
44,0.009998215015185054,2025-08-17 17:02:47.362277,2025-08-17 17:02:52.412484,0 days 00:00:05.050207,0.012795686098671124,0.36375151018299023,0.2533331196895009,0.2640702065540531,900,COMPLETE
45,0.014763452572275028,2025-08-17 17:02:52.412709,2025-08-17 17:02:57.968628,0 days 00:00:05.555919,0.01194132978629871,0.5324232823130383,0.0037423119196131394,0.08411090240260402,1000,COMPLETE
46,0.013255257779150197,2025-08-17 17:02:57.968871,2025-08-17 17:03:01.392273,0 days 00:00:03.423402,0.013975483208436716,0.34608953748624793,0.28100697802142777,0.11246594859567052,600,COMPLETE
47,0.023775575068417536,2025-08-17 17:03:01.392444,2025-08-17 17:03:05.346024,0 days 00:00:03.953580,0.01250171449549368,0.21658436755745436,0.21875286452161807,0.24910687360427702,700,COMPLETE
48,0.030329976264511414,2025-08-17 17:03:05.346528,2025-08-17 17:03:10.929331,0 days 00:00:05.582803,0.024572702899333193,0.6191855668202659,0.07351614705538784,0.11591965379324523,1000,COMPLETE
49,0.028289176677569243,2025-08-17 17:03:10.929568,2025-08-17 17:03:16.515021,0 days 00:00:05.585453,0.011447659439682314,0.6711327214857422,0.15095283143644214,0.16629060353375918,1000,COMPLETE
50,0.02326452678420802,2025-08-17 17:03:16.515277,2025-08-17 17:03:43.561267,0 days 00:00:27.045990,0.013922527337496634,0.7625032296087669,0.10010838059815637,0.1766999756534182,1000,COMPLETE
51,0.012730875325883077,2025-08-17 17:03:43.561461,2025-08-17 17:04:05.493863,0 days 00:00:21.932402,0.043481379376218925,0.4712624730467682,0.17307321748667645,0.05383717416028194,800,COMPLETE
52,0.017555079720387855,2025-08-17 17:04:05.494079,2025-08-17 17:04:30.115337,0 days 00:00:24.621258,0.026439391488370212,0.6569529097254799,0.04326559394872813,0.05282364476221593,900,COMPLETE
53,0.012482587176931853,2025-08-17 17:04:30.115549,2025-08-17 17:04:57.320184,0 days 00:00:27.204635,0.030963623807580214,0.5619590775816765,0.290845907898182,0.10121914394002357,1000,COMPLETE
54,0.01670990792157624,2025-08-17 17:04:57.320398,2025-08-17 17:05:21.918713,0 days 00:00:24.598315,0.016996328828833146,0.560248990986498,0.1510625280490564,0.2600390677350354,900,COMPLETE
55,0.016452870007873627,2025-08-17 17:05:21.918923,2025-08-17 17:05:49.174589,0 days 00:00:27.255666,0.018922110714117854,0.2967200950863216,0.019270697836841735,0.06522447033981055,1000,COMPLETE
56,0.016347055009542442,2025-08-17 17:05:49.174804,2025-08-17 17:06:13.749393,0 days 00:00:24.574589,0.013319495691413039,0.5728110148737442,0.08238918283832378,0.0762688716994946,900,COMPLETE
