outer,batch,Q,gamma,R,best_norm,eta_CIM,eta_CPM,Sigma_CPM,wall_time
75,4,1,0.04136,401,7.066927156038592e+131,0.3156859045140524,0.3156859045140524,2.4875572092877546e+132,21.78
