X,cac_dt,mu,r,noise,mean_norm,eff,p_opt
9,0.03,0.7,0.6,0.15,1.5048918823857972e+149,16.30459866884294,0.04
9,0.05,0.1,0.05,0.0,2.413979040018863e+149,26.154011396558364,0.04
9,0.05,0.1,0.05,0.05,3.1372160059409325e+149,33.98984904699227,0.01
9,0.05,0.1,0.05,0.1,4.021633001351553e+149,43.57197540095536,0.01
9,0.05,0.1,0.05,0.15,3.521448191799049e+149,38.152773745700166,0.0
9,0.05,0.1,0.2,0.0,2.102797946390426e+148,2.2782551357249967,0.69
9,0.05,0.1,0.2,0.05,9.419642962886742e+147,1.0205616756346216,0.98
9,0.05,0.1,0.2,0.1,1.1251517858086487e+148,1.2190343056444868,0.62
9,0.05,0.1,0.2,0.15,1.0678729824865133e+148,1.1569761663635156,0.75
9,0.05,0.1,0.4,0.0,1.613933675535403e+149,17.48600093185251,0.02
9,0.05,0.1,0.4,0.05,9.305163331449734e+147,1.008158495923277,0.99
9,0.05,0.1,0.4,0.1,1.922266085605738e+149,20.826597197694497,0.03
9,0.05,0.1,0.4,0.15,1.9232129713834748e+149,20.836856135743094,0.0
9,0.05,0.1,0.6,0.0,1.688908855086753e+148,1.8298311920447377,0.78
9,0.05,0.1,0.6,0.05,1.2312054320759965e+148,1.3339370544728737,0.52
9,0.05,0.1,0.6,0.1,1.3321181167545202e+148,1.4432698805407747,0.39
9,0.05,0.1,0.6,0.15,1.2863829677417654e+148,1.3937185965953458,0.45
9,0.05,0.3,0.05,0.0,1.9880383221294534e+149,21.539199832224803,0.02
9,0.05,0.3,0.05,0.05,1.0119764898004566e+148,1.0964156775397458,0.83
9,0.05,0.3,0.05,0.1,1.9039456398261635e+149,20.62810618357812,0.02
9,0.05,0.3,0.05,0.15,2.1141245457408203e+149,22.905268250637803,0.0
9,0.05,0.3,0.2,0.0,1.8581126183875864e+148,2.013153295523978,0.34
9,0.05,0.3,0.2,0.05,9.321445675354966e+147,1.0099225899812636,0.98
9,0.05,0.3,0.2,0.1,1.122338638939323e+148,1.215986430163349,0.61
9,0.05,0.3,0.2,0.15,1.1186209790374478e+148,1.21195856919893,0.61
9,0.05,0.3,0.4,0.0,1.7484357408375758e+149,18.943249934621882,0.0
9,0.05,0.3,0.4,0.05,1.1228727050808175e+148,1.2165650587147823,0.65
9,0.05,0.3,0.4,0.1,1.2186866854856786e+148,1.3203737452822835,0.49
9,0.05,0.3,0.4,0.15,1.1552638506433795e+148,1.2516589172838362,0.55
9,0.05,0.3,0.6,0.0,1.0807714610242594e+149,11.709508922862328,0.01
9,0.05,0.3,0.6,0.05,9.745300681169028e+147,1.0558447312624184,0.97
9,0.05,0.3,0.6,0.1,1.2123812560476343e+148,1.313542191625483,0.5
9,0.05,0.3,0.6,0.15,1.2439139405158163e+148,1.3477059592172045,0.48
9,0.05,0.5,0.05,0.0,3.71641268451701e+149,40.26509679405187,0.01
9,0.05,0.5,0.05,0.05,1.0852530140790677e+148,1.1758063855497045,0.69
9,0.05,0.5,0.05,0.1,1.294754117989681e+148,1.4027882345398648,0.62
9,0.05,0.5,0.05,0.15,1.1656607185214152e+148,1.2629232984761656,0.56
9,0.05,0.5,0.2,0.0,9.305163331449734e+147,1.008158495923277,0.99
9,0.05,0.5,0.2,0.05,1.0715153943268129e+148,1.1609225005778099,0.72
9,0.05,0.5,0.2,0.1,1.0124306905395406e+148,1.096907776729896,0.94
9,0.05,0.5,0.2,0.15,1.2290701991434342e+148,1.3316236579799154,0.85
9,0.05,0.5,0.4,0.0,2.781342187206472e+149,30.13417020445969,0.03
9,0.05,0.5,0.4,0.05,2.451359626991554e+149,26.559007579825206,0.02
9,0.05,0.5,0.4,0.1,1.0070831487649925e+148,1.091114036759643,0.92
9,0.05,0.5,0.4,0.15,1.1111529927667207e+148,1.203867455117326,0.66
9,0.05,0.5,0.6,0.0,1.0164271096712963e+148,1.10123765655837,0.97
9,0.05,0.5,0.6,0.05,1.0730611155186401e+148,1.1625971965464474,0.91
9,0.05,0.5,0.6,0.1,3.719596641066974e+149,40.29959304878872,0.01
9,0.05,0.5,0.6,0.15,1.4783413913505e+148,1.6016940063026726,0.8
9,0.05,0.7,0.05,0.0,9.295822874901789e+148,10.071465136195611,0.02
9,0.05,0.7,0.05,0.05,9.872431696267566e+147,1.0696186123219542,0.91
9,0.05,0.7,0.05,0.1,1.0540801009589578e+148,1.142032408580919,0.93
9,0.05,0.7,0.05,0.15,2.113791663076522e+149,22.90166166712923,0.02
9,0.05,0.7,0.2,0.0,2.868280066616244e+149,31.076089852965843,0.03
9,0.05,0.7,0.2,0.05,4.271788873256758e+149,46.282263856762995,0.02
9,0.05,0.7,0.2,0.1,3.648105866895339e+149,39.525033497344104,0.04
9,0.05,0.7,0.2,0.15,4.098096532081344e+149,44.400411779637594,0.01
9,0.05,0.7,0.4,0.0,3.1988941743950516e+149,34.658094915711686,0.02
9,0.05,0.7,0.4,0.05,3.704540628613397e+149,40.136470206887616,0.01
9,0.05,0.7,0.4,0.1,3.5686966076322124e+149,38.664681921241005,0.0
9,0.05,0.7,0.4,0.15,3.6316583944762657e+149,39.346835023388145,0.02
9,0.05,0.7,0.6,0.0,4.224407204104839e+149,45.76891196163736,0.01
9,0.05,0.7,0.6,0.05,3.650552672767626e+149,39.55154316772983,0.01
9,0.05,0.7,0.6,0.1,4.093764528211215e+149,44.35347712249641,0.0
9,0.05,0.7,0.6,0.15,4.0252466687255945e+149,43.61112731409016,0.0
9,0.07,0.1,0.05,0.0,3.574413382528737e+149,38.72661973980388,0.0
9,0.07,0.1,0.05,0.05,4.3033037623474955e+149,46.623708730465786,0.0
9,0.07,0.1,0.05,0.1,3.7345093051893485e+149,40.4611627977152,0.0
9,0.07,0.1,0.05,0.15,3.848636543563844e+149,41.697662801907846,0.03
9,0.07,0.1,0.2,0.0,3.9708919155959724e+149,43.022226246913476,0.01
9,0.07,0.1,0.2,0.05,3.7550740327017347e+149,40.68396925494188,0.03
9,0.07,0.1,0.2,0.1,3.9016076098894074e+149,42.27157245455993,0.0
9,0.07,0.1,0.2,0.15,3.5991362619459663e+149,38.99447727266336,0.03
9,0.07,0.1,0.4,0.0,3.1029838120982085e+149,33.61896381019054,0.0
9,0.07,0.1,0.4,0.05,4.218141811892892e+149,45.70103020434012,0.01
9,0.07,0.1,0.4,0.1,3.781216373972376e+149,40.96720580347451,0.0
9,0.07,0.1,0.4,0.15,3.725038620729433e+149,40.35855362622219,0.02
9,0.07,0.1,0.6,0.0,3.8315885782768774e+149,41.51295834879877,0.02
9,0.07,0.1,0.6,0.05,4.019417199829047e+149,43.54796852379884,0.01
9,0.07,0.1,0.6,0.1,3.506996980864639e+149,37.996203564597984,0.02
9,0.07,0.1,0.6,0.15,3.9151629750098e+149,42.41843668493058,0.01
9,0.07,0.3,0.05,0.0,3.239574992621009e+149,35.09884712021081,0.02
9,0.07,0.3,0.05,0.05,3.2729381350735236e+149,35.460316707751744,0.02
9,0.07,0.3,0.05,0.1,3.723174560138244e+149,40.3383576505581,0.0
9,0.07,0.3,0.05,0.15,2.1736580593214664e+149,23.550278073363195,0.01
9,0.07,0.3,0.2,0.0,3.995685232000463e+149,43.29084692217686,0.01
9,0.07,0.3,0.2,0.05,3.558947425363121e+149,38.559055393443586,0.03
9,0.07,0.3,0.2,0.1,3.732991366282206e+149,40.44471684237817,0.02
9,0.07,0.3,0.2,0.15,2.6021170214878875e+149,28.192373300242455,0.02
9,0.07,0.3,0.4,0.0,3.019459128423204e+149,32.7140240851493,0.02
9,0.07,0.3,0.4,0.05,1.0578624490691829e+148,1.1461303553294462,0.97
9,0.07,0.3,0.4,0.1,1.0017044041039615e+148,1.085286490338085,0.91
9,0.07,0.3,0.4,0.15,1.6577099873282716e+149,17.960290947859036,0.01
9,0.07,0.3,0.6,0.0,3.6149240967324826e+149,39.16552896950423,0.04
9,0.07,0.3,0.6,0.05,3.3794636627494197e+149,36.61445674735955,0.01
9,0.07,0.3,0.6,0.1,2.653157839626573e+149,28.74536987442912,0.0
9,0.07,0.3,0.6,0.15,3.3683165269897218e+149,36.4936842340672,0.01
9,0.07,0.5,0.05,0.0,3.698045489866214e+149,40.06609928402545,0.04
9,0.07,0.5,0.05,0.05,4.0396981490005285e+149,43.76770041333497,0.0
9,0.07,0.5,0.05,0.1,3.548927953875597e+149,38.45050044448672,0.0
9,0.07,0.5,0.05,0.15,4.263688755403013e+149,46.19450395033951,0.01
9,0.07,0.5,0.2,0.0,4.1403256723334655e+149,44.857939122299285,0.0
9,0.07,0.5,0.2,0.05,4.0539002809170904e+149,43.921571973047556,0.01
9,0.07,0.5,0.2,0.1,3.8185454490046015e+149,41.371643885840044,0.03
9,0.07,0.5,0.2,0.15,3.2189033543367915e+149,34.874882349055746,0.0
9,0.07,0.5,0.4,0.0,3.8224516310630257e+149,41.41396501969391,0.01
9,0.07,0.5,0.4,0.05,3.3643299459434602e+149,36.45049202552325,0.0
9,0.07,0.5,0.4,0.1,3.6362377552026347e+149,39.396449643333426,0.01
9,0.07,0.5,0.4,0.15,3.7248971356890252e+149,40.35702072088294,0.0
9,0.07,0.5,0.6,0.0,3.9254187191403304e+149,42.52955150590599,0.0
9,0.07,0.5,0.6,0.05,3.820167092743478e+149,41.38921342067221,0.0
9,0.07,0.5,0.6,0.1,3.750218141579448e+149,40.63135859443186,0.0
9,0.07,0.5,0.6,0.15,4.138858450153643e+149,44.84204265220728,0.0
9,0.07,0.7,0.05,0.0,3.5764625626429193e+149,38.74882137418903,0.02
9,0.07,0.7,0.05,0.05,3.9897207894484884e+149,43.226225773487336,0.0
9,0.07,0.7,0.05,0.1,3.5012033093276e+149,37.933432617172336,0.0
9,0.07,0.7,0.05,0.15,3.980387983188148e+149,43.125110429381905,0.0
9,0.07,0.7,0.2,0.0,3.828388187505627e+149,41.47828403915602,0.0
9,0.07,0.7,0.2,0.05,3.54064136343258e+149,38.36072021968262,0.0
9,0.07,0.7,0.2,0.1,3.8651905000037916e+149,41.877014966202175,0.01
9,0.07,0.7,0.2,0.15,3.811139090682954e+149,41.291400446796,0.02
9,0.07,0.7,0.4,0.0,3.9520280292604417e+149,42.81784738113882,0.02
9,0.07,0.7,0.4,0.05,3.940553545321043e+149,42.69352824715068,0.0
9,0.07,0.7,0.4,0.1,4.165640747503562e+149,45.13221274005955,0.0
9,0.07,0.7,0.4,0.15,3.8917900942432933e+149,42.165205575710665,0.0
9,0.07,0.7,0.6,0.0,4.081055472384975e+149,44.21578214445038,0.01
9,0.07,0.7,0.6,0.05,4.0380804060739954e+149,43.75017314145902,0.0
9,0.07,0.7,0.6,0.1,3.7505633599768886e+149,40.63509882819168,0.0
9,0.07,0.7,0.6,0.15,3.5008307744348257e+149,37.929396425610726,0.0
