X,cac_dt,mu,r,noise,mean_norm,eff,p_opt
7,0.01,0.1,0.05,0.0,2.3752451246387967e+149,145.73381502585877,0.03
7,0.01,0.1,0.05,0.05,2.7410075299631482e+147,1.6817526755975594,0.67
7,0.01,0.1,0.05,0.1,2.5805834826594487e+147,1.5833240620917755,0.68
7,0.01,0.1,0.05,0.15,2.778312456177166e+147,1.7046412152267216,0.75
7,0.01,0.1,0.2,0.0,2.3007071273130214e+149,141.16051578950126,0.0
7,0.01,0.1,0.2,0.05,3.7327120241090714e+147,2.2902156835245946,0.59
7,0.01,0.1,0.2,0.1,3.545389606458639e+147,2.175283501237867,0.6
7,0.01,0.1,0.2,0.15,4.6559620612174756e+147,2.8566782718902237,0.65
7,0.01,0.1,0.4,0.0,2.354329023547256e+149,144.45050191601698,0.01
7,0.01,0.1,0.4,0.05,6.201005893249389e+147,3.8046441457636573,0.51
7,0.01,0.1,0.4,0.1,4.832132666352219e+147,2.964768229071399,0.58
7,0.01,0.1,0.4,0.15,3.9557340026061126e+147,2.427051429123405,0.56
7,0.01,0.1,0.6,0.0,2.5847749044605485e+149,158.58957204150389,0.01
7,0.01,0.1,0.6,0.05,4.97102916441375e+147,3.0499885557916437,0.52
7,0.01,0.1,0.6,0.1,6.2013814012675566e+147,3.804874539736442,0.51
7,0.01,0.1,0.6,0.15,5.6128727116525786e+147,3.443793421733928,0.58
7,0.01,0.3,0.05,0.0,2.3488134000969395e+149,144.11208932890224,0.03
7,0.01,0.3,0.05,0.05,2.808910595821744e+147,1.7234147875912853,0.66
7,0.01,0.3,0.05,0.1,3.0293407723806596e+147,1.8586603260139334,0.61
7,0.01,0.3,0.05,0.15,3.300259331638995e+147,2.0248831498920814,0.67
7,0.01,0.3,0.2,0.0,2.498066250742711e+149,153.2695388495704,0.01
7,0.01,0.3,0.2,0.05,3.52957933651708e+147,2.1655830668226086,0.57
7,0.01,0.3,0.2,0.1,3.0445724137901043e+147,1.8680057413088782,0.71
7,0.01,0.3,0.2,0.15,2.9093778035747388e+147,1.7850567180133758,0.66
7,0.01,0.3,0.4,0.0,2.341601842707898e+149,143.66962225058637,0.01
7,0.01,0.3,0.4,0.05,6.475024034371303e+147,3.972768726581662,0.59
7,0.01,0.3,0.4,0.1,3.3628922743503674e+147,2.063311763397866,0.63
7,0.01,0.3,0.4,0.15,4.0666046778879424e+147,2.4950764355352013,0.56
7,0.01,0.3,0.6,0.0,2.561954839943602e+149,157.18944073434182,0.01
7,0.01,0.3,0.6,0.05,7.15771049669196e+147,4.391632874910883,0.43
7,0.01,0.3,0.6,0.1,5.025285220898758e+147,3.083277507815158,0.52
7,0.01,0.3,0.6,0.15,5.891658043682517e+147,3.6148429255873546,0.51
7,0.01,0.5,0.05,0.0,2.268284132481022e+149,139.17119406332804,0.01
7,0.01,0.5,0.05,0.05,2.9503846176349216e+147,1.8102165610672807,0.63
7,0.01,0.5,0.05,0.1,2.9330378389634873e+147,1.7995733975134485,0.72
7,0.01,0.5,0.05,0.15,3.001451628866458e+147,1.8415488656430954,0.67
7,0.01,0.5,0.2,0.0,2.286903451172889e+149,140.31358746011935,0.02
7,0.01,0.5,0.2,0.05,3.1408610690207956e+147,1.92708390938895,0.6
7,0.01,0.5,0.2,0.1,3.1745140524021826e+147,1.9477317894931865,0.69
7,0.01,0.5,0.2,0.15,4.4628095066709336e+147,2.738168993146463,0.71
7,0.01,0.5,0.4,0.0,2.574529117280392e+149,157.96093896350345,0.02
7,0.01,0.5,0.4,0.05,3.816886794249092e+147,2.3418613442363303,0.59
7,0.01,0.5,0.4,0.1,4.352942257643898e+147,2.6707596416609363,0.61
7,0.01,0.5,0.4,0.15,4.009412085868031e+147,2.4599857640932523,0.56
7,0.01,0.5,0.6,0.0,2.6266756273583742e+149,161.16040236840334,0.0
7,0.01,0.5,0.6,0.05,6.258355997366464e+147,3.83983145918413,0.54
7,0.01,0.5,0.6,0.1,5.105711587345448e+147,3.1326233251767506,0.57
7,0.01,0.5,0.6,0.15,6.803329845453401e+147,4.17420165595744,0.51
7,0.01,0.7,0.05,0.0,2.274726496286943e+149,139.56646705872643,0.03
7,0.01,0.7,0.05,0.05,2.381697252077501e+147,1.461296870716201,0.75
7,0.01,0.7,0.05,0.1,3.231860475231531e+147,1.9829168442494944,0.65
7,0.01,0.7,0.05,0.15,2.9530772170305e+147,1.8118686127994723,0.63
7,0.01,0.7,0.2,0.0,2.48397117766511e+149,152.40473178129807,0.0
7,0.01,0.7,0.2,0.05,2.889882042521812e+147,1.7730950404349086,0.71
7,0.01,0.7,0.2,0.1,3.8794211575514425e+147,2.3802294740757737,0.61
7,0.01,0.7,0.2,0.15,4.0114931637617844e+147,2.461262615133495,0.63
7,0.01,0.7,0.4,0.0,2.483663925975848e+149,152.3858802697699,0.01
7,0.01,0.7,0.4,0.05,4.3503031403300545e+147,2.669140404006441,0.46
7,0.01,0.7,0.4,0.1,3.78420757671076e+147,2.3218109208315236,0.61
7,0.01,0.7,0.4,0.15,4.396641671099658e+147,2.6975715364470325,0.58
7,0.01,0.7,0.6,0.0,2.3921671099161766e+149,146.77206806623033,0.04
7,0.01,0.7,0.6,0.05,5.642330601557339e+147,3.4618673907483273,0.47
7,0.01,0.7,0.6,0.1,4.938450744332871e+147,3.029999976942867,0.51
7,0.01,0.7,0.6,0.15,7.853986127796078e+147,4.818834694957862,0.46
7,0.03,0.1,0.05,0.0,2.1843399102940234e+149,134.02077332494216,0.0
7,0.03,0.1,0.05,0.05,1.8971374855039094e+147,1.1639938990848087,0.88
