Q,gamma,outer_iter,n_trials_alloc,best_trial_idx,best_params_json,best_norm,best_vec_json,vectors_replaced,init_shortest_norm,opt_shortest_norm,efficiency,abs_efficiency,elapsed_s
2,0.08,10,300,33,"{""dt"":0.02436851267882356,""pump"":0.7773159809747557,""beta"":0.23194650342966586,""noise"":0.008012529856848393}",1.4970751371624784e+147,"[244206072525888760871746246497059477097685177862468513009397816627650244785294739206377088629502522125012135624329372401115171404897758388735793101693,0,0,-3,0,0,0,0,0,-2,0,0,0,0,0,0,-6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,0,0,0,5,-1,0,0,0,0,0,0]",0,9.915380102491617e+147,3.763565947169835e+147,0.39778102952819633,2.44707496817003e+147,89.8507468700409
2,0.08,11,300,195,"{""dt"":0.07257338752543079,""pump"":0.7480114303306034,""beta"":0.25627941418614636,""noise"":0.005289267268360768}",2.6042557564047636e+146,"[-447059186038663434198437366253869896645622090742678279347073079704737151095581548923595738088912869110483975536763410663033811632187473516692738302174,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0]",0,9.915380102491617e+147,3.763565947169835e+147,0.06919649590206167,4.256839829889687e+146,97.881915807724
2,0.08,12,300,230,"{""dt"":0.07271198946244667,""pump"":0.7747558036798116,""beta"":0.2589701754427621,""noise"":0.018535204379472373}",2.6042557564047636e+146,"[-190249134708213609590465877315499759634280502795741884114753008761168480364035482029571321253940238841072302008462428331623004803071517522742155002706,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,0,0,0,-2,0,0,0,0,0,0,0]",0,9.915380102491617e+147,3.763565947169835e+147,0.06919649590206167,4.256839829889687e+146,105.91331505775452
2,0.08,13,300,151,"{""dt"":0.09499251584909467,""pump"":0.7959626735303913,""beta"":0.28565357117136636,""noise"":0.019329108044602278}",2.018777366135324e+146,"[124715517201063021617958938635849709659911297331263665062005021252343548631060136809053370355953352023095228929126170315625453942378586176944342412331,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0]",0,9.915380102491617e+147,3.763565947169835e+147,0.05364001573171383,3.299834080700402e+146,113.99716091156006
2,0.08,14,300,28,"{""dt"":0.021102569666585025,""pump"":0.813226221623341,""beta"":0.10052657135257533,""noise"":0.006336190814122117}",1.4597310497846012e+147,"[362491526361391897118923107416931767148384925336438038642596937287458610739920119789171081185436199556927395787148357039613658291628255220947064601578,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,0,0,0,-2,-2,0,0,0,0,0,0]",0,9.915380102491617e+147,3.763565947169835e+147,0.3878585018238633,2.3860334217819415e+147,122.09042310714722
2,0.08,15,300,188,"{""dt"":0.09914080529331559,""pump"":0.7732544070865737,""beta"":0.38008745173156394,""noise"":0.0022795148423739964}",5.257778376218125e+147,"[-434139900763460570573000633101854639464918559782905939624372072919151647010546947212445498555959393171198568604170170605368793587748530802811784869152,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,0,0,0,1,1,0,0,0,0,0,0]",0,9.915380102491617e+147,3.763565947169835e+147,1.397020392368021,8.594209825042781e+147,130.17462301254272
2,0.08,16,300,103,"{""dt"":0.03820179309827215,""pump"":0.7388026164115231,""beta"":0.19170243008884752,""noise"":0.016722231636172678}",3.8679026226834276e+147,"[-523302102485169348934548669804774069085966168085341349785331842104686407670916130645529902294330999069096617988169523668460425109797012938970210629304,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,0,0,0,-4,0,0,0,0,0,0,0]",0,9.915380102491617e+147,3.763565947169835e+147,1.0277228237735685,6.3223598150375125e+147,138.25465297698975
2,0.08,17,300,285,"{""dt"":0.026335206494799868,""pump"":0.7991148424468173,""beta"":0.38362451484002846,""noise"":0.015885800063332678}",1.6284158099702795e+147,"[-246892571497808954206912205183415940571396141970686773086546884069713853246821189706206142485281993665569027462291491576191343920510450295357784322937,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,0,0,0,-5,0,0,0,0,0,0,0]",0,9.915380102491617e+147,3.763565947169835e+147,0.43267896267231143,2.6617605672774705e+147,146.30064392089844
2,0.08,18,300,110,"{""dt"":0.04567554511728664,""pump"":0.7727350084588964,""beta"":0.3998432945838449,""noise"":0.019061696125828607}",2.404811837443869e+146,"[38344678067303325179714661685119652664675239190406849497009398327375686476301918295426969552958276430104938024285993973296510662544235354078894478891,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,0,0,0,-2,3,0,0,0,0,0,0]",1,9.915380102491617e+147,3.763565947169835e+147,0.06389716219141223,3.9308346685402156e+146,154.4083058834076
2,0.08,19,300,202,"{""dt"":0.08741060398232904,""pump"":0.7405001287202844,""beta"":0.2954939458996349,""noise"":0.018157114187780835}",6.880258592243166e+146,"[-359600683864519606629841544593885932469716500161323200142710338932322391323753515780295941172994478837836234979733838747635746066812920049927646818580,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,0,0,0,-3,1,0,0,0,0,0,0]",0,9.915380102491617e+147,3.781519186073718e+147,0.181944299465179,1.1160210274544956e+147,162.55702090263367
2,0.08,20,300,140,"{""dt"":0.08129968099472655,""pump"":0.7845688273716601,""beta"":0.1580013601195609,""noise"":0.002458899697544681}",2.1490726340440236e+147,"[-229481362139621255067508504784176622011609481895271278396619173278413680587454835853146179916506882181560054862930633341488081917104411190397675827918,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-3,-3,0,0,0,0,0,0]",0,9.915380102491617e+147,3.781519186073718e+147,0.5683093297419882,3.485930386140034e+147,170.68593001365662
2,0.08,21,300,139,"{""dt"":0.08226513533786951,""pump"":0.7300065382319617,""beta"":0.19840285881038475,""noise"":0.0023947455451244757}",7.113083138734251e+146,"[-36317493262261646641934709141965477496289039198293302127029729288050295484877160601511400028590720289839777795238347372703121169356833064363999362848,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0]",1,9.915380102491617e+147,3.781519186073718e+147,0.18810120453519727,1.1537866268295759e+147,178.89779496192932
2,0.08,22,300,45,"{""dt"":0.09276631430248586,""pump"":0.7310116161859334,""beta"":0.374358460713752,""noise"":0.0032605871495988686}",8.288350669938042e+146,"[-394536687615430348537855053170249780153688293917753828561644166072895339897378765448848789004363581762561921925130517421825406043983348599050573043498,0,0,-3,0,0,0,0,0,-1,0,0,0,0,0,0,5,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0]",0,9.915380102491617e+147,1.330070677350446e+146,6.231511461066691,6.095896968251533e+148,187.02233386039734
2,0.08,23,300,155,"{""dt"":0.066712880515275,""pump"":0.7811017894389053,""beta"":0.21115028099618782,""noise"":0.004306761324837199}",7.402699259845953e+146,"[74196497908399139893788784037312005739782959678711027062480757991038518974994306635993983434882850579597736634588584547352452327421113831334590277330,0,0,-9,0,0,0,0,0,-6,0,0,0,0,0,0,-1,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-2,0,0,0,11,1,0,0,0,0,0,0]",1,9.915380102491617e+147,1.330070677350446e+146,5.565643530005808,5.44452011889962e+148,195.1425757408142
2,0.08,24,300,253,"{""dt"":0.06452167270557584,""pump"":0.7653246974304679,""beta"":0.19334910982270548,""noise"":0.004567070023822705}",3.6742505630346046e+146,"[-122176557011346940502173959872964813398103247011148273778601561065742590494809209196800182565523008990461128468760698933296217548582145029579402415525,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,-4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,-14,-6,0,0,0,0,0,0]",0,9.915380102491617e+147,1.2068235302395027e+147,0.30445632447234633,2.6513751254473738e+147,203.2632761001587
2,0.08,25,300,11,"{""dt"":0.027659635966282133,""pump"":0.8034243318868528,""beta"":0.2079459349354548,""noise"":0.012404089957621777}",2.513506146066116e+147,"[-16265016136892268289712084154273950126009325810564863180361709489476913381635643787333561946883667745776566845983513848448997419736613044077148266112,0,0,-12,0,0,0,0,0,-10,0,0,0,0,0,0,-4,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-2,0,0,0,15,1,0,0,0,0,0,0]",1,9.915380102491617e+147,1.2068235302395027e+147,2.0827453915878595,1.8137706068240257e+148,211.31699085235596
2,0.08,26,300,124,"{""dt"":0.07234574758780823,""pump"":0.7451585178757745,""beta"":0.28011546295879153,""noise"":0.012364423013958467}",3.9525574694531366e+146,"[-235297268477465513737730796988277151538295940822430440592405982669682161419676769250508867188659315548208173808259276772726519932892492982418922158342,0,0,2,0,0,0,0,0,-6,0,0,0,0,0,0,-4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,0,0,-3,-8,0,0,0,0,0,0]",0,9.915380102491617e+147,4.252359364516688e+146,0.929497516704441,8.82106543550127e+147,219.45552492141724
2,0.08,27,300,89,"{""dt"":0.04302489144659657,""pump"":0.8218618198982114,""beta"":0.3901137247716024,""noise"":0.013805007513624424}",1.4037915262770373e+147,"[-113180388223427468216014335648943423729028018174345738618290568695699707183853118340470867911838089764388067544702367242877130791783203812733675533627,0,0,24,0,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,4,0,0,0,-31,-2,0,0,0,0,0,0]",0,9.915380102491617e+147,4.252359364516688e+146,3.3012062385667833,3.132892312582924e+148,227.61003994941711
2,0.08,28,300,17,"{""dt"":0.07839976701442698,""pump"":0.7933538442938761,""beta"":0.29808263845924765,""noise"":0.011163244683472955}",7.732193682228906e+145,"[-4119196721286896524947228713556088248894350529425614258294816695842690176664117921124696079092605895713545239421328282643079341264968623966457274631,0,0,23,0,0,0,0,0,21,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,4,0,0,0,-31,2,0,0,0,0,0,0]",1,9.915380102491617e+147,4.252359364516688e+146,0.1818330253729091,1.7256216249361073e+147,236.1480689048767
2,0.08,29,300,63,"{""dt"":0.08337110850602159,""pump"":0.8053482188063035,""beta"":0.17175184325798393,""noise"":0.01491921797490549}",8.478063675370552e+146,"[4924281458615314835700870295600325623792139042907875046169738158204205827350046452051024997515306460412081471980326257335465939973376347132952035529,0,0,-13,0,0,0,0,0,-18,0,0,0,0,0,0,-12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-8,0,0,0,18,-13,0,0,0,0,0,0]",1,4.119196721286897e+147,1.4366214017006215e+147,0.5901390349144542,1.583092410185978e+147,244.94463109970093
2,0.08,30,300,244,"{""dt"":0.06610563744032616,""pump"":0.8120869824823115,""beta"":0.3109065093288612,""noise"":0.01962929693840818}",2.188157654253543e+146,"[173012531293962561197982173229963465985258988957992288167811613602612421594012686536715253219986104255736764063044342974421639283741780775984135185362,0,0,29,0,0,0,0,0,39,0,0,0,0,0,0,24,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,15,0,0,0,-41,27,0,0,0,0,0,0]",0,4.119196721286897e+147,4.2198669507187076e+145,5.185371197262195,2.114074826899259e+148,253.19247794151306
2,0.08,31,300,155,"{""dt"":0.04245723720142703,""pump"":0.8043988498125545,""beta"":0.18077862026953,""noise"":0.0014845924104993375}",4.2198669507187076e+145,"[-47441945421758214806235851621644036961316229853357119299134442631301957813465099020389263137770162431970301345147039458654283970680552487136994816201,0,0,-10,0,0,0,0,0,-18,0,0,0,0,0,0,-14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-11,0,0,0,13,-18,0,0,0,0,0,0]",0,4.119196721286897e+147,4.2198669507187076e+145,1.0,4.07699805177971e+147,261.37647891044617
2,0.08,32,300,97,"{""dt"":0.07662588612294491,""pump"":0.7705824348718238,""beta"":0.10035097909975799,""noise"":0.004511004700654849}",6.536293297515725e+146,"[93119376059258101668751890281768776231950134590880662536781712389604971926574276461161186963837710979844587573899843125522360148450244578443790800659,0,0,-26,0,0,0,0,0,-32,0,0,0,0,0,0,-20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,-14,0,0,0,36,-22,0,0,0,0,0,0]",0,4.119196721286897e+147,4.2198669507187076e+145,15.48933502844798,6.314998873434563e+148,269.4930109977722
2,0.08,33,300,132,"{""dt"":0.09306969751417637,""pump"":0.7470605889043588,""beta"":0.10918217835288657,""noise"":0.013896654815542241}",3.851263707892066e+145,"[-36964286303473669405699047221316176114232199945051092370921218799221966659186802569791432690449136708786851188440834811917611114305757913588689061940,0,0,28,0,0,0,0,0,36,0,0,0,0,0,0,20,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,15,0,0,0,-38,22,0,0,0,0,0,0]",1,4.119196721286897e+147,4.2198669507187076e+145,0.912650506015631,3.720874334981494e+147,277.6480131149292
2,0.08,34,300,174,"{""dt"":0.059582599642676454,""pump"":0.8134272173556025,""beta"":0.15085696996399436,""noise"":0.005619419101745009}",3.683664860008958e+146,"[28311803051268706195032914013778603895154920114824981503665172487004754775029364934048504905620455197019590240827012428349872652653790139143514888866,0,0,-39,0,0,0,0,0,-31,0,0,0,0,0,0,-8,0,0,0,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-3,0,0,0,50,9,0,0,0,0,0,0]",1,4.119196721286897e+147,6.244586709526954e+146,0.5898973032737352,2.0615365515402567e+147,285.8148880004883
2,0.08,35,300,205,"{""dt"":0.05756085201243558,""pump"":0.7967479030580161,""beta"":0.20404996268163106,""noise"":0.013804237242231338}",9.57181520164462e+146,"[-69212500061055837605050139674685360636935487338488759567940339236061130797809001018981198818394362459241555250851388731214113352232226702444860574997,0,0,48,0,0,0,0,0,44,0,0,0,0,0,0,21,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,8,0,0,0,-64,1,0,0,0,0,0,0]",0,4.119196721286897e+147,5.7378094267068265e+146,1.6682002642144727,5.914463538637729e+147,293.95677185058594
2,0.08,36,300,164,"{""dt"":0.07148713680773341,""pump"":0.7306650784430231,""beta"":0.3715324903549913,""noise"":0.016228732082451708}",2.4497318062524354e+146,"[47494848325060145575581747519473604503656690644429486400624470392106475311049909757138796991380064124472367142472728272350536739680010111562469317332,0,0,-23,0,0,0,0,0,-20,0,0,0,0,0,0,-1,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-4,0,0,0,28,4,0,0,0,0,0,0]",0,4.119196721286897e+147,5.7378094267068265e+146,0.4269454811186437,1.5136992453669303e+147,302.1209228038788
2,0.08,37,300,185,"{""dt"":0.06580637536187098,""pump"":0.7783022543691132,""beta"":0.12428576441787267,""noise"":0.017725027366419}",8.903643349034738e+146,"[-120634034464544640599607248300233017837544736085097743815257755232919741980340583546547484116818643422379925238151823377706366807159087340484210140501,0,0,103,0,0,0,0,0,94,0,0,0,0,0,0,35,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,21,0,0,0,-133,3,0,0,0,0,0,0]",0,4.119196721286897e+147,5.7378094267068265e+146,1.551749576692532,5.501597433666734e+147,310.31222891807556
2,0.08,38,300,86,"{""dt"":0.07253079676903058,""pump"":0.7570785080634652,""beta"":0.28644948511416396,""noise"":0.003995253548206421}",1.8405438719690646e+146,"[-98012804457420171016858088265121124393078940433347060771513569283047712270771721358663440129308949929456756045524378063300579296075458816871260101149,0,0,157,0,0,0,0,0,150,0,0,0,0,0,0,63,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-156,35,0,0,0,-207,19,0,0,0,0,0,0]",0,4.119196721286897e+147,5.7378094267068265e+146,0.32077466069231775,1.1372795433988056e+147,318.5096468925476
2,0.08,39,300,87,"{""dt"":0.032519488525394526,""pump"":0.7918557584714904,""beta"":0.38548123037549487,""noise"":0.018675064289495603}",4.9890296696865595e+146,"[3574720999916710801450547247949844228186743404665530434324884859633290460826101633941965815088873312066990501705279743800867220151457540814638204889,0,0,1,0,0,0,0,0,39,0,0,0,0,0,0,36,0,0,0,0,0,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54,38,0,0,0,-4,79,0,0,0,0,0,0]",1,4.119196721286897e+147,5.7378094267068265e+146,0.8695007621662988,3.08274172170322e+147,326.6783480644226
2,0.08,40,300,279,"{""dt"":0.02358036931571592,""pump"":0.7495241949408553,""beta"":0.30693329373404504,""noise"":0.016358413728067237}",3.534854137474324e+146,"[-147380252249941440318506214648362160831744443744063759553938521093034513481172411307981240031477744548354250463369997446050146651977862796885800312369,0,0,13,0,0,0,0,0,-39,0,0,0,0,0,0,-49,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,-48,0,0,0,-13,-107,0,0,0,0,0,0]",0,3.574720999916711e+147,2.8575208710173935e+146,1.2370352823410078,4.0685705876748656e+147,334.77941608428955
2,0.08,41,300,73,"{""dt"":0.07298688540093778,""pump"":0.7706540996104894,""beta"":0.2827974136249895,""noise"":0.008118729693827431}",4.3102683390062126e+145,"[-104633313376038871311921415931078359515281321045650390861164831153841254880322958227881174551088956382247063609363232199285890327090996857850206723473,0,0,98,0,0,0,0,0,56,0,0,0,0,0,0,4,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46,-15,0,0,0,-125,-69,0,0,0,0,0,0]",0,3.574720999916711e+147,2.8575208710173935e+146,0.15083943507546743,4.961062127897846e+146,342.9429020881653
2,0.08,42,300,53,"{""dt"":0.09989227728800898,""pump"":0.7774917789268504,""beta"":0.18572925846750843,""noise"":0.011937841489453344}",4.814097949596702e+146,"[20731503358646245414357834792985881431399695914000641759052838031108230633108785082069538426927896116371989673087756533122787316592654358058884438504,0,0,31,0,0,0,0,0,73,0,0,0,0,0,0,53,0,0,0,0,0,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,49,0,0,0,-44,92,0,0,0,0,0,0]",1,3.574720999916711e+147,2.8575208710173935e+146,1.6847113868612578,5.540963378452073e+147,351.0526530742645
2,0.08,43,300,94,"{""dt"":0.07996060149976865,""pump"":0.7627961535418151,""beta"":0.3829601736136178,""noise"":0.01366481848702572}",8.759762589355277e+145,"[-108263213309940223216247715006833293090426188019317929063963826483828249363250803014880575476585114955290405032199663202308889535363800415241952840411,0,0,36,0,0,0,0,0,67,0,0,0,0,0,0,43,0,0,0,0,0,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,41,0,0,0,-50,73,0,0,0,0,0,0]",0,3.574720999916711e+147,8.759762589355277e+145,1.0,3.487123374023158e+147,359.1962890625
2,0.08,44,300,290,"{""dt"":0.08349555646150153,""pump"":0.7418746948417856,""beta"":0.17246753339367887,""noise"":0.006810582081306116}",3.145545083347245e+146,"[-49425594244895369152091027544050070512685804792901379616223122563812489557588009595311795093150443649109504055795684621421245106332273462653304104543,0,0,-74,0,0,0,0,0,-205,0,0,0,0,0,0,-159,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,-148,0,0,0,108,-286,0,0,0,0,0,0]",0,3.574720999916711e+147,8.759762589355277e+145,3.5909022091188416,1.2521919027249708e+148,367.39254879951477
2,0.08,45,300,194,"{""dt"":0.0558564137194434,""pump"":0.7810330613836841,""beta"":0.29313342886352795,""noise"":0.012854834427475257}",8.759762589355277e+145,"[-36393617202979200573698586637387240099069935602355612222946440764515112741516616740950338102931126774504662531447018496934157625646321699319700383739,0,0,30,0,0,0,0,0,-151,0,0,0,0,0,0,-155,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,-168,0,0,0,-26,-362,0,0,0,0,0,0]",0,3.574720999916711e+147,8.759762589355277e+145,1.0,3.487123374023158e+147,375.515820980072
2,0.08,46,300,122,"{""dt"":0.09356659496867989,""pump"":0.7810600897449235,""beta"":0.20339196938209014,""noise"":0.013531773639275645}",8.759762589355277e+145,"[-2838759348665948380514046413461031569518074232793141528718391269493962798813703233935932176084710590332839114079263653083868141183337643060763147599,0,0,-47,0,0,0,0,0,-38,0,0,0,0,0,0,-8,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-5,0,0,0,58,12,0,0,0,0,0,0]",1,3.574720999916711e+147,8.759762589355277e+145,1.0,3.487123374023158e+147,383.6428008079529
