number,value,datetime_start,datetime_complete,duration,params_dt,params_mu,params_noise,params_r,params_steps,state
0,0.001815941794255273,2025-08-19 08:29:26.793078,2025-08-19 08:29:33.953441,0 days 00:00:07.160363,0.016415072570618482,0.4235232350305101,0.006245017353384151,0.39678535156377165,800,COMPLETE
1,0.0029277908878750643,2025-08-19 08:29:33.953765,2025-08-19 08:29:37.252189,0 days 00:00:03.298424,0.0552918282480009,0.5278497133944852,0.004531363306305867,0.5905660881740401,600,COMPLETE
2,0.00016139780400762342,2025-08-19 08:29:37.252401,2025-08-19 08:29:42.670644,0 days 00:00:05.418243,0.06384614414307463,0.577144793056819,0.07387082019737842,0.275382181481582,1000,COMPLETE
3,0.0009349401345247026,2025-08-19 08:29:42.670863,2025-08-19 08:29:44.852508,0 days 00:00:02.181645,0.016326233739315625,0.7473590075512132,0.0033196045805144476,0.4379803199256157,400,COMPLETE
4,0.0012363853874966268,2025-08-19 08:29:44.852741,2025-08-19 08:29:48.107909,0 days 00:00:03.255168,0.01939018713181946,0.6837883122232788,0.0022563386108974508,0.38168836421758806,600,COMPLETE
5,0.00122048373111532,2025-08-19 08:29:48.108130,2025-08-19 08:29:52.467120,0 days 00:00:04.358990,0.04084773618369108,0.1725827472346661,0.0005127267254716156,0.40270400187172717,800,COMPLETE
6,0.0008102797587761589,2025-08-19 08:29:52.467347,2025-08-19 08:29:57.346114,0 days 00:00:04.878767,0.04293567617960786,0.5827290268540859,0.00020203779808023907,0.08909257514808089,900,COMPLETE
7,0.00169975128881371,2025-08-19 08:29:57.346314,2025-08-19 08:30:00.079871,0 days 00:00:02.733557,0.03949584266153399,0.558398643283833,0.0019204715904435614,0.33322802775375066,500,COMPLETE
8,0.0011407413409188205,2025-08-19 08:30:00.080096,2025-08-19 08:30:03.898868,0 days 00:00:03.818772,0.039750667619329313,0.4160776826783951,0.00012383237716794777,0.29784143154340004,700,COMPLETE
9,0.0014764067222705058,2025-08-19 08:30:03.899100,2025-08-19 08:30:07.169835,0 days 00:00:03.270735,0.025984668238826843,0.5382450490941721,0.0010848383074903787,0.34580369712955555,600,COMPLETE
